osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
Red Mt. (basin),,,distance_basin,basin,sdge,Red Mt.,0.000,33.3946708,-117.189294,1485094946,way
Rose Canyon (basin),,,distance_basin,basin,sdge,Rose Canyon,0.480,32.8483687,-117.2346637,923149606,way
Sampson (basin),,,distance_basin,basin,sdge,Sampson,0.602,32.6923666,-117.1364283,1467179323,way
San Marcos (basin),,,distance_basin,basin,sdge,San Marcos,0.008,33.1287424,-117.1972907,955935746,way
Electric Substation,Electric Substation,,distance_basin,basin,sdge,San Ysidro,0.007,32.5621903,-117.0266922,940918950,way
SDGE Electric Power Substation,SDGE Electric Power Substation,San Diego Gas & Electric,distance_basin,basin,sdge,Silvergate,0.041,32.6947441,-117.1436743,67487406,way
Bay Boulevard Substation,Bay Boulevard Substation,San Diego Gas & Electric,distance_basin,basin,sdge,South Bay,0.778,32.6081616,-117.0945795,935670738,way
Suncrest Substation,Suncrest Substation,San Diego Gas & Electric,distance_basin,basin,sdge,Suncrest,0.041,32.8087648,-116.68306,407016872,way
Sunnyside (basin),,,distance_basin,basin,sdge,Sunnyside,0.017,32.6580971,-117.0304697,1485094950,way
Sycamore Canyon Substation,Sycamore Canyon Substation,San Diego Gas & Electric,distance_basin,basin,sdge,Sycamore Canyon,0.023,32.9172568,-117.0309422,99645329,way
Talega Substation,Talega Substation,San Diego Gas & Electric,distance_basin,basin,sdge,Talega,0.011,33.4532061,-117.5714849,116440984,way
Telegraph Canyon (basin),,,distance_basin,basin,sdge,Telegraph Canyon,0.013,32.6378496,-117.0161974,25720675,way
Valley Center (basin),,,distance_basin,basin,sdge,Valley Center,0.002,33.2306807,-117.0184371,1395515433,way
Warner Substation,Warner Substation,San Diego Gas & Electric,distance_basin,basin,sdge,Warner,0.006,33.2472601,-116.6759808,1022984358,way
Battery Substation,Battery Substation,,near,,pge,6TH AVENUE,2.258,37.8019613,-122.4651758,10839031950,node
Station K,Station K,Pacific Gas and Electric Company,near,,pge,6TH AVENUE,1.753,37.7765945,-122.4836815,278422085,way
UNNAMED_955,,,near,,pge,6TH AVENUE,1.568,37.7931076,-122.4752071,288314118,way
UNNAMED_3353,,,near,,pge,A.P.T. Oro,1.104,39.4743937,-121.5748244,1485095264,way
UNNAMED_2733,,Pacific Gas & Electric,near,,pge,ARLINGTON,1.774,37.9039589,-122.2660221,1369403533,way
UNNAMED_3444,,,near,,pge,ATWATER,4.580,37.3613225,-120.5627909,1493649557,way
UNNAMED_2823,,,near,,pge,AVENAL,1.661,35.9921812,-120.1104804,1441507761,way
UNNAMED_2389,,,near,,pge,Airways,2.150,36.758866,-119.6772587,1275887138,way
UNNAMED_3070,,,near,,pge,Airways,3.051,36.7577109,-119.6968495,1485094906,way
UNNAMED_3292,,,near,,pge,Amerigas,2.749,38.4079557,-121.953623,1485095172,way
Central Utility Plant,Central Utility Plant,,near,,pge,Ames Distribution,1.078,37.4229452,-122.0784848,741753437,way
UNNAMED_1512,,,near,,pge,Ames Distribution,3.638,37.4310407,-122.1056771,733504424,way
Central Utilities Plant,Central Utilities Plant,,near,,pge,Atlantic,2.206,38.7474344,-121.249325,1515105640,node
Cirby Substation,Cirby Substation,Roseville Electric,near,,pge,Atlantic,3.951,38.7283921,-121.2698939,86093899,way
Hardrock Substation,Hardrock Substation,Roseville Electric,near,,pge,Atlantic,1.666,38.7525965,-121.2510276,32719874,way
Southeast Substation,Southeast Substation,Roseville Electric,near,,pge,Atlantic,3.801,38.7382451,-121.2346733,86145651,way
UNNAMED_362,,Roseville Electric,near,,pge,Atlantic,2.053,38.7454309,-121.268064,31779596,way
Vernon Street Substation,Vernon Street Substation,Roseville Electric,near,,pge,Atlantic,3.873,38.7394634,-121.2961961,86150201,way
UNNAMED_2854,,,near,,pge,Atwater,1.556,37.3635268,-120.6317523,1450793211,way
Marina Substation,Marina Substation,Pacific Gas and Electric Company,near,,pge,BEACH (Q),1.695,37.8035663,-122.4329689,1081724559,way
UNNAMED_285,,,near,,pge,BEACH (Q),3.772,37.8225696,-122.3758176,11545854463,node
UNNAMED_286,,,near,,pge,BEACH (Q),3.769,37.8225606,-122.375851,11545854464,node
UNNAMED_287,,,near,,pge,BEACH (Q),3.812,37.8213133,-122.3745776,11545854524,node
UNNAMED_290,,,near,,pge,BEACH (Q),3.764,37.825146,-122.3776897,11548952668,node
UNNAMED_306,,,near,,pge,BEACH (Q),3.906,37.8262026,-122.3766087,11626113564,node
UNNAMED_307,,,near,,pge,BEACH (Q),3.950,37.8260982,-122.3759488,11626113565,node
UNNAMED_308,,,near,,pge,BEACH (Q),3.778,37.8233075,-122.3762099,11629097444,node
UNNAMED_309,,,near,,pge,BEACH (Q),3.757,37.8245071,-122.3773123,11629097445,node
UNNAMED_310,,,near,,pge,BEACH (Q),3.895,37.8243091,-122.3753702,11629097446,node
UNNAMED_311,,,near,,pge,BEACH (Q),3.979,37.8251735,-122.3748809,11629097447,node
UNNAMED_312,,,near,,pge,BEACH (Q),3.987,37.8245131,-122.3743144,11629097448,node
UNNAMED_313,,,near,,pge,BEACH (Q),3.987,37.8243432,-122.3742069,11629097449,node
UNNAMED_315,,,near,,pge,BEACH (Q),3.826,37.8246408,-122.3764957,11629097451,node
UNNAMED_316,,,near,,pge,BEACH (Q),3.842,37.8246757,-122.3763202,11629097452,node
UNNAMED_317,,,near,,pge,BEACH (Q),3.829,37.8242232,-122.3761646,11629097453,node
UNNAMED_318,,,near,,pge,BEACH (Q),3.881,37.8256414,-122.3765074,11629097454,node
UNNAMED_319,,,near,,pge,BEACH (Q),3.882,37.8256643,-122.376523,11629097455,node
UNNAMED_320,,,near,,pge,BEACH (Q),3.893,37.8264067,-122.3769558,11629097456,node
UNNAMED_321,,,near,,pge,BEACH (Q),3.986,37.8268048,-122.3760135,11629097457,node
UNNAMED_322,,,near,,pge,BEACH (Q),4.036,37.8264968,-122.3751094,11629097458,node
UNNAMED_323,,,near,,pge,BEACH (Q),3.753,37.8236327,-122.376748,11629097459,node
UNNAMED_324,,,near,,pge,BEACH (Q),3.821,37.8261417,-122.3777056,11629097460,node
UNNAMED_2076,,,near,,pge,BELLEVUE,4.582,38.3700243,-122.7641225,1168342903,way
UNNAMED_185,,,near,,pge,BELMONT,3.406,37.5465735,-122.2395556,8616725549,node
UNNAMED_186,,,near,,pge,BELMONT,3.166,37.5444082,-122.2406243,8616725553,node
UNNAMED_187,,,near,,pge,BELMONT,2.917,37.5436072,-122.2436985,8616725555,node
UNNAMED_188,,,near,,pge,BELMONT,2.960,37.5449764,-122.2450246,8616725556,node
UNNAMED_189,,,near,,pge,BELMONT,3.014,37.5449978,-122.2440582,8616725557,node
UNNAMED_190,,,near,,pge,BELMONT,2.755,37.5428108,-122.2453433,8616725560,node
UNNAMED_191,,,near,,pge,BELMONT,1.056,37.5311139,-122.2577481,8617955560,node
UNNAMED_192,,,near,,pge,BELMONT,1.083,37.5310442,-122.2571786,8617955561,node
UNNAMED_193,,,near,,pge,BELMONT,1.088,37.5313879,-122.2575906,8619299346,node
UNNAMED_194,,,near,,pge,BELMONT,2.940,37.5439971,-122.2438698,8622682227,node
UNNAMED_195,,,near,,pge,BELMONT,1.730,37.5359951,-122.253183,8633692826,node
UNNAMED_196,,,near,,pge,BELMONT,2.914,37.5441413,-122.2445364,8636616443,node
UNNAMED_197,,,near,,pge,BELMONT,3.129,37.5413593,-122.237717,8636637762,node
UNNAMED_8,,,near,,pge,BELMONT,3.385,37.5467053,-122.2400995,1743314005,node
UNNAMED_1378,,,near,,pge,BEN LOMOND,3.185,37.0669258,-122.0797748,661050771,way
UNNAMED_395,,,near,,pge,BEN LOMOND,1.724,37.0923959,-122.0770114,40783973,way
UNNAMED_1942,,,near,,pge,BORDEN,2.179,36.9397587,-119.9735965,1073230926,way
Paralleling Station 6,Paralleling Station 6,Caltrain,near,,pge,BRITTON,1.403,37.3787202,-122.0316538,1028556921,way
Ultra Power Substation,Ultra Power Substation,,near,,pge,BURNEY,3.473,40.9097063,-121.640854,177592874,way
UNNAMED_2381,,,near,,pge,Badger Creek,1.739,35.4695227,-119.0370859,1274976852,way
Paralleling Station 4,Paralleling Station 4,Caltrain,near,,pge,Bay Meadows,1.660,37.5369788,-122.2968015,1028562072,way
UNNAMED_1923,,San Francisco Public Utilities Commission,near,,pge,Bayshore ,1.143,37.7448209,-122.3904658,1067083284,way
UNNAMED_198,,,near,,pge,Belmont,2.938,37.5363529,-122.2361413,8636676770,node
UNNAMED_200,,,near,,pge,Belmont,2.287,37.5334083,-122.2425278,8639220404,node
UNNAMED_201,,,near,,pge,Belmont,1.331,37.5264513,-122.2506177,8639220413,node
UNNAMED_202,,,near,,pge,Belmont,1.219,37.5278296,-122.2525528,8639220416,node
UNNAMED_203,,,near,,pge,Belmont,1.160,37.5287559,-122.2538898,8639242720,node
UNNAMED_204,,,near,,pge,Belmont,1.196,37.525331,-122.2518722,8639242723,node
UNNAMED_205,,,near,,pge,Belmont,1.115,37.5246699,-122.2526843,8639242725,node
UNNAMED_207,,,near,,pge,Belmont,1.106,37.5211684,-122.2530267,8665326300,node
UNNAMED_2814,,,near,,pge,Belridge 1B,3.857,35.4128891,-119.6420439,1437132019,way
UNNAMED_2817,,,near,,pge,Belridge 1B,4.290,35.412858,-119.6329656,1437132029,way
UNNAMED_2818,,,near,,pge,Belridge 1B,3.672,35.4199988,-119.6330856,1437132031,way
UNNAMED_3194,,,near,,pge,Belridge 1B,3.215,35.4249518,-119.6877442,1485095049,way
Eureka Way Substation,Eureka Way Substation,,near,,pge,Benton,4.301,40.583884,-122.4377157,525114347,way
UNNAMED_113,,,near,,pge,Benton,1.616,40.5731229,-122.3824171,7071826249,node
UNNAMED_114,,,near,,pge,Benton,1.834,40.5736689,-122.379476,7071826254,node
UNNAMED_115,,,near,,pge,Benton,2.677,40.5860761,-122.401259,7079012203,node
UNNAMED_121,,,near,,pge,Benton,2.732,40.5864296,-122.402229,7142093786,node
UNNAMED_122,,,near,,pge,Benton,2.435,40.5777875,-122.4158837,7144159921,node
UNNAMED_123,,,near,,pge,Benton,2.493,40.5775644,-122.4171128,7144159922,node
UNNAMED_124,,,near,,pge,Benton,2.629,40.5803936,-122.4155696,7144159942,node
UNNAMED_125,,,near,,pge,Benton,2.796,40.5829859,-122.4143895,7144159943,node
UNNAMED_126,,,near,,pge,Benton,2.172,40.5818485,-122.392717,7144496079,node
UNNAMED_177,,,near,,pge,Benton,2.549,40.5852264,-122.3983822,8322689929,node
UNNAMED_178,,Redding Electric Utility,near,,pge,Benton,2.400,40.5839896,-122.3963882,8322843872,node
UNNAMED_214,,,near,,pge,Benton,1.465,40.5739553,-122.3869722,8790892681,node
UNNAMED_225,,,near,,pge,Benton,1.503,40.5725104,-122.3835128,8820484248,node
UNNAMED_226,,,near,,pge,Benton,1.875,40.5750062,-122.3805917,8826227040,node
UNNAMED_227,,,near,,pge,Benton,1.890,40.5749083,-122.3801784,8826227042,node
UNNAMED_228,,,near,,pge,Benton,1.797,40.5742893,-122.3809191,8826227046,node
UNNAMED_229,,,near,,pge,Benton,1.774,40.5744984,-122.3816403,8826227047,node
UNNAMED_230,,,near,,pge,Benton,2.026,40.576249,-122.379748,8826227048,node
UNNAMED_231,,,near,,pge,Benton,1.757,40.5764464,-122.385785,8826274907,node
UNNAMED_232,,,near,,pge,Benton,1.766,40.5760608,-122.3846422,8826274910,node
UNNAMED_233,,,near,,pge,Benton,1.809,40.5759654,-122.3835021,8826274911,node
UNNAMED_246,,,near,,pge,Benton,1.885,40.5733534,-122.3783,8848120474,node
UNNAMED_249,,,near,,pge,Benton,1.953,40.5741164,-122.3781068,8848120513,node
UNNAMED_250,,,near,,pge,Benton,1.387,40.573082,-122.3868417,8848138918,node
UNNAMED_269,,,near,,pge,Benton,1.982,40.5790785,-122.3870008,10297384376,node
UNNAMED_270,,,near,,pge,Benton,2.474,40.569925,-122.367787,10300042735,node
UNNAMED_73,,,near,,pge,Benton,1.883,40.5777829,-122.3859909,6700528717,node
UNNAMED_77,,,near,,pge,Benton,2.662,40.5684237,-122.364852,6848968689,node
Waldon Street Substation,Waldon Street Substation,,near,,pge,Benton,1.452,40.5746895,-122.3894801,622694658,way
UNNAMED_3037,,,near,,pge,Big Creek,1.279,40.6373652,-123.4892978,1485094862,way
UNNAMED_3185,,,near,,pge,Blackwell,1.022,35.6231059,-119.8580631,1485095040,way
UNNAMED_396,,,near,,pge,Blaine Street,2.441,37.0028181,-122.018662,42107955,way
UNNAMED_631,,,near,,pge,Blaine Street,1.523,36.9878567,-122.0402702,139320389,way
UNNAMED_2364,,Western Area Power Administration,near,,pge,Brentwood,4.419,37.9178374,-121.6264122,1271013994,way
East City Substation,East City Substation,Sacramento Municipal Utility District,near,,pge,Brighton,2.089,38.5538028,-121.4306469,148273199,way
Hurley Substation,Hurley Substation,Sacramento Municipal Utility District,near,,pge,Brighton,4.442,38.587283,-121.4179873,28566617,way
Procter Substation,Procter Substation,Sacramento Municipal Utility District,near,,pge,Brighton,1.949,38.5316862,-121.4000291,148269720,way
UNNAMED_1252,,,near,,pge,Brighton,1.611,38.5358859,-121.3978681,549030029,way
UNNAMED_1328,,,near,,pge,Brighton,3.658,38.5664397,-121.3727867,600286117,way
UNNAMED_1715,,Sacramento Municipal Utility District,near,,pge,Brighton,4.039,38.5194197,-121.3793111,889524231,way
UNNAMED_2415,,Sacramento Municipal Utility District,near,,pge,Brighton,4.197,38.5846073,-121.4201883,1280599853,way
UNNAMED_2419,,Sacramento Municipal Utility District,near,,pge,Brighton,1.552,38.5542054,-121.423817,1280926618,way
UNNAMED_2420,,Sacramento Municipal Utility District,near,,pge,Brighton,1.538,38.5540846,-121.4237108,1280926619,way
UNNAMED_2421,,Sacramento Municipal Utility District,near,,pge,Brighton,2.666,38.572108,-121.4084993,1280928954,way
UNNAMED_2463,,Sacramento Municipal Utility District,near,,pge,Brighton,4.371,38.508862,-121.4097335,1283026831,way
UNNAMED_2478,,Sacramento Municipal Utility District,near,,pge,Brighton,3.707,38.5811962,-121.4022257,1283695289,way
UNNAMED_2532,,Sacramento Municipal Utility District,near,,pge,Brighton,2.317,38.5468049,-121.3811517,1285764093,way
UNNAMED_2533,,Sacramento Municipal Utility District,near,,pge,Brighton,3.026,38.5543593,-121.3738628,1285764768,way
UNNAMED_2534,,Sacramento Municipal Utility District,near,,pge,Brighton,1.242,38.5370978,-121.4098899,1285767987,way
UNNAMED_2542,,Sacramento Municipal Utility District,near,,pge,Brighton,4.973,38.5244215,-121.4562101,1286358749,way
UNNAMED_2543,,Sacramento Municipal Utility District,near,,pge,Brighton,3.099,38.5255782,-121.4286513,1286368671,way
UNNAMED_2544,,Sacramento Municipal Utility District,near,,pge,Brighton,2.163,38.5299926,-121.3987923,1287444892,way
UNNAMED_2551,,Sacramento Municipal Utility District,near,,pge,Brighton,5.000,38.5774428,-121.3641238,1289170351,way
UNNAMED_2628,,Sacramento Municipal Utility District,near,,pge,Brighton,1.581,38.5539079,-121.391126,1295826213,way
UNNAMED_3340,,,near,,pge,Brighton,1.880,38.5564347,-121.4265874,1485095240,way
UNNAMED_3341,,,near,,pge,Brighton,1.922,38.5328258,-121.3974922,1485095244,way
UNNAMED_386,,Sacramento Municipal Utility District,near,,pge,Brighton,3.404,38.5389856,-121.4450935,37571296,way
UNNAMED_1010,,,near,,pge,Britton,3.564,37.370953,-121.9762962,359267178,way
Burney Forest Products,Burney Forest Products,Pacific Gas and Electric Company,near,,pge,Burney,2.772,40.8829514,-121.7034941,1275427493,way
UNNAMED_1681,,,near,,pge,CAL WATER,2.413,35.4188956,-118.9269118,878754672,way
UNNAMED_1538,,,near,,pge,CAMP EVERS,2.136,37.0443805,-122.0493361,749958007,way
A912,A912,,near,,pge,CARQUINEZ,1.054,38.0845559,-122.2578038,1189816829,way
UNNAMED_1094,,,near,,pge,CARRIZO PLAINS,1.858,35.3837446,-120.0603794,413445218,way
UNNAMED_1294,,,near,,pge,CASSERLY,3.658,36.9773518,-121.7269914,592205788,way
Portola Substation,Portola Substation,Pacific Gas and Electric Company,near,,pge,CASTRO,1.712,37.7451592,-122.4528854,1387033933,way
CPM Substation,CPM Substation,Pacific Gas and Electric Company,near,,pge,CLARKSVILLE,1.347,38.6467946,-121.0705723,180836063,way
UNNAMED_1118,,,near,,pge,CORDELIA,3.442,38.2279322,-122.0757062,436904724,way
UNNAMED_1918,,,near,,pge,CROWS LANDING,4.914,37.3697505,-121.1410217,1063713410,way
UNNAMED_2911,,,near,,pge,CROWS LANDING,4.423,37.3739994,-121.1361538,1454142741,way
UNNAMED_2666,,,near,,pge,CURTIS,1.217,37.9641312,-120.3146966,1297152441,way
UNNAMED_2667,,,near,,pge,CURTIS,1.259,37.9637723,-120.31452,1297152442,way
UNNAMED_2353,,,near,,pge,CUYAMA,3.354,34.9049263,-119.5960522,1266670675,way
UNNAMED_3204,,,near,,pge,Cadet,1.804,35.0908187,-119.4070912,1485095059,way
UNNAMED_1524,,,near,,pge,Capco,2.442,37.0932078,-120.2286693,736983163,way
Burney Forest Products,Burney Forest Products,Pacific Gas and Electric Company,near,,pge,Carberry,3.622,40.879925,-121.7196168,896565296,way
UNNAMED_540,,,near,,pge,Carberry,3.798,40.8779668,-121.7150839,93828921,way
UNNAMED_1093,,,near,,pge,Carrizo Plains,1.844,35.3821701,-120.0604472,413445217,way
UNNAMED_1127,,,near,,pge,Cascade,2.192,40.6556781,-122.3597822,442001683,way
UNNAMED_174,,,near,,pge,Cascade,2.518,40.6567326,-122.363444,8307673544,node
UNNAMED_216,,,near,,pge,Cascade,2.647,40.6560421,-122.365166,8811022606,node
UNNAMED_217,,,near,,pge,Cascade,2.734,40.6557627,-122.366264,8811022607,node
UNNAMED_25,,,near,,pge,Cascade,2.307,40.6554243,-122.3612144,6401838688,node
UNNAMED_26,,,near,,pge,Cascade,2.186,40.6556003,-122.3597235,6401838704,node
UNNAMED_27,,,near,,pge,Cascade,2.401,40.6554845,-122.362328,6401838706,node
UNNAMED_28,,,near,,pge,Cascade,2.499,40.6558105,-122.363438,6401838708,node
UNNAMED_29,,,near,,pge,Cascade,2.625,40.655318,-122.36504,6401838717,node
UNNAMED_30,,,near,,pge,Cascade,2.626,40.6568052,-122.364732,6401882568,node
UNNAMED_55,,,near,,pge,Cascade,2.823,40.6551692,-122.36743,6594065589,node
Collins Pine Company Substation,Collins Pine Company Substation,,near,,pge,Chester,1.546,40.2996733,-121.2448879,1421948086,way
UNNAMED_2853,,,near,,pge,Clear Lake,3.787,38.991742,-122.9326732,1450793098,way
UNNAMED_3238,,,near,,pge,Coalinga 2,4.746,36.2378985,-120.3676272,1485095098,way
UNNAMED_3239,,,near,,pge,Coalinga 2,2.400,36.2264187,-120.3379016,1485095099,way
UNNAMED_2723,,,near,,pge,Coalinga Cogen,3.082,36.1907799,-120.3558239,1352359621,way
UNNAMED_1746,,,near,,pge,Coleman Hatchery,1.694,40.4049663,-122.121762,901076504,way
Palo Alto Switching Station,Palo Alto Switching Station,,near,,pge,Cooley Landing,3.933,37.4397244,-122.1151239,112297069,way
UNNAMED_436,,,near,,pge,Cooley Landing,3.427,37.4443112,-122.1401257,74951883,way
UNNAMED_597,,,near,,pge,Cooley Landing,4.028,37.439013,-122.1143688,112297084,way
UNNAMED_3205,,,near,,pge,Copus,1.999,35.0831917,-119.2970294,1485095060,way
Hale Substation,Hale Substation,Pacific Gas and Electric Company,near,,pge,Cordelia,2.644,38.2363184,-122.0968041,33068597,way
UNNAMED_1943,,,near,,pge,Cotati,1.626,38.301426,-122.7471408,1073230934,way
UNNAMED_1717,,Pacific Gas and Electric Company,near,,pge,Crockett,1.126,38.0569138,-122.2143832,890859131,way
UNNAMED_2410,,Pacific Gas and Electric Company,near,,pge,DAVIS,4.009,38.5813633,-121.7309525,1280381470,way
UNNAMED_571,,,near,,pge,DIXON,4.294,38.4769165,-121.7976713,99817563,way
UNNAMED_339,,,near,,pge,DOLAN ROAD,3.109,36.7979548,-121.7341614,24396883,way
UNNAMED_702,,,near,,pge,Dai/Oildale Cogen,2.655,35.4170468,-119.0073079,168937765,way
UNNAMED_3250,,,near,,pge,De Francesco,2.709,36.8480141,-120.6468257,1485095111,way
Post Substation,Post Substation,Pacific Gas and Electric Company,near,,pge,Deepwater,1.933,38.5675117,-121.5688827,1247827172,way
UNNAMED_2265,,,near,,pge,Dome Project,1.720,35.2286572,-119.5779782,1251831000,way
UNNAMED_2709,,,near,,pge,EAST QUINCY,2.251,39.9347851,-120.8845666,1337767715,way
UNNAMED_2715,,,near,,pge,EAST QUINCY,1.944,39.9343607,-120.888351,1340644692,way
UNNAMED_1455,,,near,,pge,Eastshore,1.912,37.6355708,-122.1338061,697411777,way
Lodi Energy Center,Lodi Energy Center,Northern California Power Agency,near,,pge,Eight Mile,3.372,38.0878168,-121.3883545,36285890,way
UNNAMED_753,,,near,,pge,El Capitan,1.950,37.3190924,-120.5119552,170557993,way
Station J,Station J,Pacific Gas and Electric Company,near,,pge,Embarcadero,1.054,37.7941304,-122.4020636,165480949,way
UNNAMED_278,,,near,,pge,Embarcadero,3.452,37.8111878,-122.3679989,11545612407,node
UNNAMED_279,,,near,,pge,Embarcadero,3.415,37.8117849,-122.3695972,11545612408,node
UNNAMED_288,,,near,,pge,Embarcadero,3.362,37.8099251,-122.3677277,11545903478,node
UNNAMED_616,,,near,,pge,Erta,3.108,36.914831,-121.7932936,127122193,way
UNNAMED_2390,,,near,,pge,FIGARDEN,1.326,36.8119717,-119.8681905,1275887163,way
UNNAMED_419,,,near,,pge,FIGARDEN,1.322,36.8120489,-119.8682391,61342716,way
Brokaw Substation,Brokaw Substation,Silicon Valley Power,near,,pge,FMC,1.846,37.3562294,-121.9398956,349473821,way
UNNAMED_2948,,,near,,pge,FMC,2.974,37.3605346,-121.9515302,1460855149,way
UNNAMED_972,,,near,,pge,FREMONT,1.996,37.5563374,-121.9752668,324097501,way
Carr Substation,Carr Substation,Western Area Power Administration,near,,pge,FRENCH GULCH,4.724,40.6459538,-122.6253737,186041109,way
UNNAMED_598,,,near,,pge,Fayette,2.759,37.6985768,-121.6106836,112452156,way
UNNAMED_3402,,,near,,pge,Fellows,1.276,35.1943622,-119.5712904,1492294241,way
UNNAMED_1072,,,near,,pge,Fibreboard,1.494,38.0144586,-121.7908645,396992712,way
UNNAMED_2380,,,near,,pge,Fibreboard,1.142,38.0128481,-121.7863315,1274779114,way
UNNAMED_1657,,,near,,pge,Franklin,2.647,38.0189947,-122.2354126,851301445,way
UNNAMED_2857,,,near,,pge,GANSO,3.984,35.5013183,-119.4931366,1450874722,way
Moore Road Substation,Moore Road Substation,,near,,pge,GIRVAN,2.401,40.5350285,-122.3776793,616051165,way
Texas Springs Substation,Texas Springs Substation,,near,,pge,GIRVAN,4.379,40.5257728,-122.4281415,605835953,way
UNNAMED_3440,,,near,,pge,GIRVAN,3.911,40.5100062,-122.4249646,1492309919,way
Mustang Substation (75),Mustang Substation (75),Cal Poly SLO,near,,pge,GOLDTREE,3.652,35.3040221,-120.6580681,159761230,way
UNNAMED_1552,,,near,,pge,GOOSE LAKE,2.199,35.6160464,-119.563069,761043889,way
UNNAMED_1558,,,near,,pge,GOOSE LAKE,2.509,35.6233338,-119.5717858,761054061,way
UNNAMED_1087,,,near,,pge,GWF 4,3.906,37.9833709,-121.7279466,405714077,way
UNNAMED_1088,,,near,,pge,GWF 4,3.165,37.9825522,-121.7494079,405714083,way
UNNAMED_2855,,,near,,pge,Gallo,4.687,37.41792,-120.831092,1450794199,way
UNNAMED_1533,,,near,,pge,Gates,1.014,36.1372012,-120.1361077,747450609,way
UNNAMED_3235,,,near,,pge,Gates,1.591,36.1301894,-120.1380616,1485095095,way
UNNAMED_266,,,near,,pge,Girvan,4.554,40.5366735,-122.334509,10005478561,node
UNNAMED_267,,,near,,pge,Girvan,4.601,40.5374211,-122.334514,10005478564,node
UNNAMED_268,,,near,,pge,Girvan,4.581,40.5380769,-122.335442,10005478568,node
UNNAMED_1628,,Sacramento Municipal Utility District,near,,pge,Gold Hill,1.667,38.6448381,-121.147069,838135106,way
UNNAMED_2517,,Sacramento Municipal Utility District,near,,pge,Gold Hill,3.546,38.6871444,-121.151782,1285264024,way
UNNAMED_2518,,Sacramento Municipal Utility District,near,,pge,Gold Hill,4.714,38.6960316,-121.1593556,1285265682,way
UNNAMED_2519,,Sacramento Municipal Utility District,near,,pge,Gold Hill,1.011,38.6658254,-121.1321248,1285278067,way
UNNAMED_2520,,Sacramento Municipal Utility District,near,,pge,Gold Hill,2.022,38.6723677,-121.1501477,1285291156,way
UNNAMED_2521,,Sacramento Municipal Utility District,near,,pge,Gold Hill,2.635,38.643034,-121.160808,1285297335,way
UNNAMED_2522,,Sacramento Municipal Utility District,near,,pge,Gold Hill,2.574,38.6593045,-121.1072037,1285332859,way
UNNAMED_2523,,Sacramento Municipal Utility District,near,,pge,Gold Hill,4.036,38.6344998,-121.1007927,1285354426,way
UNNAMED_2527,,Sacramento Municipal Utility District,near,,pge,Gold Hill,3.720,38.6898276,-121.1257705,1285367945,way
UNNAMED_2747,,Sacramento Municipal Utility District,near,,pge,Gold Hill,4.162,38.6801626,-121.1749032,1388418540,way
UNNAMED_3309,,,near,,pge,Gold Hill,3.487,38.630078,-121.1562576,1485095195,way
UNNAMED_394,,Sacramento Municipal Utility District,near,,pge,Gold Hill,4.085,38.6823624,-121.1713778,40118731,way
UNNAMED_495,,Sacramento Municipal Utility District,near,,pge,Gold Hill,3.848,38.6531341,-121.1807214,85633575,way
UNNAMED_600,,Sacramento Municipal Utility District,near,,pge,Gold Hill,1.713,38.6522217,-121.1182195,114734031,way
UNNAMED_606,,,near,,pge,Gold Hill,1.608,38.6447091,-121.145433,118722571,way
UNNAMED_645,,Sacramento Municipal Utility District,near,,pge,Gold Hill,2.745,38.6555352,-121.1682694,160401010,way
UNNAMED_799,,Western Area Power Administration,near,,pge,Gold Hill,4.609,38.6563154,-121.1898196,180842528,way
UNNAMED_2905,,,near,,pge,Greenbrae,2.184,37.9216338,-122.5281985,1453509976,way
Rock Creek Switchyard,Rock Creek Switchyard,,near,,pge,Grizzly,1.657,39.9053718,-121.3455863,490201999,way
UNNAMED_2925,,,near,,pge,HALF MOON BAY,4.277,37.5028381,-122.4063011,1456204837,way
UNNAMED_1554,,,near,,pge,HENRIETTA,1.424,36.2335254,-119.9168983,761054052,way
UNNAMED_2681,,,near,,pge,HERDLYN,1.199,37.8080892,-121.5948744,1305576678,way
Pacific Gas & Electric,Pacific Gas & Electric,Pacific Gas and Electric Company,near,,pge,HIGHLANDS,3.684,38.9625137,-122.6362147,459028307,way
Folsom Substation,Folsom Substation,Western Area Power Administration,near,,pge,HORSESHOE,4.092,38.7074224,-121.1610611,28517608,way
UNNAMED_3253,,,near,,pge,Hammonds,3.709,36.7356481,-120.6402227,1485095114,way
Oakdale Substation,Oakdale Substation,Turlock Irrigation District,near,,pge,Hershey,1.779,37.7349425,-120.8448982,153623686,way
Warnerville Substation,Warnerville Substation,San Francisco Public Utilities Commission,near,,pge,Hershey,3.912,37.7417051,-120.8023645,79248632,way
UNNAMED_406,,,near,,pge,Howland Road,2.696,37.8308119,-121.2637444,53828091,way
UNNAMED_3289,,,near,,pge,Imhoff,1.118,38.0042805,-122.0549492,1485095166,way
UNNAMED_3019,,,near,,pge,International Turbine Research,2.127,37.0623091,-121.1801715,1484070085,way
UNNAMED_413,,,near,,pge,JAMESON,1.031,38.1980625,-122.155128,59447679,way
Essex Substation,Essex Substation,PG&E,near,,pge,JANES CREEK,3.174,40.9057399,-124.0344206,1188009744,way
