osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
UNNAMED_3233,,,near,,pge,Jacobs Corner,4.798,36.2256792,-119.8332446,1485095093,way
UNNAMED_3502,,,near,,pge,Jacobs Corner,2.496,36.2291185,-119.8064668,15521438,relation
UNNAMED_2735,,,near,,pge,KING CITY,1.001,36.2259773,-121.1283026,1370432143,way
UNNAMED_2736,,,near,,pge,KING CITY,1.282,36.2283357,-121.1297556,1370432145,way
UNNAMED_1553,,,near,,pge,Kent,1.662,36.2322862,-119.9191856,761054051,way
UNNAMED_1947,,,near,,pge,Kent,1.212,36.2269537,-119.8940791,1073230968,way
UNNAMED_1948,,,near,,pge,Kent,1.110,36.2249988,-119.8942615,1073230969,way
UNNAMED_698,,,near,,pge,Kernwater,2.676,35.4156685,-119.0119355,168937752,way
Keswick Substation,Keswick Substation,Western Area Power Administration,near,,pge,Keswick,2.165,40.6098526,-122.4441817,150420531,way
UNNAMED_224,,,near,,pge,Keswick,4.714,40.626268,-122.4062271,8811132666,node
UNNAMED_3191,,,near,,pge,King Ellis,1.949,35.4865774,-119.7434157,1485095046,way
UNNAMED_1970,,,near,,pge,LAMONT,4.702,35.3263872,-118.8243344,1088863765,way
UNNAMED_527,,,near,,pge,LINCOLN,1.345,38.9033163,-121.3093576,91322084,way
Merced Irrigation District Substation,Merced Irrigation District Substation,,near,,pge,LIVINGSTON,4.796,37.3974594,-120.7270145,311711379,way
UNNAMED_1811,,,near,,pge,LLAGAS,2.057,36.9985814,-121.5364962,965549921,way
UNNAMED_3258,,,near,,pge,LLAGAS,1.829,36.9983333,-121.5396352,1485095119,way
UNNAMED_1154,,,near,,pge,LODI,3.414,38.1462445,-121.299499,459890899,way
UNNAMED_1930,,,near,,pge,LODI,3.486,38.1465056,-121.3002561,1071143517,way
UNNAMED_1514,,,near,,pge,LOS ALTOS,3.353,37.4094918,-122.1473355,733504430,way
UNNAMED_1293,,,near,,pge,Lagunitas,3.560,36.7802581,-121.5988343,592205749,way
UNNAMED_826,,,near,,pge,Lake View,1.638,38.8349884,-122.7688845,183206633,way
UNNAMED_2731,,,near,,pge,Lakeview,1.916,35.1100051,-119.0928867,1365590499,way
Del Paso Substation,Del Paso Substation,,near,,pge,Lambie Energy,2.322,38.2019842,-121.8765218,460689984,way
Station G,Station G,Pacific Gas and Electric Company,near,,pge,Larkin,2.088,37.7815865,-122.4406198,274459406,way
Station G,Station G,Pacific Gas and Electric Company,near,,pge,Larkin,2.077,37.7818256,-122.4405347,274459420,way
UNNAMED_3231,,,near,,pge,Lemoore,1.602,36.3003786,-119.8122999,1485095091,way
UNNAMED_2114,,,near,,pge,Llagas,4.559,37.0414413,-121.585606,1192230944,way
Lompoc Substation,Lompoc Substation,,near,,pge,Lompoc - Control Building,1.534,34.6564195,-120.45237,1450291623,way
Manville Substation,Manville Substation,Pacific Gas and Electric Company,near,,pge,Lompoc - Control Building,4.363,34.6035761,-120.4569457,1450406546,way
Paralleling Station 5,Paralleling Station 5,Caltrain,near,,pge,Los Altos,4.211,37.4267967,-122.1382112,1028561169,way
UNNAMED_1513,,,near,,pge,Los Altos,3.781,37.4240681,-122.1343304,733504426,way
UNNAMED_1785,,,near,,pge,Los Altos,3.536,37.4177438,-122.1411348,935821342,way
UNNAMED_2378,,,near,,pge,Los Altos,2.057,37.4104772,-122.124929,1274695690,way
UNNAMED_898,,,near,,pge,Los Altos,3.293,37.4234564,-122.1145152,231507000,way
UNNAMED_2394,,,near,,pge,MADERA,4.318,36.9279958,-120.1032898,1275887234,way
UNNAMED_337,,,near,,pge,MCKITTRICK,2.519,35.3148304,-119.6094732,24333027,way
UNNAMED_1945,,,near,,pge,MENDOTA,4.870,36.7132917,-120.404737,1073230957,way
UNNAMED_2397,,,near,,pge,MENDOTA,3.267,36.721055,-120.422037,1275887285,way
UNNAMED_2398,,,near,,pge,MENDOTA,3.287,36.7192747,-120.4218195,1275887287,way
UNNAMED_3246,,,near,,pge,MENDOTA,2.545,36.7202591,-120.4301233,1485095107,way
UNNAMED_1718,,,near,,pge,MENLO,1.546,37.4281383,-122.1858722,891687196,way
UNNAMED_3405,,,near,,pge,MERCED FALLS,1.779,37.5219729,-120.3101224,1492294244,way
UNNAMED_1429,,,near,,pge,MIDWAY,3.649,35.3929617,-119.4097767,687350509,way
UNNAMED_3395,,,near,,pge,MIRABEL,1.303,38.5012723,-122.8958141,1492053946,way
UNNAMED_1292,,,near,,pge,Manzanita,1.060,36.6133053,-121.8217733,591295575,way
UC/Meder Substation,UC/Meder Substation,,near,,pge,Meder,1.262,36.9836818,-122.0483563,39923534,way
UNNAMED_762,,,near,,pge,Meder,3.377,36.9626937,-122.0919043,170984296,way
UNNAMED_9,,,near,,pge,Meder,2.604,36.9980188,-122.055005,2079483484,node
S. L. A. C. Substation,S. L. A. C. Substation,,near,,pge,Menlo,1.914,37.4157602,-122.205755,166728685,way
Dos Amigos Substation,Dos Amigos Substation,,near,,pge,Mercy Springs,1.582,36.9252276,-120.8298244,93238392,way
UNNAMED_1610,,,near,,pge,Mercy Springs,1.396,36.9242795,-120.8186393,824227963,way
UNNAMED_1611,,,near,,pge,Mercy Springs,1.283,36.9252816,-120.8190909,824227964,way
UNNAMED_535,,,near,,pge,Metcalf Energy Center,2.477,37.1992288,-121.7490959,93544130,way
Ralph Substation,Ralph Substation,Pacific Gas and Electric Company,near,,pge,Midway Green Ridge Services,2.514,37.7473765,-121.5983262,24049372,way
UNNAMED_303,,,near,,pge,Mission,1.294,37.7672564,-122.4064984,11556204946,node
UNNAMED_325,,,near,,pge,Mission,1.221,37.7671058,-122.4088173,11709407137,node
UNNAMED_326,,,near,,pge,Mission,1.223,37.7671094,-122.408754,11709407138,node
UNNAMED_331,,,near,,pge,Mission,1.059,37.7689133,-122.408243,12648957404,node
UNNAMED_3335,,,near,,pge,Monarch,1.038,37.9785141,-121.2778207,1485095230,way
Geocache in Electrical Box,Geocache in Electrical Box,,near,,pge,Morgan Hill,3.694,37.1391711,-121.6202781,4675367242,node
UNNAMED_1579,,,near,,pge,Morgan Hill,3.970,37.1581094,-121.6376023,776656791,way
UNNAMED_1333,,San Francisco Bay Area Rapid Transit District,near,,pge,Mt. Eden,3.894,37.6353725,-122.0578297,608820923,way
UNNAMED_1077,,Pacific Gas and Electric Company,near,,pge,NEWARK 21KV,3.448,37.51244,-121.944436,400340186,way
UNNAMED_1078,,Pacific Gas and Electric Company,near,,pge,NEWARK 21KV,3.860,37.4936806,-121.9394459,400341157,way
UNNAMED_1664,,,near,,pge,NEWARK 21KV,3.940,37.4985813,-121.9372984,861173735,way
UNNAMED_1221,,,near,,pge,Newby Island I,3.588,37.4857953,-121.9466562,525643961,way
UNNAMED_1222,,,near,,pge,Newby Island I,3.429,37.4843827,-121.946354,525643963,way
UNNAMED_1223,,,near,,pge,Newby Island I,3.441,37.4845928,-121.9459176,525643965,way
UNNAMED_2401,,,near,,pge,Newhall,3.501,36.8362283,-120.3195256,1275887313,way
UNNAMED_2402,,,near,,pge,Newhall,1.172,36.8608064,-120.33873,1275887322,way
UNNAMED_2675,,,near,,pge,Newhall,3.507,36.8361641,-120.3195478,1302591169,way
Northern Receiving Station,Northern Receiving Station,Silicon Valley Power,near,,pge,Nortech,2.150,37.4020399,-121.9662358,52612640,way
UNNAMED_1002,,,near,,pge,Nortech,2.917,37.3945337,-121.9575617,356886950,way
UNNAMED_1399,,,near,,pge,Nortech,3.334,37.3913679,-121.9676676,677526238,way
UNNAMED_1525,,,near,,pge,Nortech,1.276,37.4300375,-121.9514652,737024086,way
UNNAMED_1938,,,near,,pge,Nortech,2.289,37.4013928,-121.9688374,1073230921,way
UNNAMED_2944,,,near,,pge,Nortech,3.349,37.3910457,-121.9665032,1460846254,way
UNNAMED_1424,,,near,,pge,North Midway,2.265,35.296053,-119.5925213,686463956,way
UNNAMED_2672,,,near,,pge,OAKLAND J,1.737,37.7545244,-122.1978498,1301184665,way
UNNAMED_3284,,,near,,pge,OAKLAND J,1.236,37.7706686,-122.2247169,1485095153,way
UNNAMED_300,,,near,,pge,OAKLAND L,2.597,37.820402,-122.2982761,11549403701,node
Station L,Station L,Pacific Gas and Electric Company,near,,pge,OCEAN,1.623,37.7304133,-122.4710037,424466579,way
UNNAMED_3404,,,near,,pge,OILFIELDS,2.490,35.9354678,-120.8407035,1492294243,way
Cartwright Substation,Cartwright Substation,Alameda Municipal Power,near,,pge,Oakland C,2.266,37.779333,-122.2927222,488956745,way
UNNAMED_1939,,,near,,pge,Oakland C,1.233,37.7886831,-122.2898692,1073230922,way
UNNAMED_2154,,,near,,pge,Oakland C,1.822,37.7876054,-122.2981693,1222224752,way
Jenney Substation,Jenney Substation,Alameda Municipal Power,near,,pge,Oakland J,2.711,37.7724034,-122.2429471,415137339,way
Treasure Island Switchyard,Treasure Island Switchyard,San Francisco Public Utilities Commission,near,,pge,Oakland P,3.517,37.8275395,-122.3679053,1242725090,way
UNNAMED_2203,,,near,,pge,Oakland P,3.116,37.8137501,-122.3629841,1242484837,way
UNNAMED_2204,,,near,,pge,Oakland P,2.329,37.8207014,-122.3022177,1242780524,way
UNNAMED_277,,,near,,pge,Oakland P,3.438,37.8114674,-122.3659484,11545612406,node
UNNAMED_280,,,near,,pge,Oakland P,3.055,37.8136793,-122.3622382,11545612409,node
UNNAMED_281,,,near,,pge,Oakland P,3.620,37.8167884,-122.3695948,11545612410,node
UNNAMED_282,,,near,,pge,Oakland P,3.779,37.8288328,-122.3706011,11545780147,node
UNNAMED_283,,,near,,pge,Oakland P,3.050,37.8231528,-122.3633452,11545794505,node
UNNAMED_284,,,near,,pge,Oakland P,3.042,37.823034,-122.3632636,11545794506,node
UNNAMED_289,,,near,,pge,Oakland P,4.239,37.8311948,-122.3752457,11548859860,node
UNNAMED_291,,,near,,pge,Oakland P,3.749,37.8197592,-122.3713743,11548963469,node
UNNAMED_292,,,near,,pge,Oakland P,3.746,37.819708,-122.3713398,11548963470,node
UNNAMED_293,,,near,,pge,Oakland P,3.743,37.8196579,-122.3713074,11548963471,node
UNNAMED_294,,,near,,pge,Oakland P,3.548,37.8271529,-122.3683713,11548963521,node
UNNAMED_296,,,near,,pge,Oakland P,1.687,37.8239767,-122.3098912,11549305100,node
UNNAMED_297,,,near,,pge,Oakland P,1.994,37.8237187,-122.3062818,11549403677,node
UNNAMED_298,,,near,,pge,Oakland P,2.048,37.8239488,-122.3057075,11549403678,node
UNNAMED_299,,,near,,pge,Oakland P,1.756,37.8232784,-122.3089378,11549403679,node
UNNAMED_314,,,near,,pge,Oakland P,3.928,37.824615,-122.3732163,11629097450,node
UNNAMED_957,,,near,,pge,Oakland P,3.297,37.8115635,-122.3642985,291189050,way
UNNAMED_2083,,,near,,pge,Old River,1.865,35.2213482,-119.087598,1176088932,way
UNNAMED_3016,,,near,,pge,Orchard Street,2.019,39.1589542,-123.2117651,1480363115,way
Las Aromas Substation,Las Aromas Substation,Pacific Gas and Electric Company,near,,pge,Orinda,1.738,37.8940427,-122.1787224,973124783,way
UNNAMED_2151,,,near,,pge,Orosi,3.045,36.5443966,-119.2854954,1220145086,way
UNNAMED_1243,,,near,,pge,PEABODY,3.936,38.3209708,-121.9715667,533930034,way
UNNAMED_2407,,,near,,pge,PINEDALE,3.784,36.8795649,-119.8246807,1275887399,way
UNNAMED_3425,,,near,,pge,PLACERVILLE,3.806,38.7651025,-120.7869141,1492309522,way
Lone Star Substation,Lone Star Substation,,near,,pge,POINT MORETTI,1.830,37.0172602,-122.1997399,287802957,way
UNNAMED_3365,,,near,,pge,Panorama,1.101,40.4287329,-122.2786238,1485095279,way
Baseline Substation,Baseline Substation,Roseville Electric,near,,pge,Park,4.080,38.7521015,-121.3140503,76147358,way
Foothills Substation,Foothills Substation,Roseville Electric,near,,pge,Park,3.202,38.7813457,-121.3196083,76146600,way
Industrial Substation,Industrial Substation,Roseville Electric,near,,pge,Park,2.181,38.7815856,-121.3077577,37208979,way
UNNAMED_385,,,near,,pge,Park,2.279,38.7789156,-121.3090173,37208918,way
UNNAMED_490,,,near,,pge,Park,2.252,38.775749,-121.3082733,82370906,way
UNNAMED_874,,,near,,pge,Park,2.283,38.7757736,-121.3086423,202056823,way
UNNAMED_2052,,,near,,pge,Parks,3.113,37.6994038,-121.9256782,1151895185,way
UNNAMED_431,,,near,,pge,Parks,1.037,37.7040912,-121.900758,66413929,way
UNNAMED_1344,,Pacific Gas and Electric Company,near,,pge,Peabody,3.607,38.2714956,-121.933408,616418442,way
UNNAMED_1345,,,near,,pge,Peabody,2.072,38.2741131,-121.9518862,616836631,way
UNNAMED_2748,,Pacific Gas and Electric Company,near,,pge,Peabody,2.705,38.2649372,-121.9540724,1388829922,way
UNNAMED_3355,,,near,,pge,Peachton,1.510,39.3646669,-121.6857236,1485095267,way
Dave Bakkie Substation,Dave Bakkie Substation,Roseville Electric,near,,pge,Pleasant Grove,2.993,38.8013986,-121.3286366,76146823,way
UNNAMED_3344,,,near,,pge,Pleasant Grove,2.007,38.8102759,-121.3240499,1485095247,way
UNNAMED_3408,,,near,,pge,Plumas,3.653,39.0590698,-121.5449445,1492294247,way
UNNAMED_2993,,,near,,pge,Poso Mt.,3.722,35.5926886,-118.9590181,1469474883,way
UNNAMED_3229,,,near,,pge,RESERVE OIL,2.354,36.2551637,-119.6490419,1485095089,way
Standard Oil 5 Substation,Standard Oil 5 Substation,,near,,pge,RICHMOND R,2.361,37.9454586,-122.3811407,35407649,way
UNNAMED_376,,,near,,pge,RICHMOND R,3.494,37.9503958,-122.3951565,35408335,way
UNNAMED_377,,,near,,pge,RICHMOND R,2.277,37.9432805,-122.3840883,35451639,way
Grizzly Substation,Grizzly Substation,,near,,pge,RIDGE,1.259,37.876107,-122.2457737,731998899,way
UNNAMED_1506,,,near,,pge,RIDGE,1.302,37.8758634,-122.2453923,731998900,way
UNNAMED_1621,,,near,,pge,RIDGE,1.300,37.8761153,-122.2450557,834050575,way
UNNAMED_3032,,,near,,pge,RIO DELL,1.653,40.4809083,-124.104006,1485094855,way
UNNAMED_548,,,near,,pge,ROCKLIN,1.520,38.7801456,-121.2461902,96648942,way
UNNAMED_3075,,,near,,pge,Rainbow,3.180,36.6844818,-119.5536471,1485094912,way
UNNAMED_410,,,near,,pge,Ralph,1.920,37.8011232,-121.64164,56128283,way
Switching Station 1,Switching Station 1,Caltrain,near,,pge,Redwood City,1.419,37.4787801,-122.2195323,13764643,relation
UNNAMED_1530,,,near,,pge,Rincon,2.758,38.4965491,-122.6966647,740853148,way
Robles Substation,Robles Substation,Pacific Gas and Electric Company,near,,pge,Rossmoor,3.091,37.8712199,-122.0461114,1150854111,way
UNNAMED_2349,,Pacific Gas and Electric Company,near,,pge,S.J. Power,3.195,37.7793901,-121.302909,1266584371,way
UNNAMED_2350,,,near,,pge,S.J. Power,3.234,37.7862164,-121.3172695,1266586949,way
UNNAMED_1730,,,near,,pge,SALT SPRINGS,2.022,38.516898,-120.2200648,896316078,way
UNNAMED_1965,,,near,,pge,SAN JOAQUIN #3,4.284,37.2915379,-119.5296802,1084463728,way
Humminbird Substation,Humminbird Substation,,near,,pge,SANTA TERESA,1.001,37.2393777,-121.7792913,1474290842,way
UNNAMED_999,,,near,,pge,SANTA TERESA,2.880,37.215089,-121.8044559,354003894,way
UNNAMED_1937,,,near,,pge,SCHINDLER,2.692,36.3777271,-120.1384062,1073230920,way
UNNAMED_2720,,,near,,pge,SCHINDLER,2.765,36.37708,-120.1375296,1352358840,way
UNNAMED_2721,,,near,,pge,SCHINDLER,1.843,36.3853613,-120.1383841,1352358843,way
Paralleling Station 1,Paralleling Station 1,Caltrain,near,,pge,SF A (POTRERO),1.132,37.7644433,-122.3934747,1028573893,way
UNNAMED_328,,,near,,pge,SF A (POTRERO),1.219,37.7669408,-122.3864761,12336533508,node
UNNAMED_301,,,near,,pge,SF E,1.248,37.7656363,-122.4080419,11556092716,node
UNNAMED_304,,,near,,pge,SF E,1.012,37.7629946,-122.4094448,11558070143,node
UNNAMED_327,,,near,,pge,SF E,1.152,37.7668029,-122.4104466,11810968817,node
UNNAMED_723,,,near,,pge,SPAULDING,1.294,39.3155909,-120.6509065,170053623,way
UNNAMED_800,,,near,,pge,STANISLAUS,1.137,38.1445493,-120.3814049,181457829,way
UNNAMED_1203,,,near,,pge,STILLWATER,4.192,40.6548401,-122.3894641,496419215,way
UNNAMED_14,,,near,,pge,STILLWATER,1.618,40.6644992,-122.3581774,5839180485,node
UNNAMED_15,,,near,,pge,STILLWATER,1.309,40.6806955,-122.3648136,5839390517,node
UNNAMED_16,,,near,,pge,STILLWATER,1.202,40.6803742,-122.363615,5840857659,node
UNNAMED_172,,,near,,pge,STILLWATER,2.776,40.6568142,-122.36806,8307509300,node
UNNAMED_173,,,near,,pge,STILLWATER,2.615,40.6576253,-122.366199,8307509305,node
UNNAMED_175,,,near,,pge,STILLWATER,2.414,40.6592338,-122.365085,8307673548,node
UNNAMED_176,,,near,,pge,STILLWATER,2.465,40.6576631,-122.362618,8307888222,node
UNNAMED_18,,,near,,pge,STILLWATER,1.810,40.6814882,-122.3706781,5980508109,node
UNNAMED_1889,,,near,,pge,STILLWATER,1.679,40.6732281,-122.3688918,1050667674,way
UNNAMED_218,,,near,,pge,STILLWATER,2.751,40.6564449,-122.366753,8811022610,node
UNNAMED_219,,,near,,pge,STILLWATER,2.670,40.657293,-122.366729,8811022611,node
UNNAMED_220,,,near,,pge,STILLWATER,2.423,40.6602779,-122.367269,8811022613,node
UNNAMED_221,,,near,,pge,STILLWATER,2.538,40.6585088,-122.366336,8811132632,node
UNNAMED_222,,,near,,pge,STILLWATER,1.641,40.6647522,-122.3593965,8811132634,node
UNNAMED_223,,,near,,pge,STILLWATER,1.781,40.6643365,-122.3616756,8811132649,node
UNNAMED_31,,,near,,pge,STILLWATER,2.551,40.657301,-122.363915,6401882573,node
UNNAMED_32,,,near,,pge,STILLWATER,2.454,40.6584042,-122.364198,6401882581,node
UNNAMED_33,,,near,,pge,STILLWATER,2.476,40.6607788,-122.369063,6401882664,node
UNNAMED_34,,,near,,pge,STILLWATER,2.516,40.6607367,-122.3697185,6401882671,node
UNNAMED_35,,,near,,pge,STILLWATER,2.580,40.6610664,-122.3712965,6401882696,node
UNNAMED_36,,,near,,pge,STILLWATER,2.476,40.6616477,-122.3703122,6401882713,node
UNNAMED_37,,,near,,pge,STILLWATER,2.627,40.6613336,-122.3724265,6401887764,node
UNNAMED_38,,,near,,pge,STILLWATER,2.624,40.6613633,-122.3724132,6401887766,node
UNNAMED_39,,,near,,pge,STILLWATER,2.761,40.6605504,-122.3736425,6401902916,node
UNNAMED_40,,,near,,pge,STILLWATER,2.825,40.6598765,-122.373839,6401929310,node
UNNAMED_41,,,near,,pge,STILLWATER,2.767,40.6597552,-122.3726945,6401929381,node
UNNAMED_42,,,near,,pge,STILLWATER,2.698,40.6593265,-122.3708763,6401930888,node
UNNAMED_43,,,near,,pge,STILLWATER,2.631,40.6594157,-122.369789,6401930890,node
UNNAMED_44,,,near,,pge,STILLWATER,2.522,40.6597686,-122.368314,6401930904,node
UNNAMED_45,,,near,,pge,STILLWATER,2.649,40.6584847,-122.368579,6401930917,node
UNNAMED_46,,,near,,pge,STILLWATER,2.685,40.6577649,-122.367991,6401946112,node
UNNAMED_48,,,near,,pge,STILLWATER,1.715,40.6645763,-122.3607341,6444430699,node
UNNAMED_49,,,near,,pge,STILLWATER,1.753,40.6641747,-122.3607319,6444430731,node
UNNAMED_50,,,near,,pge,STILLWATER,2.846,40.6570527,-122.3699569,6444462456,node
UNNAMED_51,,,near,,pge,STILLWATER,2.981,40.655703,-122.3702245,6456955561,node
UNNAMED_54,,,near,,pge,STILLWATER,2.879,40.6560619,-122.368787,6594065587,node
Paralleling Station 7,Paralleling Station 7,Caltrain,near,,pge,STONE,1.136,37.3076199,-121.8803304,1028521626,way
Valley Nitrogen,Valley Nitrogen,,near,,pge,STROUD,2.145,36.549599,-120.1113287,1492309742,way
UNNAMED_1117,,,near,,pge,SUISUN,3.371,38.2312984,-122.0762041,436903528,way
Calaveras Substation,Calaveras Substation,San Francisco Public Utilities Commission,near,,pge,SUNOL,1.394,37.5746906,-121.865999,888505628,way
Fink Switching Station,Fink Switching Station,Pacific Gas and Electric Company,near,,pge,Salado,2.556,37.4104545,-121.1725447,1465315898,way
Marshall Substation,Marshall Substation,Turlock Irrigation District,near,,pge,Salado,2.095,37.4363029,-121.1321119,1450794174,way
UNNAMED_2964,,,near,,pge,Salado,4.047,37.3859554,-121.1406517,1463840814,way
UNNAMED_2975,,,near,,pge,Salado,2.423,37.4099789,-121.1704089,1465315897,way
UNNAMED_913,,,near,,pge,Salmon Creek,1.481,38.3301525,-123.0457753,256221308,way
UNNAMED_2762,,,near,,pge,San Francisco Airport,1.021,37.6351072,-122.4065394,1411463988,way
UNNAMED_2387,,,near,,pge,San Joaquin 1A,1.222,37.1512879,-119.5045166,1275887102,way
UNNAMED_1542,,,near,,pge,Santa Rosa A,1.606,38.4237321,-122.705518,756283951,way
UNNAMED_3051,,,near,,pge,Santa Rosa A,3.592,38.4186705,-122.7475766,1485094882,way
UNNAMED_1011,,,near,,pge,Shiloh III,4.810,38.1278485,-121.832161,360443541,way
UNNAMED_335,,,near,,pge,Shiloh III,4.890,38.1274258,-121.830747,24064451,way
UNNAMED_1491,,Pacific Gas and Electric Company,near,,pge,Shingle Springs,1.719,38.6532993,-120.9654886,720713583,way
UNNAMED_1159,,,near,,pge,Signetics,3.651,37.3740121,-121.9740162,460159948,way
UNNAMED_1453,,,near,,pge,Signetics,3.687,37.3750469,-121.9731511,697217127,way
UNNAMED_550,,,near,,pge,Signetics,1.600,37.3769953,-121.9978726,97234188,way
UNNAMED_855,,,near,,pge,Signetics,3.080,37.3816943,-121.9783587,189168387,way
Yuba Co Water Agency,Yuba Co Water Agency,,near,,pge,Sly Creek,1.158,39.5722361,-121.1280785,1485095178,way
UNNAMED_1027,,,near,,pge,Soto,2.499,37.6588481,-122.0593679,381168854,way
JRWG Substation,JRWG Substation,Pacific Gas and Electric Company,near,,pge,South Bay 2,1.701,37.7643129,-121.614474,36343040,way
UNNAMED_333,,Pacific Gas and Electric Company,near,,pge,South Bay 2,1.327,37.7672618,-121.6165591,24049353,way
UNNAMED_617,,,near,,pge,Sri,1.744,37.4411599,-122.1699559,129559299,way
UNNAMED_2821,,,near,,pge,Stroud Switching Station,2.038,36.5237884,-120.1498014,1441506893,way
O'Banion Substation,O'Banion Substation,Western Area Power Administration,near,,pge,Sutter Power,4.167,39.0239342,-121.7231221,32943573,way
UNNAMED_3198,,,near,,pge,TAFT,2.143,35.145729,-119.5027837,1485095053,way
UNNAMED_3199,,,near,,pge,TAFT,2.435,35.1151624,-119.4749867,1485095054,way
UNNAMED_3200,,,near,,pge,TAFT,2.736,35.1136348,-119.4703799,1485095055,way
UNNAMED_1215,,,near,,pge,TIDEWATER,1.728,38.0327118,-122.0743183,520683877,way
UNNAMED_1565,,,near,,pge,TYLER,1.827,40.1239232,-122.1983592,765171936,way
