utility,substation_name,util_lat,util_lon,basin_lat,basin_lon
sce,Mariposa,35.805895765587906,-119.16023707969768,35.80547067165947,-119.16064453231378
sce,Lucerne,34.4443941910935,-116.94704321537812,34.44514480967806,-116.94663690071523
sce,Live Oak,34.12055540677612,-117.73255728674572,34.12116598381864,-117.73189499282816
sce,Linden,33.85912660234861,-118.1856162397323,33.859149198546774,-118.18558898078814
sce,Limestone,33.650239003663366,-117.68815000157966,33.65021120155283,-117.6885668744614
sce,Lawndale,33.89504519902587,-118.35814536502288,33.89490858440414,-118.35786625876324
sce,Lakewood,33.830371003925336,-118.1245799965578,33.83024406197492,-118.12465295444868
sce,Lakeview,33.82557942716747,-117.13410471129237,,
sce,Lafayette,33.63545033562937,-117.9354793630941,33.635361987075406,-117.93565199117296
sce,Kramer,34.9916469352641,-117.5419939285038,34.98947997974933,-117.5423960172021
sce,Jefferson,33.85819000126701,-117.58883199997248,33.85775075743802,-117.5883042324793
sce,Iron Mt. (Sce),34.14755935579616,-115.1204691903449,34.148839089191185,-115.12194753694088
sce,Howard,33.9224910017214,-118.30727100252447,33.92261915237017,-118.30716923390013
sce,Hanford,36.323595092106814,-119.64909814786026,36.31291153866741,-119.65439706669665
sce,Greenhorn,35.738119403560795,-118.55660120008169,35.73837172200016,-118.55640213021135
sce,Gonzales,34.2261977486632,-119.17572336799584,34.22619444887825,-119.17579722547008
sce,George A.f.b.,34.57982381229889,-117.36944495127666,34.58002088312426,-117.36937530062752
sce,Garnet,33.90145418385204,-116.5439873868186,33.90148334327056,-116.54353333522502
sce,Garfield,34.126135002802286,-118.14927799541836,34.12496382666213,-118.14985241515129
sce,Fruitland,33.99612653954061,-118.22661150774924,33.99599590338499,-118.2267039685973
sce,Fremont,33.894644489493515,-118.26469982761756,33.89465808999046,-118.26450670511828
sce,Fogarty,33.70081870853662,-117.37384841874932,33.700261580853336,-117.36039928091805
sce,Felton,33.916039936169824,-118.36172744918088,33.91580072652684,-118.36205867418369
sce,Fairview,33.69420600217397,-117.8676489323096,33.69357400076392,-117.8676169803764
sce,Euclid,34.08207658430842,-117.63291206560012,34.08192597523232,-117.63231941720557
sce,Estrella,33.687249709892,-117.82790152451156,33.68750554978607,-117.82855557279368
sce,Ellis,33.68544544480769,-117.9434316308098,33.68533899119745,-117.94309799149669
sce,El Nido,33.89601600350098,-118.37257599658405,33.895658598875904,-118.373322105196
sce,Eagle Mountain,33.81142800223903,-115.45355200188276,33.81083074902592,-115.45365672182164
sce,Devers,33.93401700227757,-116.57836100060614,33.93691611909812,-116.57732694133402
sce,Delano,35.775184395828234,-119.24264046324316,35.77551391641868,-119.2424861372337
sce,Crestwind U.g.s.,33.77852113938615,-118.41941446413716,,
sce,Cottonwood,34.37348672287697,-116.86154669043889,34.37255365210343,-116.86126417449384
sce,Cottage Grove,34.24375366141106,-117.19723414306642,,
sce,Cortez,34.092668773995285,-117.8790593448018,34.09258019031261,-117.87958465541836
sce,Corona,33.88433415078666,-117.57129588764676,33.88440022839429,-117.5718877284675
sce,Colton,34.05928099568391,-117.31516299984052,34.058978426489944,-117.31449314732694
sce,Clark,33.79608034211235,-118.10702342803262,33.79574877233803,-118.10714485927257
sce,Cherry,33.77884099741242,-118.18354200162445,33.77861447186341,-118.18329315520086
sce,Canyon,33.871538676482594,-117.74807268223128,33.87145556338792,-117.7469805516897
sce,Camino,,,,
sce,Cameron,33.8192358468031,-118.21711088356317,33.81936745622315,-118.21698694215206
sce,Acton,34.51048799897755,-118.1972449969698,34.51022848069969,-118.19934371059604
sce,Alhambra,34.09096899908039,-118.14957300279646,34.09126536072779,-118.14909135629424
sce,Anita,34.10555098724205,-118.03923537457985,34.105628874735984,-118.03845707935795
sce,Arrowhead,34.28267982597404,-117.21513008335693,34.28346401021299,-117.2162660014276
sce,Banducci,35.09970798299895,-118.59934938676032,,
sce,Belmont,33.78118737176825,-118.14988916312744,33.78133052713737,-118.14981965317544
sce,Bishop Creek Plant 2,,,,
sce,Black Meadows,34.3487917918322,-114.19596505767748,,
sce,Blythe (Walc),33.61169299611282,-114.6805210000251,33.61612527536549,-114.6845938590275
sce,Blythe City,33.60578415772661,-114.59963819241848,,
sce,Borrego,33.59768363722954,-117.74923154879204,33.59766499926211,-117.74900999849508
sce,Brighton,33.902310831667656,-118.31210985553204,33.90252379244319,-118.31186822989508
sce,Broadway,33.76684825454163,-118.15180342316602,33.76697406330917,-118.15205069873862
sce,Cabrillo,33.67169434144606,-117.84750781986958,33.671872899905466,-117.84759132903316
sce,Cal City 'A',35.1431029846686,-117.96986176529046,35.142582363623866,-117.9687131156139
sce,Cal City 'B',35.1431029846686,-117.96986176529046,35.142582363623866,-117.9687131156139
sce,Camden,33.71334293054773,-117.88328931162948,33.71318375796785,-117.88361902781404
sce,Autobody,,,,
sce,Lunar,,,,
sce,Santa Ana River 1,,,,
sce,Palm Springs 'A',,,,
sce,Palm Springs 'B',,,,
sce,Modoc,34.43004540243831,-119.71411429816072,,
