utility,substation_name,util_lat,util_lon,cec_lat,cec_lon,type,status
pge,NEWMAN,37.315811138560335,-121.01443366157086,37.31558111,-121.01500098,SUBSTATION,Operational
pge,HATTON,36.55698934837941,-121.89760148903191,36.55685584,-121.89791093,SUBSTATION,Operational
pge,WEIMAR,39.03618697846676,-120.98785201726103,39.03595743,-120.98797046,SUBSTATION,Operational
pge,SONOMA,38.27657572900672,-122.46207109995244,38.27653428,-122.46207801,SUBSTATION,Operational
pge,LIVINGSTON,37.36355711461608,-120.76057836344424,37.36342199,-120.76037808,SUBSTATION,Operational
pge,ESQUON,39.60772314757492,-121.76822648360046,39.60773037,-121.76832024,SUBSTATION,Operational
pge,NEWBURG,40.594817406183694,-124.13502277842233,40.59458796,-124.13519337,SUBSTATION,Operational
pge,SHAFTER,35.513906883314405,-119.31779636005952,35.5138999,-119.31778895,SUBSTATION,Operational
pge,NORD,39.76022573614664,-121.90699546602146,39.76023566,-121.90703525,SUBSTATION,Operational
pge,FORT SEWARD,40.213926195853496,-123.5966650918544,40.21377198,-123.59637069,SUBSTATION,Operational
pge,DIVIDE,34.8291272881148,-120.44860259638226,34.82822077,-120.44840982,SUBSTATION,Operational
pge,CASSIDY,36.923692299083626,-119.81261089872176,36.92352996,-119.81264627,SUBSTATION,Operational
pge,PHILO,39.06446920578099,-123.43729611086648,39.06397777,-123.43791462,SUBSTATION,Operational
pge,PALMER,34.82519468144487,-120.29920094235554,34.82531463,-120.29878186,SUBSTATION,Operational
pge,SHINGLE SPRINGS,38.6594107880625,-120.94678677552162,38.65929256,-120.94722501,SUBSTATION,Operational
