run,season,fips_int,county_name,control_mwh,method_mwh,delta_mwh
genx__reedsco__prox__a0__monthhour,Spring,6079,San Luis Obispo,26103.6,20722.8,-5380.8
genx__reedsco__prox__a0__monthhour,Spring,6081,San Mateo,82778.0,61401.5,-21376.5
genx__reedsco__prox__a0__monthhour,Spring,6083,Santa Barbara,43907.2,34002.9,-9904.3
genx__reedsco__prox__a0__monthhour,Spring,6085,Santa Clara,218858.7,184485.5,-34373.2
genx__reedsco__prox__a0__monthhour,Spring,6087,Santa Cruz,25812.7,11412.2,-14400.5
genx__reedsco__prox__a0__monthhour,Spring,6089,Shasta,11661.5,16687.5,5026.0
genx__reedsco__prox__a0__monthhour,Spring,6091,Sierra,1424.8,924.3,-500.5
genx__reedsco__prox__a0__monthhour,Spring,6093,Siskiyou,8597.9,6633.3,-1964.6
genx__reedsco__prox__a0__monthhour,Spring,6095,Solano,50949.7,41190.2,-9759.5
genx__reedsco__prox__a0__monthhour,Spring,6097,Sonoma,45481.1,21650.6,-23830.5
genx__reedsco__prox__a0__monthhour,Spring,6099,Stanislaus,66243.0,56518.1,-9724.9
genx__reedsco__prox__a0__monthhour,Spring,6101,Sutter,11959.9,8126.1,-3833.8
genx__reedsco__prox__a0__monthhour,Spring,6103,Tehama,6447.1,4442.4,-2004.7
genx__reedsco__prox__a0__monthhour,Spring,6105,Trinity,2703.5,1111.0,-1592.5
genx__reedsco__prox__a0__monthhour,Spring,6107,Tulare,42030.1,64021.5,21991.4
genx__reedsco__prox__a0__monthhour,Spring,6109,Tuolumne,5889.5,4913.4,-976.1
genx__reedsco__prox__a0__monthhour,Spring,6111,Ventura,85140.3,63789.9,-21350.4
genx__reedsco__prox__a0__monthhour,Spring,6113,Yolo,25150.4,19238.6,-5911.8
genx__reedsco__prox__a0__monthhour,Spring,6115,Yuba,8693.6,6726.4,-1967.2
genx__reedsco__prox__a0__static,Spring,6001,Alameda,180010.5,106173.8,-73836.7
genx__reedsco__prox__a0__static,Spring,6003,Alpine,2832.2,0.0,-2832.2
genx__reedsco__prox__a0__static,Spring,6005,Amador,4777.4,6519.5,1742.1
genx__reedsco__prox__a0__static,Spring,6007,Butte,21868.9,15044.9,-6824.0
genx__reedsco__prox__a0__static,Spring,6009,Calaveras,1711.6,2718.2,1006.6
genx__reedsco__prox__a0__static,Spring,6011,Colusa,3705.7,3935.4,229.7
genx__reedsco__prox__a0__static,Spring,6013,Contra Costa,141271.6,128451.3,-12820.3
genx__reedsco__prox__a0__static,Spring,6017,El Dorado,9465.0,14655.9,5190.9
genx__reedsco__prox__a0__static,Spring,6019,Fresno,88108.4,108448.9,20340.5
genx__reedsco__prox__a0__static,Spring,6021,Glenn,6116.4,3428.6,-2687.8
genx__reedsco__prox__a0__static,Spring,6023,Humboldt,10216.4,8918.3,-1298.1
genx__reedsco__prox__a0__static,Spring,6025,Imperial,15403.1,42951.2,27548.1
genx__reedsco__prox__a0__static,Spring,6027,Inyo,15237.1,753.6,-14483.5
genx__reedsco__prox__a0__static,Spring,6029,Kern,114578.8,114113.9,-464.9
genx__reedsco__prox__a0__static,Spring,6031,Kings,19653.1,16063.1,-3590.0
genx__reedsco__prox__a0__static,Spring,6033,Lake,8101.4,3614.2,-4487.2
genx__reedsco__prox__a0__static,Spring,6035,Lassen,7353.7,951.7,-6402.0
genx__reedsco__prox__a0__static,Spring,6037,Los Angeles,908907.4,774182.9,-134724.5
genx__reedsco__prox__a0__static,Spring,6039,Madera,12382.7,17387.4,5004.7
genx__reedsco__prox__a0__static,Spring,6041,Marin,28207.6,14191.5,-14016.1
genx__reedsco__prox__a0__static,Spring,6043,Mariposa,1352.0,1300.8,-51.2
genx__reedsco__prox__a0__static,Spring,6045,Mendocino,10240.9,4346.2,-5894.7
genx__reedsco__prox__a0__static,Spring,6047,Merced,22558.0,33526.2,10968.2
genx__reedsco__prox__a0__static,Spring,6049,Modoc,2448.5,3234.3,785.8
genx__reedsco__prox__a0__static,Spring,6051,Mono,1532.9,665.4,-867.5
genx__reedsco__prox__a0__static,Spring,6053,Monterey,34526.8,26894.5,-7632.3
genx__reedsco__prox__a0__static,Spring,6055,Napa,15960.4,14875.4,-1085.0
genx__reedsco__prox__a0__static,Spring,6057,Nevada,3526.6,7622.2,4095.6
genx__reedsco__prox__a0__static,Spring,6059,Orange,245077.6,284421.2,39343.6
genx__reedsco__prox__a0__static,Spring,6061,Placer,35631.3,40787.1,5155.8
genx__reedsco__prox__a0__static,Spring,6063,Plumas,3819.4,1586.7,-2232.7
genx__reedsco__prox__a0__static,Spring,6065,Riverside,137067.8,145837.5,8769.7
genx__reedsco__prox__a0__static,Spring,6067,Sacramento,104418.9,109018.0,4599.1
genx__reedsco__prox__a0__static,Spring,6069,San Benito,2224.6,4767.7,2543.1
genx__reedsco__prox__a0__static,Spring,6071,San Bernardino,170417.0,338979.7,168562.7
genx__reedsco__prox__a0__static,Spring,6073,San Diego,285228.0,475615.4,190387.4
genx__reedsco__prox__a0__static,Spring,6075,San Francisco,63561.2,47309.7,-16251.5
genx__reedsco__prox__a0__static,Spring,6077,San Joaquin,109191.2,71178.0,-38013.2
genx__reedsco__prox__a0__static,Spring,6079,San Luis Obispo,26103.6,20722.8,-5380.8
genx__reedsco__prox__a0__static,Spring,6081,San Mateo,82778.0,61401.9,-21376.1
genx__reedsco__prox__a0__static,Spring,6083,Santa Barbara,43907.2,34002.3,-9904.9
genx__reedsco__prox__a0__static,Spring,6085,Santa Clara,218858.7,184483.0,-34375.7
genx__reedsco__prox__a0__static,Spring,6087,Santa Cruz,25812.7,11411.3,-14401.4
genx__reedsco__prox__a0__static,Spring,6089,Shasta,11661.5,16687.0,5025.5
genx__reedsco__prox__a0__static,Spring,6091,Sierra,1424.8,924.6,-500.2
genx__reedsco__prox__a0__static,Spring,6093,Siskiyou,8597.9,6630.0,-1967.9
genx__reedsco__prox__a0__static,Spring,6095,Solano,50949.7,41189.3,-9760.4
genx__reedsco__prox__a0__static,Spring,6097,Sonoma,45481.1,21648.9,-23832.2
genx__reedsco__prox__a0__static,Spring,6099,Stanislaus,66243.0,56517.8,-9725.2
genx__reedsco__prox__a0__static,Spring,6101,Sutter,11959.9,8125.7,-3834.2
genx__reedsco__prox__a0__static,Spring,6103,Tehama,6447.1,4440.7,-2006.4
genx__reedsco__prox__a0__static,Spring,6105,Trinity,2703.5,1111.1,-1592.4
genx__reedsco__prox__a0__static,Spring,6107,Tulare,42030.1,64020.0,21989.9
genx__reedsco__prox__a0__static,Spring,6109,Tuolumne,5889.5,4914.7,-974.8
genx__reedsco__prox__a0__static,Spring,6111,Ventura,85140.3,63789.8,-21350.5
genx__reedsco__prox__a0__static,Spring,6113,Yolo,25150.4,19238.1,-5912.3
genx__reedsco__prox__a0__static,Spring,6115,Yuba,8693.6,6725.2,-1968.4
genx__reedsco__prox__aratio__monthhour,Spring,6001,Alameda,180010.5,106208.6,-73801.9
genx__reedsco__prox__aratio__monthhour,Spring,6003,Alpine,2832.2,0.0,-2832.2
genx__reedsco__prox__aratio__monthhour,Spring,6005,Amador,4777.4,6524.2,1746.8
genx__reedsco__prox__aratio__monthhour,Spring,6007,Butte,21868.9,15016.9,-6852.0
genx__reedsco__prox__aratio__monthhour,Spring,6009,Calaveras,1711.6,2714.5,1002.9
genx__reedsco__prox__aratio__monthhour,Spring,6011,Colusa,3705.7,3935.3,229.6
genx__reedsco__prox__aratio__monthhour,Spring,6013,Contra Costa,141271.6,128385.0,-12886.6
genx__reedsco__prox__aratio__monthhour,Spring,6017,El Dorado,9465.0,14664.8,5199.8
genx__reedsco__prox__aratio__monthhour,Spring,6019,Fresno,88108.4,108457.6,20349.2
genx__reedsco__prox__aratio__monthhour,Spring,6021,Glenn,6116.4,3422.1,-2694.3
genx__reedsco__prox__aratio__monthhour,Spring,6023,Humboldt,10216.4,8925.4,-1291.0
genx__reedsco__prox__aratio__monthhour,Spring,6025,Imperial,15403.1,42927.3,27524.2
genx__reedsco__prox__aratio__monthhour,Spring,6027,Inyo,15237.1,744.3,-14492.8
genx__reedsco__prox__aratio__monthhour,Spring,6029,Kern,114578.8,114188.5,-390.3
genx__reedsco__prox__aratio__monthhour,Spring,6031,Kings,19653.1,16069.6,-3583.5
genx__reedsco__prox__aratio__monthhour,Spring,6033,Lake,8101.4,3632.6,-4468.8
genx__reedsco__prox__aratio__monthhour,Spring,6035,Lassen,7353.7,945.0,-6408.7
genx__reedsco__prox__aratio__monthhour,Spring,6037,Los Angeles,908907.4,774222.6,-134684.8
genx__reedsco__prox__aratio__monthhour,Spring,6039,Madera,12382.7,17383.8,5001.1
genx__reedsco__prox__aratio__monthhour,Spring,6041,Marin,28207.6,14185.5,-14022.1
genx__reedsco__prox__aratio__monthhour,Spring,6043,Mariposa,1352.0,1300.0,-52.0
genx__reedsco__prox__aratio__monthhour,Spring,6045,Mendocino,10240.9,4340.7,-5900.2
genx__reedsco__prox__aratio__monthhour,Spring,6047,Merced,22558.0,33533.6,10975.6
genx__reedsco__prox__aratio__monthhour,Spring,6049,Modoc,2448.5,3232.6,784.1
genx__reedsco__prox__aratio__monthhour,Spring,6051,Mono,1532.9,667.8,-865.1
genx__reedsco__prox__aratio__monthhour,Spring,6053,Monterey,34526.8,26896.4,-7630.4
genx__reedsco__prox__aratio__monthhour,Spring,6055,Napa,15960.4,14876.8,-1083.6
genx__reedsco__prox__aratio__monthhour,Spring,6057,Nevada,3526.6,7617.4,4090.8
genx__reedsco__prox__aratio__monthhour,Spring,6059,Orange,245077.6,284411.0,39333.4
genx__reedsco__prox__aratio__monthhour,Spring,6061,Placer,35631.3,40765.1,5133.8
genx__reedsco__prox__aratio__monthhour,Spring,6063,Plumas,3819.4,1594.6,-2224.8
genx__reedsco__prox__aratio__monthhour,Spring,6065,Riverside,137067.8,145759.4,8691.6
genx__reedsco__prox__aratio__monthhour,Spring,6067,Sacramento,104418.9,109074.3,4655.4
genx__reedsco__prox__aratio__monthhour,Spring,6069,San Benito,2224.6,4769.0,2544.4
genx__reedsco__prox__aratio__monthhour,Spring,6071,San Bernardino,170417.0,338998.4,168581.4
genx__reedsco__prox__aratio__monthhour,Spring,6073,San Diego,285228.0,475600.9,190372.9
genx__reedsco__prox__aratio__monthhour,Spring,6075,San Francisco,63561.2,47309.0,-16252.2
genx__reedsco__prox__aratio__monthhour,Spring,6077,San Joaquin,109191.2,71169.5,-38021.7
genx__reedsco__prox__aratio__monthhour,Spring,6079,San Luis Obispo,26103.6,20725.1,-5378.5
genx__reedsco__prox__aratio__monthhour,Spring,6081,San Mateo,82778.0,61391.9,-21386.1
genx__reedsco__prox__aratio__monthhour,Spring,6083,Santa Barbara,43907.2,34006.6,-9900.6
genx__reedsco__prox__aratio__monthhour,Spring,6085,Santa Clara,218858.7,184494.7,-34364.0
genx__reedsco__prox__aratio__monthhour,Spring,6087,Santa Cruz,25812.7,11410.3,-14402.4
genx__reedsco__prox__aratio__monthhour,Spring,6089,Shasta,11661.5,16672.1,5010.6
genx__reedsco__prox__aratio__monthhour,Spring,6091,Sierra,1424.8,925.8,-499.0
genx__reedsco__prox__aratio__monthhour,Spring,6093,Siskiyou,8597.9,6611.0,-1986.9
genx__reedsco__prox__aratio__monthhour,Spring,6095,Solano,50949.7,41206.8,-9742.9
genx__reedsco__prox__aratio__monthhour,Spring,6097,Sonoma,45481.1,21681.8,-23799.3
genx__reedsco__prox__aratio__monthhour,Spring,6099,Stanislaus,66243.0,56518.0,-9725.0
genx__reedsco__prox__aratio__monthhour,Spring,6101,Sutter,11959.9,8124.2,-3835.7
genx__reedsco__prox__aratio__monthhour,Spring,6103,Tehama,6447.1,4440.4,-2006.7
genx__reedsco__prox__aratio__monthhour,Spring,6105,Trinity,2703.5,1120.2,-1583.3
genx__reedsco__prox__aratio__monthhour,Spring,6107,Tulare,42030.1,64012.6,21982.5
genx__reedsco__prox__aratio__monthhour,Spring,6109,Tuolumne,5889.5,4906.1,-983.4
genx__reedsco__prox__aratio__monthhour,Spring,6111,Ventura,85140.3,63780.0,-21360.3
genx__reedsco__prox__aratio__monthhour,Spring,6113,Yolo,25150.4,19238.8,-5911.6
genx__reedsco__prox__aratio__monthhour,Spring,6115,Yuba,8693.6,6718.0,-1975.6
genx__reedsco__prox__aratio__static,Spring,6001,Alameda,180010.5,106213.3,-73797.2
genx__reedsco__prox__aratio__static,Spring,6003,Alpine,2832.2,0.0,-2832.2
genx__reedsco__prox__aratio__static,Spring,6005,Amador,4777.4,6524.3,1746.9
genx__reedsco__prox__aratio__static,Spring,6007,Butte,21868.9,15015.4,-6853.5
genx__reedsco__prox__aratio__static,Spring,6009,Calaveras,1711.6,2716.7,1005.1
genx__reedsco__prox__aratio__static,Spring,6011,Colusa,3705.7,3934.2,228.5
genx__reedsco__prox__aratio__static,Spring,6013,Contra Costa,141271.6,128394.4,-12877.2
genx__reedsco__prox__aratio__static,Spring,6017,El Dorado,9465.0,14663.9,5198.9
genx__reedsco__prox__aratio__static,Spring,6019,Fresno,88108.4,108456.3,20347.9
genx__reedsco__prox__aratio__static,Spring,6021,Glenn,6116.4,3422.9,-2693.5
genx__reedsco__prox__aratio__static,Spring,6023,Humboldt,10216.4,8923.9,-1292.5
genx__reedsco__prox__aratio__static,Spring,6025,Imperial,15403.1,42928.6,27525.5
genx__reedsco__prox__aratio__static,Spring,6027,Inyo,15237.1,738.3,-14498.8
genx__reedsco__prox__aratio__static,Spring,6029,Kern,114578.8,114194.8,-384.0
genx__reedsco__prox__aratio__static,Spring,6031,Kings,19653.1,16066.8,-3586.3
genx__reedsco__prox__aratio__static,Spring,6033,Lake,8101.4,3631.1,-4470.3
genx__reedsco__prox__aratio__static,Spring,6035,Lassen,7353.7,945.0,-6408.7
genx__reedsco__prox__aratio__static,Spring,6037,Los Angeles,908907.4,774224.0,-134683.4
genx__reedsco__prox__aratio__static,Spring,6039,Madera,12382.7,17383.2,5000.5
genx__reedsco__prox__aratio__static,Spring,6041,Marin,28207.6,14186.0,-14021.6
genx__reedsco__prox__aratio__static,Spring,6043,Mariposa,1352.0,1300.8,-51.2
genx__reedsco__prox__aratio__static,Spring,6045,Mendocino,10240.9,4340.7,-5900.2
genx__reedsco__prox__aratio__static,Spring,6047,Merced,22558.0,33535.5,10977.5
genx__reedsco__prox__aratio__static,Spring,6049,Modoc,2448.5,3232.6,784.1
genx__reedsco__prox__aratio__static,Spring,6051,Mono,1532.9,667.8,-865.1
genx__reedsco__prox__aratio__static,Spring,6053,Monterey,34526.8,26893.5,-7633.3
genx__reedsco__prox__aratio__static,Spring,6055,Napa,15960.4,14873.1,-1087.3
genx__reedsco__prox__aratio__static,Spring,6057,Nevada,3526.6,7614.5,4087.9
genx__reedsco__prox__aratio__static,Spring,6059,Orange,245077.6,284408.3,39330.7
genx__reedsco__prox__aratio__static,Spring,6061,Placer,35631.3,40770.3,5139.0
genx__reedsco__prox__aratio__static,Spring,6063,Plumas,3819.4,1592.6,-2226.8
genx__reedsco__prox__aratio__static,Spring,6065,Riverside,137067.8,145740.1,8672.3
genx__reedsco__prox__aratio__static,Spring,6067,Sacramento,104418.9,109083.6,4664.7
genx__reedsco__prox__aratio__static,Spring,6069,San Benito,2224.6,4769.0,2544.4
genx__reedsco__prox__aratio__static,Spring,6071,San Bernardino,170417.0,339005.6,168588.6
genx__reedsco__prox__aratio__static,Spring,6073,San Diego,285228.0,475600.5,190372.5
genx__reedsco__prox__aratio__static,Spring,6075,San Francisco,63561.2,47309.6,-16251.6
genx__reedsco__prox__aratio__static,Spring,6077,San Joaquin,109191.2,71172.3,-38018.9
genx__reedsco__prox__aratio__static,Spring,6079,San Luis Obispo,26103.6,20726.3,-5377.3
genx__reedsco__prox__aratio__static,Spring,6081,San Mateo,82778.0,61397.3,-21380.7
genx__reedsco__prox__aratio__static,Spring,6083,Santa Barbara,43907.2,34007.2,-9900.0
genx__reedsco__prox__aratio__static,Spring,6085,Santa Clara,218858.7,184492.2,-34366.5
genx__reedsco__prox__aratio__static,Spring,6087,Santa Cruz,25812.7,11404.9,-14407.8
genx__reedsco__prox__aratio__static,Spring,6089,Shasta,11661.5,16674.9,5013.4
genx__reedsco__prox__aratio__static,Spring,6091,Sierra,1424.8,926.4,-498.4
genx__reedsco__prox__aratio__static,Spring,6093,Siskiyou,8597.9,6614.3,-1983.6
genx__reedsco__prox__aratio__static,Spring,6095,Solano,50949.7,41204.5,-9745.2
genx__reedsco__prox__aratio__static,Spring,6097,Sonoma,45481.1,21680.9,-23800.2
genx__reedsco__prox__aratio__static,Spring,6099,Stanislaus,66243.0,56511.0,-9732.0
genx__reedsco__prox__aratio__static,Spring,6101,Sutter,11959.9,8124.7,-3835.2
genx__reedsco__prox__aratio__static,Spring,6103,Tehama,6447.1,4442.0,-2005.1
genx__reedsco__prox__aratio__static,Spring,6105,Trinity,2703.5,1119.1,-1584.4
genx__reedsco__prox__aratio__static,Spring,6107,Tulare,42030.1,64019.3,21989.2
genx__reedsco__prox__aratio__static,Spring,6109,Tuolumne,5889.5,4902.2,-987.3
genx__reedsco__prox__aratio__static,Spring,6111,Ventura,85140.3,63776.1,-21364.2
genx__reedsco__prox__aratio__static,Spring,6113,Yolo,25150.4,19237.7,-5912.7
genx__reedsco__prox__aratio__static,Spring,6115,Yuba,8693.6,6720.0,-1973.6
genx__stoch__catch__w2-mean__monthhour,Spring,6001,Alameda,180010.5,179355.3,-655.2
genx__stoch__catch__w2-mean__monthhour,Spring,6003,Alpine,2832.2,52.7,-2779.5
genx__stoch__catch__w2-mean__monthhour,Spring,6005,Amador,4777.4,4462.1,-315.3
genx__stoch__catch__w2-mean__monthhour,Spring,6007,Butte,21868.9,24380.9,2512.0
genx__stoch__catch__w2-mean__monthhour,Spring,6009,Calaveras,1711.6,3452.5,1740.9
genx__stoch__catch__w2-mean__monthhour,Spring,6011,Colusa,3705.7,6608.1,2902.4
genx__stoch__catch__w2-mean__monthhour,Spring,6013,Contra Costa,141271.6,103322.1,-37949.5
genx__stoch__catch__w2-mean__monthhour,Spring,6017,El Dorado,9465.0,10162.6,697.6
genx__stoch__catch__w2-mean__monthhour,Spring,6019,Fresno,88108.4,175769.8,87661.4
genx__stoch__catch__w2-mean__monthhour,Spring,6021,Glenn,6116.4,5661.6,-454.8
genx__stoch__catch__w2-mean__monthhour,Spring,6023,Humboldt,10216.4,12741.9,2525.5
genx__stoch__catch__w2-mean__monthhour,Spring,6025,Imperial,15403.1,2330.2,-13072.9
genx__stoch__catch__w2-mean__monthhour,Spring,6027,Inyo,15237.1,1439.4,-13797.7
genx__stoch__catch__w2-mean__monthhour,Spring,6029,Kern,114578.8,133266.5,18687.7
genx__stoch__catch__w2-mean__monthhour,Spring,6031,Kings,19653.1,22647.3,2994.2
genx__stoch__catch__w2-mean__monthhour,Spring,6033,Lake,8101.4,6108.4,-1993.0
genx__stoch__catch__w2-mean__monthhour,Spring,6035,Lassen,7353.7,658.2,-6695.5
genx__stoch__catch__w2-mean__monthhour,Spring,6037,Los Angeles,908907.4,655151.7,-253755.7
genx__stoch__catch__w2-mean__monthhour,Spring,6039,Madera,12382.7,31161.0,18778.3
genx__stoch__catch__w2-mean__monthhour,Spring,6041,Marin,28207.6,22029.1,-6178.5
genx__stoch__catch__w2-mean__monthhour,Spring,6043,Mariposa,1352.0,1664.9,312.9
genx__stoch__catch__w2-mean__monthhour,Spring,6045,Mendocino,10240.9,8087.5,-2153.4
genx__stoch__catch__w2-mean__monthhour,Spring,6047,Merced,22558.0,26748.9,4190.9
genx__stoch__catch__w2-mean__monthhour,Spring,6049,Modoc,2448.5,348.7,-2099.8
genx__stoch__catch__w2-mean__monthhour,Spring,6051,Mono,1532.9,3622.7,2089.8
genx__stoch__catch__w2-mean__monthhour,Spring,6053,Monterey,34526.8,42570.3,8043.5
genx__stoch__catch__w2-mean__monthhour,Spring,6055,Napa,15960.4,18266.5,2306.1
genx__stoch__catch__w2-mean__monthhour,Spring,6057,Nevada,3526.6,6736.7,3210.1
genx__stoch__catch__w2-mean__monthhour,Spring,6059,Orange,245077.6,346988.2,101910.6
genx__stoch__catch__w2-mean__monthhour,Spring,6061,Placer,35631.3,18187.5,-17443.8
genx__stoch__catch__w2-mean__monthhour,Spring,6063,Plumas,3819.4,1311.6,-2507.8
genx__stoch__catch__w2-mean__monthhour,Spring,6065,Riverside,137067.8,264744.2,127676.4
genx__stoch__catch__w2-mean__monthhour,Spring,6067,Sacramento,104418.9,19808.2,-84610.7
genx__stoch__catch__w2-mean__monthhour,Spring,6069,San Benito,2224.6,6435.9,4211.3
genx__stoch__catch__w2-mean__monthhour,Spring,6071,San Bernardino,170417.0,296399.0,125982.0
genx__stoch__catch__w2-mean__monthhour,Spring,6073,San Diego,285228.0,347825.9,62597.9
genx__stoch__catch__w2-mean__monthhour,Spring,6075,San Francisco,63561.2,4724.3,-58836.9
genx__stoch__catch__w2-mean__monthhour,Spring,6077,San Joaquin,109191.2,70927.8,-38263.4
genx__stoch__catch__w2-mean__monthhour,Spring,6079,San Luis Obispo,26103.6,26068.6,-35.0
genx__stoch__catch__w2-mean__monthhour,Spring,6081,San Mateo,82778.0,80900.5,-1877.5
genx__stoch__catch__w2-mean__monthhour,Spring,6083,Santa Barbara,43907.2,47952.5,4045.3
genx__stoch__catch__w2-mean__monthhour,Spring,6085,Santa Clara,218858.7,210818.2,-8040.5
genx__stoch__catch__w2-mean__monthhour,Spring,6087,Santa Cruz,25812.7,20553.2,-5259.5
genx__stoch__catch__w2-mean__monthhour,Spring,6089,Shasta,11661.5,8200.1,-3461.4
genx__stoch__catch__w2-mean__monthhour,Spring,6091,Sierra,1424.8,162.3,-1262.5
genx__stoch__catch__w2-mean__monthhour,Spring,6093,Siskiyou,8597.9,6687.4,-1910.5
genx__stoch__catch__w2-mean__monthhour,Spring,6095,Solano,50949.7,37128.1,-13821.6
genx__stoch__catch__w2-mean__monthhour,Spring,6097,Sonoma,45481.1,49035.2,3554.1
genx__stoch__catch__w2-mean__monthhour,Spring,6099,Stanislaus,66243.0,15220.5,-51022.5
genx__stoch__catch__w2-mean__monthhour,Spring,6101,Sutter,11959.9,11413.7,-546.2
genx__stoch__catch__w2-mean__monthhour,Spring,6103,Tehama,6447.1,8157.2,1710.1
genx__stoch__catch__w2-mean__monthhour,Spring,6105,Trinity,2703.5,395.5,-2308.0
genx__stoch__catch__w2-mean__monthhour,Spring,6107,Tulare,42030.1,80991.4,38961.3
genx__stoch__catch__w2-mean__monthhour,Spring,6109,Tuolumne,5889.5,6908.1,1018.6
genx__stoch__catch__w2-mean__monthhour,Spring,6111,Ventura,85140.3,92529.1,7388.8
genx__stoch__catch__w2-mean__monthhour,Spring,6113,Yolo,25150.4,19853.0,-5297.4
genx__stoch__catch__w2-mean__monthhour,Spring,6115,Yuba,8693.6,9389.9,696.3
genx__stoch__namecatch__w2-mean__monthhour,Spring,6001,Alameda,180010.5,148413.0,-31597.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6003,Alpine,2832.2,52.7,-2779.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6005,Amador,4777.4,4487.9,-289.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6007,Butte,21868.9,24365.8,2496.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6009,Calaveras,1711.6,3449.2,1737.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6011,Colusa,3705.7,6603.6,2897.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6013,Contra Costa,141271.6,103516.7,-37754.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6017,El Dorado,9465.0,10158.7,693.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6019,Fresno,88108.4,175650.7,87542.3
genx__stoch__namecatch__w2-mean__monthhour,Spring,6021,Glenn,6116.4,5658.4,-458.0
genx__stoch__namecatch__w2-mean__monthhour,Spring,6023,Humboldt,10216.4,12733.6,2517.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6025,Imperial,15403.1,2322.1,-13081.0
genx__stoch__namecatch__w2-mean__monthhour,Spring,6027,Inyo,15237.1,2070.2,-13166.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6029,Kern,114578.8,133184.8,18606.0
genx__stoch__namecatch__w2-mean__monthhour,Spring,6031,Kings,19653.1,22631.6,2978.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6033,Lake,8101.4,6104.1,-1997.3
genx__stoch__namecatch__w2-mean__monthhour,Spring,6035,Lassen,7353.7,658.2,-6695.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6037,Los Angeles,908907.4,654765.3,-254142.1
genx__stoch__namecatch__w2-mean__monthhour,Spring,6039,Madera,12382.7,31140.9,18758.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6041,Marin,28207.6,21742.0,-6465.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6043,Mariposa,1352.0,1663.7,311.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6045,Mendocino,10240.9,8083.8,-2157.1
genx__stoch__namecatch__w2-mean__monthhour,Spring,6047,Merced,22558.0,26733.2,4175.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6049,Modoc,2448.5,349.7,-2098.8
genx__stoch__namecatch__w2-mean__monthhour,Spring,6051,Mono,1532.9,3621.3,2088.4
genx__stoch__namecatch__w2-mean__monthhour,Spring,6053,Monterey,34526.8,42540.3,8013.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6055,Napa,15960.4,18047.3,2086.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6057,Nevada,3526.6,6732.3,3205.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6059,Orange,245077.6,336442.9,91365.3
genx__stoch__namecatch__w2-mean__monthhour,Spring,6061,Placer,35631.3,18179.2,-17452.1
genx__stoch__namecatch__w2-mean__monthhour,Spring,6063,Plumas,3819.4,1310.2,-2509.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6065,Riverside,137067.8,269689.5,132621.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6067,Sacramento,104418.9,19752.3,-84666.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6069,San Benito,2224.6,6431.7,4207.1
genx__stoch__namecatch__w2-mean__monthhour,Spring,6071,San Bernardino,170417.0,297949.9,127532.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6073,San Diego,285228.0,352782.2,67554.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6075,San Francisco,63561.2,36110.0,-27451.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6077,San Joaquin,109191.2,70874.6,-38316.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6079,San Luis Obispo,26103.6,26051.1,-52.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6081,San Mateo,82778.0,80283.3,-2494.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6083,Santa Barbara,43907.2,47923.4,4016.2
genx__stoch__namecatch__w2-mean__monthhour,Spring,6085,Santa Clara,218858.7,210673.1,-8185.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6087,Santa Cruz,25812.7,20538.2,-5274.5
genx__stoch__namecatch__w2-mean__monthhour,Spring,6089,Shasta,11661.5,8197.6,-3463.9
genx__stoch__namecatch__w2-mean__monthhour,Spring,6091,Sierra,1424.8,162.0,-1262.8
genx__stoch__namecatch__w2-mean__monthhour,Spring,6093,Siskiyou,8597.9,6687.3,-1910.6
genx__stoch__namecatch__w2-mean__monthhour,Spring,6095,Solano,50949.7,37307.0,-13642.7
genx__stoch__namecatch__w2-mean__monthhour,Spring,6097,Sonoma,45481.1,49000.5,3519.4
genx__stoch__namecatch__w2-mean__monthhour,Spring,6099,Stanislaus,66243.0,15207.1,-51035.9
