,substation_name,subst_id,sys_name,existing_gen,queued_gen,total_gen,projected_load,der_penetration,max_remain_cap,voltage_kv,circuit_count,res_pct,com_pct,agr_pct,ind_pct,other_pct,res_total,com_total,agr_total,ind_total,other_total,note_sub
562,Kagle Canyon P.t.,1429.0,Saugus 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
563,Kaweah 1,167.0,Rector 220/66 System,0.0,0.0,0.0,3.23,0.0,8.7,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
564,Kaweah 2,168.0,Rector 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
565,Kaweah 3,169.0,Rector 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
566,Kearney P.t.,1436.0,La Cienega 220/66 System,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
567,Keeler P.t.,1430.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.17,0.0,0.35,2.4,1.0,51.2195,14.6341,0.0,0.0,34.1463,21.0,6.0,0.0,0.0,14.0,Interconnection studies in this area have identified inadequate deliverability.
571,Kerrgen,106.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
573,Kimberly P.t.,1434.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.29,0.0,0.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
574,Kinder,1265.0,Barre 220/66 System,0.0,0.0,0.0,2.63,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
577,Koefler P.t.,1433.0,Kramer 220/115 System,0.0,0.0,0.0,0.08,0.0,0.08,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
582,La Colina,276.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,80.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
596,Lakegen,86.0,Vestal 220/66 System,0.0,0.0,0.0,10.0,0.0,11.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
597,Lakeside P.t.,1440.0,Moorpark 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
601,Lancaster,653.0,Antelope 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,72.6921,10.7261,0.0443,0.0221,16.5154,6567.0,969.0,4.0,2.0,1492.0,Interconnection studies in this area have identified adequate deliverability.
603,Langford P.t.,1451.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.03,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
604,Lanpri,1206.0,Antelope 220/66 System,0.0,0.0,0.0,3.61,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
607,Latchford Glass,1112.0,Laguna Bell De 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
614,Leatherneck,2025.0,Devers 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
616,Lehman,1117.0,Santa Clara 220/66 System,0.0,0.0,0.0,9.7,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
624,Lime Rock,1079.0,Victor 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
626,Linde,783.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
628,Lindsay,576.0,Springville 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,59.1241,7.2701,6.2774,0.0584,27.2701,2025.0,249.0,215.0,2.0,934.0,Interconnection studies in this area have identified inadequate deliverability.
629,Liquid,1161.0,Rio Hondo 220/66 System,0.0,0.0,0.0,9.0,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
632,Lizard P.t.,1442.0,Mirage 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
635,Loma Linda Hosp.,1068.0,San Bernardino 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
639,Look Out P.t.,1450.0,Windhub 220/66 System,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
643,Lourich,1193.0,Rector 220/66 System,0.0,0.0,0.0,7.2,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
651,Lytle Creek P.h.,165.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
653,Macneil,2028.0,Eagle Rock 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
656,Magmagen,67.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
659,Mammoth,2090.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
660,Mandalay,124.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
663,Marina P.t.,1462.0,Alamitos 220/66 System,0.0,0.0,0.0,0.35,0.0,1.0,4.0,1.0,0.0,33.3333,0.0,0.0,66.6667,0.0,10.0,0.0,0.0,20.0,Interconnection studies in this area have identified adequate deliverability.
667,Mars,1063.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,7.5,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
670,Masonry P.t.,2271.0,Victor 220/115 System,0.0,0.0,0.0,1.96,0.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
676,Mcgen,22.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,108.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
678,Mebane P.t.,1472.0,Windhub 220/66 System,0.0,0.0,0.0,0.06,0.0,0.3,12.0,1.0,5.8824,0.0,0.0,0.0,94.1176,1.0,0.0,0.0,0.0,16.0,Interconnection studies in this area have identified adequate deliverability.
685,Military,1207.0,Kramer 220/115 System,0.0,0.0,0.0,4.87,0.0,11.83,12.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,299.0,Interconnection studies in this area have identified inadequate deliverability.
686,Mill Creek No.1 0,163.0,El Casco 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
687,Mill Creek No.2 0,164.0,El Casco 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
692,Mirage,1612.0,Devers 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
693,Missile,1223.0,Santa Clara 220/66 System,0.0,0.0,0.0,7.91,0.0,22.47,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
695,Mobgen,14.0,La Fresa 220/66 System,0.0,0.0,0.0,41.3,0.0,43.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
696,Mobiloil,497.0,La Fresa 220/66 System,0.0,0.0,0.0,100.04,0.0,196.0,12.0,37.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,60.0,Interconnection studies in this area have identified adequate deliverability.
700,Mojave Siphon (Cdwr),222.0,Vista 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
701,Monaco U.g.s.,1470.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,0.75,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
706,Moog,1248.0,La Fresa 220/66 System,0.0,0.0,0.0,3.8,0.0,5.6,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
710,Moraga,1650.0,Valley 500/115 System,0.0,0.0,0.0,0.38,0.0,1.0,12.0,16.0,61.5744,24.5363,0.055,0.1099,13.7244,4482.0,1786.0,4.0,8.0,999.0,Deliverability in this area has not been determined by previous interconnection studies.
716,Morwind,63.0,Windhub 220/66 System,0.0,0.0,0.0,0.14,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
718,Mountain Pass,1790.0,Kramer 220/115 System,0.0,0.0,0.0,6.26,0.0,9.37,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
720,Mountwind,64.0,Devers 220/115 System,0.0,0.0,0.0,89.0,0.0,89.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
723,Mt. Givens P.t.,1481.0,Big Creek 220/220 System,0.0,0.0,0.0,0.03,0.0,0.05,2.4,1.0,25.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,3.0,Interconnection studies in this area have identified inadequate deliverability.
731,Mt. Wilson P.t.,1902.0,Gould 220/66 System,0.0,0.0,0.0,3.88,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
735,Mwd,234.0,Mwd 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
736,Mwd Coyote Creek,26.0,Olinda 220/66 System,0.0,0.0,0.0,0.0,0.0,3.75,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
737,Mwd Etiwanda,93.0,Etiwanda 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
738,Mwd Lake Mathews 4,45.0,Mira Loma 220/66 System,0.0,0.0,0.0,4.19,0.0,4.3,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
739,Mwd Perris,49.0,Valley 'Ab' 500/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
740,Mwd Rio Hondo 4,51.0,Center 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
741,Mwd San Dimas 4,40.0,Padua 220/66 System,0.0,0.0,0.0,0.24,0.0,9.9,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
743,Mwd Temescal 4,53.0,Mira Loma 220/66 System,0.0,0.0,0.0,0.0,0.0,2.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
744,Mwd Venice,50.0,La Cienega 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
745,Mwd Yorba Linda,29.0,Villa Park 220/66 System,0.0,0.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
751,Natural,1953.0,Saugus 220/66 System,0.0,0.0,0.0,39.2,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
752,Navy Mole,1115.0,Hinson 220/66 System,0.0,0.0,0.0,1.49,0.0,25.0,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
760,Ni Oxnard Chp,2237.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
761,Niagara,2217.0,Etiwanda 220/66 System,0.0,0.0,0.0,13.2,0.0,28.0,12.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,Interconnection studies in this area have identified adequate deliverability.
763,Nietos,1202.0,Center 220/66 System,0.0,0.0,0.0,13.41,0.0,24.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
765,Noble P.t.,1482.0,Kramer 220/115 System,0.0,0.0,0.0,0.04,0.0,0.1,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Interconnection studies in this area have identified inadequate deliverability.
769,Norseal,985.0,Alamitos 220/66 System,0.0,0.0,0.0,3.2,0.0,27.41,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
774,Northrop,1148.0,La Fresa 220/66 System,0.0,0.0,0.0,11.28,0.0,44.8,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
782,Oaktree P.t.,1497.0,Gould 220/66 System,0.0,0.0,0.0,0.31,0.0,0.33,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
783,Oakwind,71.0,Windhub 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
785,Observatory P.t.,1905.0,Gould 220/66 System,0.0,0.0,0.0,0.13,0.0,0.3,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
797,Onshore,1228.0,Goleta 220/66 System,0.0,0.0,0.0,2.0,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
800,Orcogen,20.0,Ellis 'A' 220/66 System,0.0,0.0,0.0,8.39,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
801,Orcosan,1934.0,Ellis 'C' 220/66 System,0.0,0.0,0.0,18.41,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
804,Ortega,1021.0,Goleta 220/66 System,0.0,0.0,0.0,8.46,0.0,27.9,33.0,1.0,0.0,33.3333,0.0,0.0,66.6667,0.0,1.0,0.0,0.0,2.0,Interconnection studies in this area have identified adequate deliverability.
805,Oso,633.0,Bailey 220/66 System,0.0,0.0,0.0,9.78,0.0,9.78,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
808,Oxbow,1043.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
809,Oxgen,83.0,Santa Clara 220/66 System,0.0,0.0,0.0,45.0,0.0,48.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
810,Pacific Wind,96.0,Windhub 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
811,Pacline,1129.0,Lighthipe 220/66 System,0.0,0.0,0.0,14.3,0.0,22.29,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
813,Pahrump P.t.,2083.0,Valley Electric 220/25,0.0,0.0,0.0,0.12,0.0,1.5,25.0,1.0,48.0,4.0,0.0,0.0,48.0,12.0,1.0,0.0,0.0,12.0,Deliverability in this area has not been determined by previous interconnection studies.
818,Palm Village,1721.0,Mirage 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,52.6575,25.836,0.0704,0.0,21.4361,1496.0,734.0,2.0,0.0,609.0,Interconnection studies in this area have identified inadequate deliverability.
820,Palogen,75.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,11.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
822,Pan Aero,47.0,Devers 220/115 System,0.0,0.0,0.0,0.13,0.0,29.9,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
823,Panchito P.t.,1929.0,Santa Clara 220/66 System,0.0,0.0,0.0,0.01,0.0,0.75,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
824,Pandol,1155.0,Vestal 220/66 System,0.0,0.0,0.0,0.0,0.0,44.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
842,Penitentiary P.t.,2215.0,Eagle Mountain 220/220 System,0.0,0.0,0.0,0.0,0.0,6.52,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified inadequate deliverability.
845,Permanente,1066.0,Victor 220/115 System,0.0,0.0,0.0,26.0,0.0,56.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
849,Pharmacy,1151.0,Moorpark 220/66 System,0.0,0.0,0.0,22.76,0.0,56.0,16.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,Interconnection studies in this area have identified adequate deliverability.
855,Pimiento P.t.,2252.0,Goleta 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
856,Pinnacles,214.0,Kramer 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
858,Pipe,788.0,Etiwanda 220/66 System,0.0,0.0,0.0,2.37,0.0,36.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
859,Pitchgen,76.0,Saugus 220/66 System,0.0,0.0,0.0,7.15,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
864,Plastic,1219.0,Chino 220/66 System,0.0,0.0,0.0,13.13,0.0,28.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
866,Plesgen,91.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
867,Pluess,1247.0,Victor 220/115 System,0.0,0.0,0.0,9.0,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
868,Polaris,465.0,El Nido 220/66 System,0.0,0.0,0.0,22.4,0.0,22.4,16.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
869,Polaris 4,464.0,El Nido 220/66 System,0.0,0.0,0.0,8.82,0.0,9.37,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
870,Polypro,1259.0,Hinson 220/66 System,0.0,0.0,0.0,10.87,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
872,Poole,179.0,Inyo Sce 220/115 System,0.0,0.0,0.0,0.2,0.0,1.5,12.0,1.0,0.0,16.6667,0.0,0.0,83.3333,0.0,5.0,0.0,0.0,25.0,Interconnection studies in this area have identified inadequate deliverability.
874,Portal 4,155.0,Big Creek 220/220 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
876,Portuguese Bend P.t.,1512.0,La Fresa 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
877,Poso Park P.t.,1518.0,Vestal 220/66 System,0.0,0.0,0.0,0.02,0.0,0.05,2.4,1.0,37.5,0.0,0.0,0.0,62.5,3.0,0.0,0.0,0.0,5.0,Interconnection studies in this area have identified inadequate deliverability.
880,Primm,2167.0,Eldorado 220/115 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
881,Prison,1064.0,Blythe (Walc) 161/33 System,0.0,0.0,0.0,10.0,0.0,10.0,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
882,Procal,1153.0,Center 220/66 System,0.0,0.0,0.0,28.0,0.0,28.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
883,Process,2191.0,Hinson 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
884,Procgen,41.0,Santa Clara 220/66 System,0.0,0.0,0.0,33.39,0.0,51.2,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
886,Protein,1267.0,Rector 220/66 System,0.0,0.0,0.0,16.0,0.0,22.39,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
889,Purewater,2069.0,El Casco 220/115 System,0.0,0.0,0.0,1.36,0.0,16.8,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
891,Queen Mary U.g.s.,1522.0,Hinson 220/66 System,0.0,0.0,0.0,0.75,0.0,0.75,4.0,1.0,0.0,66.6667,0.0,0.0,33.3333,0.0,10.0,0.0,0.0,5.0,Interconnection studies in this area have identified adequate deliverability.
894,Ralphs,1102.0,Lighthipe 220/66 System,0.0,0.0,0.0,4.6,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
896,Rancheria P.t.,1524.0,Big Creek 220/220 System,0.0,0.0,0.0,0.04,0.0,0.1,,,,,,,,,,,,,Interconnection studies in this area have identified inadequate deliverability.
904,Reclaim,1211.0,Moorpark 220/66 System,0.0,0.0,0.0,2.49,0.0,5.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
905,Recovery,1114.0,Ellis 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,Interconnection studies in this area have identified adequate deliverability.
906,Rectifier,1806.0,Valley 500/115 System,0.0,0.0,0.0,8.26,0.0,22.4,33.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,Deliverability in this area has not been determined by previous interconnection studies.
908,Recycle P.t.,2356.0,Valley 500/115 System,0.0,0.0,0.0,0.0,0.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,Deliverability in this area has not been determined by previous interconnection studies.
910,Red Box P.t.,1906.0,Gould 220/66 System,0.0,0.0,0.0,0.23,0.0,1.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
914,Refinery,1179.0,Lighthipe 220/66 System,0.0,0.0,0.0,4.8,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
915,Refuse,69.0,Laguna Bell Ab 220/66 System,0.0,0.0,0.0,0.0,0.0,12.5,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
916,Regatta P.t.,2287.0,Big Creek 220/220 System,0.0,0.0,0.0,0.28,0.0,1.0,12.0,1.0,10.8696,6.5217,0.0,0.0,82.6087,5.0,3.0,0.0,0.0,38.0,Interconnection studies in this area have identified inadequate deliverability.
917,Reno,1123.0,Walnut 220/66 System,0.0,0.0,0.0,6.42,0.0,8.4,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
918,Renwind,73.0,Devers 220/115 System,0.0,0.0,0.0,12.39,0.0,12.92,,,,,,,,,,,,,Deliverability in this area has not been determined by previous interconnection studies.
921,Revital,1059.0,Lighthipe 220/66 System,0.0,0.0,0.0,9.92,0.0,9.92,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
923,Richuson P.t.,1533.0,Lighthipe 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
927,Ringmill,1234.0,Lighthipe 220/66 System,0.0,0.0,0.0,5.8,0.0,13.88,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
930,Riteaid,1256.0,Antelope 220/66 System,0.0,0.0,0.0,4.61,0.0,14.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
933,Riverside,274.0,Vista C 220/66 System,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Interconnection studies in this area have identified adequate deliverability.
