bus_i,kV,Type,Import,Lat,Lon,nearest_basin_name,nearest_basin_owner,nearest_basin_type,nearest_basin_lat,nearest_basin_lon,dist_km,matched
8310,115,Substation,' ',33.36970546,-117.5542174,San Onofre,sce,SUBSTATION,33.369685777020784,-117.55423813830096,0.002915301044260052,True
8311,66,Substation,' ',34.98448153,-117.891046,Edwards,sce,SUBSTATION,34.98447778199193,-117.8910944544627,0.004433967988518969,True
8312,115,Substation,' ',34.98449275,-117.8911405,Edwards,sce,SUBSTATION,34.98447778199193,-117.8910944544627,0.004512994497702174,True
8313,66,Substation,' ',34.06040819,-117.1766405,Redlands,sce,SUBSTATION,34.06037904525473,-117.17662855319008,0.003422515651148489,True
8314,115,Substation,' ',34.06037091,-117.1766238,Redlands,sce,SUBSTATION,34.06037904525473,-117.17662855319008,0.0010049979524634504,True
8315,230,Substation,' ',34.07961234,-117.238605,San Bernardino,sce,SUBSTATION,34.079607325840634,-117.23865381361676,0.004530092115671489,True
8316,66,Substation,' ',34.07962257,-117.2386887,San Bernardino,sce,SUBSTATION,34.079607325840634,-117.23865381361676,0.0036326970201645925,True
8317,115,Substation,' ',34.07959675,-117.2386173,San Bernardino,sce,SUBSTATION,34.079607325840634,-117.23865381361676,0.003562531983655027,True
8318,66,Substation,' ',40.7180208,-122.9344386,Trinity,pge,SUBSTATION,40.71803009961374,-122.9344308734431,0.0012220200575836,True
8319,115,Substation,' ',40.71799795,-122.9343846,Trinity,pge,SUBSTATION,40.71803009961374,-122.9344308734431,0.005290404841369586,True
8320,66,Substation,' ',37.47357983,-122.1280211,Cooley Landing,pge,SUBSTATION,37.47358664232182,-122.12800367278729,0.0017143485278200837,True
8321,115,Substation,' ',37.47361584,-122.1279624,Cooley Landing,pge,SUBSTATION,37.47358664232182,-122.12800367278729,0.0048791969588789005,True
8328,230,Substation,' ',32.77030948,-115.2736733,Highline,iid,SUBSTATION,32.77029303063715,-115.27371187283654,0.004043792918683953,True
8329,115,Substation,' ',32.7702638,-115.2737414,Highline,iid,SUBSTATION,32.77029303063715,-115.27371187283654,0.004264512970185103,True
8330,230,Substation,' ',32.9587576,-117.2206707,North City West,sdge,SUBSTATION,32.958750918699934,-117.22066611262098,0.0008573937963685365,True
8331,66,Substation,' ',32.95873532,-117.2206304,North City West,sdge,SUBSTATION,32.958750918699934,-117.22066611262098,0.003756394341700687,True
8332,115,Substation,' ',32.95870614,-117.2207073,North City West,sdge,SUBSTATION,32.958750918699934,-117.22066611262098,0.006289586564185011,True
8335,230,Substation,' ',37.50084138,-121.9862901,Newark,pge,SUBSTATION,37.50087311537809,-121.98626242223652,0.004291155747680798,True
8336,115,Substation,' ',37.50083754,-121.9863065,Newark,pge,SUBSTATION,37.50087311537809,-121.98626242223652,0.005546863173040616,True
8337,66,Substation,' ',36.6903365,-121.6792844,Boronda,pge,SUBSTATION,36.69028668467311,-121.67925781517144,0.006025096295249408,True
8338,115,Substation,' ',36.69026246,-121.6792619,Boronda,pge,SUBSTATION,36.69028668467311,-121.67925781517144,0.0027181733139109805,True
8339,230,Substation,' ',34.68754958,-118.3005464,Antelope,sce,SUBSTATION,34.68751284101918,-118.30054134162089,0.004111285383125004,True
8340,500,Substation,' ',34.68752411,-118.300543,Antelope,sce,SUBSTATION,34.68751284101918,-118.30054134162089,0.001262194283384046,True
8341,66,Substation,' ',34.68752178,-118.3005353,Antelope,sce,SUBSTATION,34.68751284101918,-118.30054134162089,0.0011371535568143012,True
8342,115,Substation,' ',34.68746465,-118.3004924,Antelope,sce,SUBSTATION,34.68751284101918,-118.30054134162089,0.0069813104345891825,True
8343,230,Substation,' ',33.64597906,-117.9778602,Huntington Beach,sce,SUBSTATION,33.64596785338422,-117.97782183041453,0.0037640205443567375,True
8344,66,Substation,' ',33.64593073,-117.9778035,Huntington Beach,sce,SUBSTATION,33.64596785338422,-117.97782183041453,0.004463063814656814,True
8347,230,Substation,' ',33.76455073,-118.2264619,Fuel,sce,SUBSTATION,33.764577263515605,-118.22648253740662,0.0035134282314568093,True
8348,66,Substation,' ',33.76453527,-118.2265286,Fuel,sce,SUBSTATION,33.764577263515605,-118.22648253740662,0.006319375285945801,True
8349,66,Substation,' ',38.50853962,-121.4639282,48th-Martin Luther King,smud,SUBSTATION,38.50856850264654,-121.46394918019485,0.0036941754783905924,True
8350,115,Substation,' ',38.50852695,-121.463996,48th-Martin Luther King,smud,SUBSTATION,38.50856850264654,-121.46394918019485,0.0061599458304815455,True
8355,230,Substation,' ',35.38002776,-119.0973342,Kern Power,pge,SUBSTATION,35.38000116873635,-119.09736644193148,0.004157774641359438,True
8356,115,Substation,' ',35.38003617,-119.0973611,Kern Power,pge,SUBSTATION,35.38000116873635,-119.09736644193148,0.003921979644162753,True
8357,230,Substation,' ',33.56499904,-114.9065748,Midpoint,other,SUBSTATION,33.56495942489513,-114.90662187045368,0.006198769174430491,True
8358,66,Substation,' ',33.56494013,-114.9066377,Midpoint,other,SUBSTATION,33.56495942489513,-114.90662187045368,0.0025988999330144526,True
8367,230,Substation,' ',34.00073226,-118.3783013,La Cienega,sce,SUBSTATION,34.00073799622606,-118.37832698605438,0.0024522474082277488,True
8368,66,Substation,' ',34.00073879,-118.3783068,La Cienega,sce,SUBSTATION,34.00073799622606,-118.37832698605438,0.001862922745574454,True
8376,66,Substation,' ',38.82906686,-122.8101656,Eagle Rock,pge,SUBSTATION,38.82904835521856,-122.81015215486602,0.0023643823281277072,True
8377,115,Substation,' ',38.82903937,-122.8101098,Eagle Rock,pge,SUBSTATION,38.82904835521856,-122.81015215486602,0.0038025150320782665,True
8378,230,Substation,' ',33.77896895,-118.2273047,Harborgen,sce,SUBSTATION,33.77892912577885,-118.22731748446571,0.004583183142490046,True
8379,66,Substation,' ',33.77888915,-118.2273491,Harborgen,sce,SUBSTATION,33.77892912577885,-118.22731748446571,0.005319514557125147,True
8380,66,Substation,' ',37.30225073,-118.5317627,Bishop Creek 3,sce,SUBSTATION,37.302252296682376,-118.5317567459243,0.0005547030738566555,True
8381,115,Substation,' ',37.30227706,-118.5317174,Bishop Creek 3,sce,SUBSTATION,37.302252296682376,-118.5317567459243,0.004437733284613174,True
8382,66,Substation,' ',40.76794332,-123.8736664,Maple Creek,pge,SUBSTATION,40.76789910706237,-123.873700206482,0.0056811070066370125,True
8383,115,Substation,' ',40.76785126,-123.873659,Maple Creek,pge,SUBSTATION,40.76789910706237,-123.873700206482,0.00635203662923344,True
8384,66,Substation,' ',38.26499209,-122.6573229,Corona,pge,SUBSTATION,38.26501270479249,-122.65736853423064,0.0045964732341320005,True
8385,115,Substation,' ',38.26497414,-122.6573428,Corona,pge,SUBSTATION,38.26501270479249,-122.65736853423064,0.004841130952003395,True
8386,66,Substation,' ',33.12658062,-115.5101921,Calipatria,iid,SUBSTATION,33.12656119103277,-115.51014743209154,0.004687140188502528,True
8387,115,Substation,' ',33.12653677,-115.5101084,Calipatria,iid,SUBSTATION,33.12656119103277,-115.51014743209154,0.004537099602489791,True
8390,230,Substation,' ',40.51940693,-122.3155182,Airport,wapa,SUBSTATION,40.5194048463804,-122.31554941236335,0.0026484976698160096,True
8391,115,Substation,' ',40.51940232,-122.315524,Airport,wapa,SUBSTATION,40.5194048463804,-122.31554941236335,0.002166368411553994,True
8394,230,Substation,' ',36.84476083,-119.922183,Herndon,pge,SUBSTATION,36.844717860538495,-119.922134727871,0.006424992340813212,True
8395,115,Substation,' ',36.84467104,-119.9220922,Herndon,pge,SUBSTATION,36.844717860538495,-119.922134727871,0.00643629734887252,True
8398,230,Substation,' ',38.71385135,-121.4784815,Elverta,wapa,SUBSTATION,38.71385901059641,-121.47849885247904,0.0017298240357273397,True
8399,66,Substation,' ',38.7138629,-121.4785298,Elverta,wapa,SUBSTATION,38.71385901059641,-121.47849885247904,0.0027197085659723948,True
8400,230,Substation,' ',39.53264548,-121.4862328,Edward C Hyatt,pge,SUBSTATION,39.53267590770114,-121.48622940663633,0.0033958984961205787,True
8401,66,Substation,' ',39.53267582,-121.4862419,Edward C Hyatt,pge,SUBSTATION,39.53267590770114,-121.48622940663633,0.001071480098680123,True
8402,230,Substation,' ',33.93693288,-116.5773326,Devers,sce,SUBSTATION,33.93691611909812,-116.57732694133402,0.0019354571699437117,True
8403,500,Substation,' ',33.93689257,-116.5773748,Devers,sce,SUBSTATION,33.93691611909812,-116.57732694133402,0.005133224121499982,True
8404,115,Substation,' ',33.9368735,-116.5772801,Devers,sce,SUBSTATION,33.93691611909812,-116.57732694133402,0.006413399654628096,True
8405,230,Substation,' ',35.55499422,-120.6802926,Templeton,pge,SUBSTATION,35.55501644554795,-120.68030663520751,0.0027784405926531705,True
8406,66,Substation,' ',35.55502392,-120.6802628,Templeton,pge,SUBSTATION,35.55501644554795,-120.68030663520751,0.004051645644603973,True
8407,230,Substation,' ',40.3978799,-122.2642135,Cottonwood,pge,SUBSTATION,40.39788002258034,-122.26422492870724,0.0009679001965768884,True
8408,66,Substation,' ',40.39792069,-122.2642201,Cottonwood,pge,SUBSTATION,40.39788002258034,-122.26422492870724,0.0045404607158055525,True
8409,115,Substation,' ',40.39786299,-122.2642504,Cottonwood,pge,SUBSTATION,40.39788002258034,-122.26422492870724,0.0028704456339357473,True
8410,230,Substation,' ',38.63728455,-121.3836257,Auburn Watt,smud,SUBSTATION,38.637286591639295,-121.38359199621634,0.002936163689839555,True
8411,66,Substation,' ',38.63726397,-121.3836048,Auburn Watt,smud,SUBSTATION,38.637286591639295,-121.38359199621634,0.0027502778097681277,True
8412,230,Substation,' ',34.20745048,-119.2491156,Mandalay,sce,SUBSTATION,34.2074611048529,-119.2491638993979,0.004596007264449034,True
8413,66,Substation,' ',34.20744275,-119.2491721,Mandalay,sce,SUBSTATION,34.2074611048529,-119.2491638993979,0.002175830986746732,True
8414,230,Substation,' ',40.6103267,-122.4440906,Keswick,wapa,SUBSTATION,40.61034929376836,-122.44408267909355,0.002599766834046262,True
8415,115,Substation,' ',40.61038968,-122.4440358,Keswick,wapa,SUBSTATION,40.61034929376836,-122.44408267909355,0.005985535178174779,True
8416,230,Substation,' ',34.8631524,-116.8542005,Cool Water,sce,SUBSTATION,34.863112022671935,-116.85420697976257,0.0045285104262234675,True
8417,66,Substation,' ',34.86314396,-116.8541907,Cool Water,sce,SUBSTATION,34.863112022671935,-116.85420697976257,0.0038493775615764904,True
8418,115,Substation,' ',34.86312887,-116.8542106,Cool Water,sce,SUBSTATION,34.863112022671935,-116.85420697976257,0.0019022335424125846,True
8419,230,Substation,' ',37.05356146,-121.0211092,Los Banos,pge,SUBSTATION,37.05351312188253,-121.02110261140248,0.0054066605727590734,True
8420,500,Substation,' ',37.05350878,-121.0211078,Los Banos,pge,SUBSTATION,37.05351312188253,-121.02110261140248,0.0006671587359367319,True
8421,66,Substation,' ',37.0535541,-121.0211108,Los Banos,pge,SUBSTATION,37.05351312188253,-121.02110261140248,0.004614138772873954,True
8422,115,Substation,' ',37.05350336,-121.0210853,Los Banos,pge,SUBSTATION,37.05351312188253,-121.02110261140248,0.0018810347141631426,True
8427,230,Substation,' ',40.96096373,-121.5486459,Hat Creek 2,pge,SUBSTATION,40.96098323587359,-121.54859854432516,0.004529502609084891,True
8428,66,Substation,' ',40.96095737,-121.5485503,Hat Creek 2,pge,SUBSTATION,40.96098323587359,-121.54859854432516,0.004968229290750503,True
8433,66,Substation,' ',38.04445436,-122.2570372,Oleum,pge,SUBSTATION,38.04448561242868,-122.25701587075334,0.003945257402158056,True
8434,115,Substation,' ',38.04452863,-122.2570108,Oleum,pge,SUBSTATION,38.04448561242868,-122.25701587075334,0.0048039020809940115,True
8435,66,Substation,' ',37.12067402,-120.4726946,El Nido,pge,SUBSTATION,37.12063344519221,-120.47269727142356,0.004517925770844082,True
8436,115,Substation,' ',37.12064102,-120.4726993,El Nido,pge,SUBSTATION,37.12063344519221,-120.47269727142356,0.0008612697140661401,True
8439,66,Substation,' ',35.01409884,-117.7039948,Holgate,sce,SUBSTATION,35.01412270375938,-117.704034895897,0.004513852596360329,True
8440,115,Substation,' ',35.01410239,-117.7039961,Holgate,sce,SUBSTATION,35.01412270375938,-117.704034895897,0.00419346746466433,True
8443,230,Substation,' ',37.74200457,-120.8024239,Warnerville,other,SUBSTATION,37.74197967037467,-120.80246081085994,0.004266092716238555,True
8444,115,Substation,' ',37.7419919,-120.8024826,Warnerville,other,SUBSTATION,37.74197967037467,-120.80246081085994,0.0023494711059013095,True
8445,66,Substation,' ',35.60507136,-119.2037009,Famoso,pge,SUBSTATION,35.60504032904604,-119.20365312438253,0.005528268586005322,True
8446,115,Substation,' ',35.60508518,-119.203664,Famoso,pge,SUBSTATION,35.60504032904604,-119.20365312438253,0.005083197167219709,True
8453,230,Substation,' ',33.90312312,-118.3978623,Rosecrans,sce,SUBSTATION,33.903154038405944,-118.39784470240164,0.0038022712344788745,True
8454,66,Substation,' ',33.90320093,-118.3978271,Rosecrans,sce,SUBSTATION,33.903154038405944,-118.39784470240164,0.005461316956270233,True
8455,66,Substation,' ',33.92229008,-116.872771,Banning,sce,SUBSTATION,33.92233057378444,-116.87279168780988,0.004890605417731489,True
8456,115,Substation,' ',33.9223429,-116.8727578,Banning,sce,SUBSTATION,33.92233057378444,-116.87279168780988,0.0034140028531324937,True
8459,66,Substation,' ',36.70718981,-119.6108803,Sanger,pge,SUBSTATION,36.70722322080933,-119.61090006390856,0.0041117138492760595,True
8460,115,Substation,' ',36.70726213,-119.6108905,Sanger,pge,SUBSTATION,36.70722322080933,-119.61090006390856,0.004409708072790054,True
8461,230,Substation,' ',36.65357586,-120.5817931,Panoche,pge,SUBSTATION,36.65353625161828,-120.5817560649944,0.0055056748650797625,True
8462,115,Substation,' ',36.65353109,-120.5817603,Panoche,pge,SUBSTATION,36.65353625161828,-120.5817560649944,0.0006871254892555801,True
8463,66,Substation,' ',37.65081497,-122.4542636,Serramonte,pge,SUBSTATION,37.65079991874742,-122.4542630438474,0.0016743389901967113,True
8464,115,Substation,' ',37.65081013,-122.454267,Serramonte,pge,SUBSTATION,37.65079991874742,-122.4542630438474,0.0011876578027351732,True
8467,66,Substation,' ',35.45465829,-118.992237,Petrol,pge,SUBSTATION,35.45463055696804,-118.99219166849436,0.005135043608302258,True
8468,115,Substation,' ',35.45463751,-118.9921864,Petrol,pge,SUBSTATION,35.45463055696804,-118.99219166849436,0.0009085540571754852,True
8469,66,Substation,' ',37.37704703,-121.9542021,Scott,svp,SUBSTATION,37.37709314748377,-121.95419701320796,0.005147691228843531,True
8470,115,Substation,' ',37.37704667,-121.9541796,Scott,svp,SUBSTATION,37.37709314748377,-121.95419701320796,0.005392247719262688,True
8471,66,Substation,' ',32.90609709,-115.5138901,Mesquite Research Recovery,iid,SUBSTATION,32.906087609376456,-115.51389089470796,0.0010568046062326766,True
8472,115,Substation,' ',32.90606633,-115.5138748,Mesquite Research Recovery,iid,SUBSTATION,32.906087609376456,-115.51389089470796,0.002802905775251063,True
8475,230,Substation,' ',38.58729426,-121.4181505,Hurley,smud,SUBSTATION,38.58731451663071,-121.4181929186225,0.004320477566053614,True
8476,66,Substation,' ',38.58734227,-121.4182254,Hurley,smud,SUBSTATION,38.58731451663071,-121.4181929186225,0.004182567602563284,True
8477,115,Substation,' ',38.58730278,-121.4181639,Hurley,smud,SUBSTATION,38.58731451663071,-121.4181929186225,0.0028398309949206283,True
8480,230,Substation,' ',34.77653852,-118.7747463,Bailey,sce,SUBSTATION,34.776511933891044,-118.77471560428924,0.004074217970540387,True
8481,66,Substation,' ',34.77647168,-118.7747613,Bailey,sce,SUBSTATION,34.776511933891044,-118.77471560428924,0.006119918559566423,True
8486,230,Substation,' ',33.19231968,-115.4344433,Midway,iid,SUBSTATION,33.19236269131709,-115.43447426716568,0.005583639658585221,True
8487,115,Substation,' ',33.19240512,-115.4344666,Midway,iid,SUBSTATION,33.19236269131709,-115.43447426716568,0.00477149383061731,True
8488,230,Substation,' ',37.71241873,-121.5648323,Tesla,pge,SUBSTATION,37.71239639315276,-121.56485786768286,0.0033507159466795336,True
8489,500,Substation,' ',37.71239956,-121.564845,Tesla,pge,SUBSTATION,37.71239639315276,-121.56485786768286,0.001185420090438217,True
8490,66,Substation,' ',37.71244148,-121.5648307,Tesla,pge,SUBSTATION,37.71239639315276,-121.56485786768286,0.005553888300145844,True
8491,115,Substation,' ',37.7123613,-121.5648526,Tesla,pge,SUBSTATION,37.71239639315276,-121.56485786768286,0.003929596426831929,True
8492,230,Substation,' ',34.29117261,-114.1712965,Gene,other,SUBSTATION,34.291161900288785,-114.1712861481218,0.0015239966933803472,True
8493,66,Substation,' ',34.29119485,-114.1712708,Gene,other,SUBSTATION,34.291161900288785,-114.1712861481218,0.0039257883850199625,True
8494,66,Substation,' ',32.95547516,-115.5360384,Unknown,iid,SUBSTATION,32.95547967378185,-115.53602582638676,0.0012760118529506676,True
8495,115,Substation,' ',32.95550966,-115.5360311,Unknown,iid,SUBSTATION,32.95547967378185,-115.53602582638676,0.003370425128696695,True
8496,230,Substation,' ',35.65249117,-117.7957761,Inyokern,sce,SUBSTATION,35.652518826535186,-117.7958008875476,0.00380437101946728,True
8497,66,Substation,' ',35.65256098,-117.7958443,Inyokern,sce,SUBSTATION,35.652518826535186,-117.7958008875476,0.006111955522009196,True
8498,115,Substation,' ',35.6524786,-117.7958421,Inyokern,sce,SUBSTATION,35.652518826535186,-117.7958008875476,0.005820087619214929,True
8501,66,Substation,' ',33.93261159,-116.5051758,Coffee,sce,SUBSTATION,33.93261579282901,-116.50516472375033,0.0011236638378147128,True
8502,115,Substation,' ',33.93263853,-116.5051906,Coffee,sce,SUBSTATION,33.93261579282901,-116.50516472375033,0.003477243960662934,True
8503,230,Substation,' ',39.55524025,-121.644835,Table Mt.,pge,SUBSTATION,39.55528056360781,-121.64478736387608,0.006064080607399521,True
8504,500,Substation,' ',39.55531107,-121.6447716,Table Mt.,pge,SUBSTATION,39.55528056360781,-121.64478736387608,0.003651466660586526,True
8505,66,Substation,' ',39.55523152,-121.644793,Table Mt.,pge,SUBSTATION,39.55528056360781,-121.64478736387608,0.00547476545857213,True
8506,115,Substation,' ',39.55526209,-121.6447486,Table Mt.,pge,SUBSTATION,39.55528056360781,-121.64478736387608,0.003906929099212469,True
8507,230,Substation,' ',37.82120821,-121.6609017,Wind Driven,pge,SUBSTATION,37.82124149972409,-121.6609369008515,0.004823075140042747,True
8508,66,Substation,' ',37.82122073,-121.6609024,Wind Driven,pge,SUBSTATION,37.82124149972409,-121.6609369008515,0.0038101383108699164,True
8511,230,Substation,' ',38.07693736,-122.5405147,Ignacio,pge,SUBSTATION,38.07692860079395,-122.54056371767577,0.004399716877117788,True
8512,66,Substation,' ',38.07696184,-122.540554,Ignacio,pge,SUBSTATION,38.07692860079395,-122.54056371767577,0.003792645369062615,True
8513,115,Substation,' ',38.07689652,-122.5406123,Ignacio,pge,SUBSTATION,38.07692860079395,-122.54056371767577,0.005550532138671742,True
8522,230,Substation,' ',42.00660274,-121.3166427,Malin,pge,,42.00661230121407,-121.316599524345,0.0037224555744965653,True
8523,500,Substation,' ',42.00665191,-121.3166395,Malin,pge,,42.00661230121407,-121.316599524345,0.005505237645125586,True
8524,66,Substation,' ',37.98526516,-122.3368032,San Pablo,pge,SUBSTATION,37.98529640750591,-122.33682526254108,0.0039763409055136424,True
8525,115,Substation,' ',37.98526683,-122.3368173,San Pablo,pge,SUBSTATION,37.98529640750591,-122.33682526254108,0.0033620882683980187,True
8526,230,Substation,' ',33.76401376,-118.2276395,Main Oil,sce,,33.763998871596186,-118.2276040552649,0.0036710051725472067,True
8527,66,Substation,' ',33.76397222,-118.2275881,Main Oil,sce,,33.763998871596186,-118.2276040552649,0.0033102588765795814,True
8528,230,Substation,' ',40.79219236,-122.7673924,Trinity,wapa,SUBSTATION,40.79220264940447,-122.7673977478663,0.0012295187508830187,True
8529,66,Substation,' ',40.79216603,-122.7674276,Trinity,wapa,SUBSTATION,40.79220264940447,-122.7673977478663,0.0047849580357817376,True
8532,66,Substation,' ',32.97036114,-115.5342611,Rio Vista,iid,SUBSTATION,32.97039662695644,-115.53421821825737,0.005619005272284567,True
8533,115,Substation,' ',32.97039541,-115.534179,Rio Vista,iid,SUBSTATION,32.97039662695644,-115.53421821825737,0.003661062741864968,True
8534,230,Substation,' ',38.12736919,-121.8308081,High Winds,other,SUBSTATION,38.12739585707894,-121.8307770616785,0.004020390153207322,True
8535,500,Substation,' ',38.12735372,-121.8307367,High Winds,other,SUBSTATION,38.12739585707894,-121.8307770616785,0.005866629234375944,True
8540,66,Substation,' ',38.29545728,-122.2788672,Napa,pge,SUBSTATION,38.2954518695612,-122.27891504790612,0.004218737532600069,True
8541,115,Substation,' ',38.29545198,-122.2788719,Napa,pge,SUBSTATION,38.2954518695612,-122.27891504790612,0.003765478300168382,True
8542,230,Substation,' ',40.0861195,-121.1486435,Caribou 2,pge,SUBSTATION,40.08612756790898,-121.14869302914649,0.004308022557179955,True
8543,66,Substation,' ',40.08611134,-121.1487146,Caribou 2,pge,SUBSTATION,40.08612756790898,-121.14869302914649,0.0025736433948574163,True
8544,115,Substation,' ',40.08608078,-121.1486931,Caribou 2,pge,SUBSTATION,40.08612756790898,-121.14869302914649,0.005202581598811085,True
8545,66,Substation,' ',32.67000086,-115.4362865,Border,iid,SUBSTATION,32.67001514224579,-115.43628803823964,0.0015946269736551541,True
8546,115,Substation,' ',32.66999279,-115.436283,Border,iid,SUBSTATION,32.67001514224579,-115.43628803823964,0.0025298014124349216,True
8551,230,Substation,' ',33.89569461,-118.3732787,El Nido,sce,SUBSTATION,33.895658598875904,-118.373322105196,0.005664250686965974,True
8552,66,Substation,' ',33.89569302,-118.3733574,El Nido,sce,SUBSTATION,33.895658598875904,-118.373322105196,0.005026090559605268,True
8553,230,Substation,' ',40.99101788,-121.4978393,Pit 1,pge,SUBSTATION,40.99103496354888,-121.49779162016772,0.004429801498396577,True
8554,66,Substation,' ',40.99102695,-121.4977594,Pit 1,pge,SUBSTATION,40.99103496354888,-121.49779162016772,0.0028473024195144548,True
8555,230,Substation,' ',32.85966256,-116.8991849,Los Coches,sdge,SUBSTATION,32.85961372106041,-116.8992092308914,0.005886985443903269,True
8556,66,Substation,' ',32.85962802,-116.8992008,Los Coches,sdge,SUBSTATION,32.85961372106041,-116.8992092308914,0.0017742960393868205,True
8561,66,Substation,' ',38.90969662,-121.542537,East Nicolaus,pge,SUBSTATION,38.9097025313182,-121.54249826250768,0.0034156003206823934,True
8562,115,Substation,' ',38.90971428,-121.5424499,East Nicolaus,pge,SUBSTATION,38.9097025313182,-121.54249826250768,0.004383742613456815,True
8565,230,Substation,' ',39.02426495,-120.5964417,Middle Fork,pge,SUBSTATION,39.024247428028936,-120.59641017110816,0.0033487636474372716,True
8566,66,Substation,' ',39.0242176,-120.596375,Middle Fork,pge,SUBSTATION,39.024247428028936,-120.59641017110816,0.004497964722458647,True
8569,230,Substation,' ',33.92880827,-118.1057578,Center,sce,SUBSTATION,33.92883001219632,-118.10575462957712,0.002435253070678084,True
8570,66,Substation,' ',33.92887029,-118.1057597,Center,sce,SUBSTATION,33.92883001219632,-118.10575462957712,0.004503052783753525,True
8571,66,Substation,' ',33.84774654,-118.3033435,Halldale,ladwp,SUBSTATION,33.84777363353841,-118.3033196405509,0.003732448156234028,True
8572,115,Substation,' ',33.84778553,-118.3032851,Halldale,ladwp,SUBSTATION,33.84777363353841,-118.3033196405509,0.0034532218196976832,True
8573,230,Substation,' ',36.61081221,-119.6391792,McCall,pge,SUBSTATION,36.61082900597876,-119.63921063456868,0.0033704961433754436,True
8574,115,Substation,' ',36.61084886,-119.6392455,McCall,pge,SUBSTATION,36.61082900597876,-119.63921063456868,0.0038155165216250137,True
8575,230,Substation,' ',38.01838518,-122.0612753,Tesoro,other,SUBSTATION,38.018425059815854,-122.06131586850118,0.005682774730015872,True
8576,66,Substation,' ',38.01838543,-122.061269,Tesoro,other,SUBSTATION,38.018425059815854,-122.06131586850118,0.006022902138383019,True
8577,66,Substation,' ',39.25664803,-120.7667715,Drum 1,pge,SUBSTATION,39.25666722895088,-120.76679573880246,0.0029854520139326783,True
8578,115,Substation,' ',39.25668413,-120.7667659,Drum 1,pge,SUBSTATION,39.25666722895088,-120.76679573880246,0.003183118459482095,True
8579,230,Substation,' ',34.15084119,-118.1843115,Eagle Rock,sce,SUBSTATION,34.15085612442867,-118.18431842576358,0.0017787270770399269,True
8580,66,Substation,' ',34.15090533,-118.1843309,Eagle Rock,sce,SUBSTATION,34.15085612442867,-118.18431842576358,0.005590525319861228,True
8581,66,Substation,' ',39.33739981,-120.2212791,Truckee Donner,other,SUBSTATION,39.3373668955442,-120.22126260669997,0.003925174803275884,True
8582,115,Substation,' ',39.3373937,-120.2212761,Truckee Donner,other,SUBSTATION,39.3373668955442,-120.22126260669997,0.0031984551788834885,True
8583,230,Substation,' ',34.06832037,-118.4883739,Kenter Canyon,ladwp,SUBSTATION,34.06828428091254,-118.48839794963172,0.004583751616320438,True
8584,115,Substation,' ',34.06832049,-118.4883642,Kenter Canyon,ladwp,SUBSTATION,34.06828428091254,-118.48839794963172,0.005086730703151339,True
8587,66,Substation,' ',37.55159911,-122.2928268,Bay Meadows,pge,SUBSTATION,37.55158035932156,-122.29285775519622,0.003434231077006002,True
8588,115,Substation,' ',37.55156531,-122.2928937,Bay Meadows,pge,SUBSTATION,37.55158035932156,-122.29285775519622,0.0035834689584648373,True
8589,230,Substation,' ',33.21143869,-117.3345195,San Luis Rey,sdge,SUBSTATION,33.211474710535136,-117.33454909877236,0.0048605443456387,True
8590,66,Substation,' ',33.21149374,-117.3345537,San Luis Rey,sdge,SUBSTATION,33.211474710535136,-117.33454909877236,0.002158843833722948,True
8591,66,Substation,' ',37.49041743,-122.2130487,Redwood City,pge,SUBSTATION,37.49046667016374,-122.21306391272245,0.005637367103018384,True
8592,115,Substation,' ',37.49050174,-122.2130761,Redwood City,pge,SUBSTATION,37.49046667016374,-122.21306391272245,0.004045116878134523,True
8593,230,Substation,' ',35.0994889,-118.3781251,Highwind,sce,SUBSTATION,35.09945518170935,-118.37812372802148,0.0037513798476313262,True
8594,66,Substation,' ',35.09949439,-118.3781208,Highwind,sce,SUBSTATION,35.09945518170935,-118.37812372802148,0.0043678930297742155,True
8599,66,Substation,' ',33.79818926,-118.2578819,Station C (Wilmington),ladwp,SUBSTATION,33.79819522762282,-118.25788105422572,0.0006681557446177536,True
8600,115,Substation,' ',33.7982105,-118.2579099,Station C (Wilmington),ladwp,SUBSTATION,33.79819522762282,-118.25788105422572,0.0031604588215615507,True
8603,500,Substation,' ',32.74652429,-114.4904054,North Gila,other,,32.746502999638864,-114.4903570231026,0.005106292682357739,True
8604,115,Substation,' ',32.74652769,-114.490333,North Gila,other,,32.746502999638864,-114.4903570231026,0.00354755785207771,True
8607,230,Substation,' ',34.03829757,-118.3707365,Station D (Fairfax),ladwp,SUBSTATION,34.038251794681585,-118.3707577709808,0.005454304425068701,True
8608,115,Substation,' ',34.03820636,-118.3707952,Station D (Fairfax),ladwp,SUBSTATION,34.038251794681585,-118.3707577709808,0.006117043243539807,True
8609,230,Substation,' ',37.91908243,-121.6767862,Brentwood,pge,SUBSTATION,37.91905743453774,-121.6767632027892,0.0034342970122571022,True
8610,66,Substation,' ',37.91909304,-121.6767672,Brentwood,pge,SUBSTATION,37.91905743453774,-121.6767632027892,0.003974642946904204,True
8615,66,Substation,' ',40.65478853,-122.3893884,Knauf,other,SUBSTATION,40.65482430816292,-122.38943098144708,0.005360065972691865,True
8616,115,Substation,' ',40.65483902,-122.3894407,Knauf,other,SUBSTATION,40.65482430816292,-122.38943098144708,0.0018298196216075184,True
