substation,n_feeders,division,voltages,total_res_cust,total_com_cust,redacted_any,lat,lon,our_pge_idx,our_pge_match,our_pge_name,our_pge_voltage_kv,basin_matched,basin_name,cats_dist_km,cats_matched,cats_kv
LODI,2,Stockton,12.0,2817,357,No,,,591,exact,LODI,12.0,False,,,False,
LOGAN CREEK,3,North Valley,21.0,1615,483,Yes,39.53951119071489,-122.26305085446424,41,exact,LOGAN CREEK,21.0,True,Logan Creek,3.905590064082343e-06,True,230.0
LONE TREE,4,Diablo,21.0,10541,654,No,37.94623587461143,-121.7597975664782,217,exact,LONE TREE,21.0,True,Lone Tree,2.9838156066522664e-06,True,230.0
LOS ALTOS,5,De Anza,12.0,7118,606,Yes,37.39384444710306,-122.11472499894712,350,exact,LOS ALTOS,12.0,True,Los Altos,3.352851473858322e-07,True,66.0
LOS COCHES,2,Central Coast,12.0,55,23,No,36.36646576287461,-121.28008081271584,223,exact,LOS COCHES,12.0,True,Los Coches,1.1825771261853435e-06,True,66.0
LOS GATOS,5,De Anza,12.0,7376,927,Yes,37.22643981154891,-121.97735216024137,261,exact,LOS GATOS,12.0,True,Los Gatos,3.524402972892311e-06,True,66.0
LOS MOLINOS,2,North Valley,12.0,2069,220,Yes,40.03419987957665,-122.0961177707717,635,exact,LOS MOLINOS,12.0,True,Los Molinos,2.4888723117864045e-06,True,66.0
LOS OSITOS,3,Central Coast,21.0,5309,503,No,36.29381155278764,-121.2002607208847,543,exact,LOS OSITOS,21.0,True,Los Ositos,5.825647748289384,False,66.0
LOW GAP,1,Humboldt,12.0,608,92,Yes,40.43324912756948,-123.472691142014,363,exact,LOW GAP,12.0,True,Low Gap,3.566210239101362e-06,True,115.0
LOYOLA,4,De Anza,12.0;4.16,6049,480,No,37.36105837680576,-122.0997083840317,487,exact,LOYOLA,12.0,True,Loyola,1.4552987323920131e-06,True,66.0
LUCERNE,2,Humboldt,12.0,5031,381,No,39.11038685603239,-122.81283817023412,441,exact,LUCERNE,12.0,True,Lucerne,2.6058112143489936e-06,True,115.0
MABURY,4,San Jose,12.0,13307,1104,No,37.36081517235132,-121.86415760519633,357,exact,MABURY,12.0,True,Mabury,5.284661602340607e-07,True,115.0
MADERA,7,Yosemite,12.0,9703,925,Yes,,,473,exact,MADERA,12.0,False,,,False,
MADISON,3,Sacramento,12.0;21.0,3264,443,Yes,38.670686014266025,-121.96934698137233,-1,unmatched,,,True,Madison,1.6853058205452028e-06,True,66.0
MAGUNDEN,7,Kern,12.0;21.0,15561,984,Yes,35.361126825277424,-118.9217317285238,599,exact,MAGUNDEN,12.0,True,Magunden,0.003023109202947219,True,230.0
MALAGA,10,Fresno,12.0,10313,1003,Yes,36.69325501803404,-119.72653397903986,259,exact,MALAGA,12.0,True,Malaga,1.8815731068811438e-06,True,115.0
MANCHESTER,12,Fresno,12.0,22050,2612,Yes,36.78805531433461,-119.78787886781062,205,exact,MANCHESTER,12.0,True,Manchester,6.873616956168696,False,66.0
MANTECA,8,Stockton,17.0,23281,1539,Yes,37.801133988578215,-121.22386999463303,372,exact,MANTECA,17.0,True,Manteca,0.004077041222239598,True,115.0
MAPLE,1,East Bay,4.16,1079,32,No,,,71,exact,MAPLE,4.16,False,,,False,
MAPLE CREEK,1,Humboldt,12.0,97,29,Yes,40.76789910706237,-123.873700206482,403,exact,MAPLE CREEK,12.0,True,Maple Creek,0.0056811070066370125,True,66.0
MARICOPA,2,Kern,12.0,527,88,Yes,35.10778001807841,-119.39818100307734,282,exact,MARICOPA,12.0,True,Maricopa,3.5216126275388163e-07,True,66.0
MARINA (F),10,San francisco,12.0;4.16,13971,831,Yes,,,-1,unmatched,,,False,,,False,
MARIPOSA,2,Yosemite,21.0,6292,766,No,37.50444462762693,-120.00778324285658,154,exact,MARIPOSA,21.0,True,Mariposa,10.106162261053521,False,66.0
MARTELL,3,Stockton,12.0,3771,786,No,38.36910799331439,-120.79675402179372,66,exact,MARTELL,12.0,True,Martell,1.935389296296213e-06,True,66.0
MARYSVILLE,7,Sacramento,12.0,7448,1251,Yes,39.14002976308495,-121.5834742691922,388,exact,MARYSVILLE,12.0,True,Marysville,2.679023430947974e-06,True,66.0
MAXWELL,3,Sacramento,12.0,694,221,Yes,39.27695996315382,-122.15328887379604,492,exact,MAXWELL,12.0,True,Maxwell,2.2826184114703705e-06,True,66.0
MC ARTHUR,2,North Valley,12.0,1212,253,No,41.05123900244495,-121.40826095781478,502,exact,MC ARTHUR,12.0,True,Mc Arthur,3.5478568474188284e-06,True,66.0
MC CALL,8,Fresno,12.0,12422,1292,Yes,,,47,exact,MC CALL,12.0,False,,,False,
MC FARLAND,4,Kern,12.0,2882,259,Yes,35.6883840601955,-119.2768598083155,228,exact,MC FARLAND,12.0,True,Mc Farland,7.513120133139948e-07,True,66.0
MC KEE,10,San Jose,12.0,37658,1656,Yes,37.3662534085359,-121.84335247469508,517,exact,MC KEE,12.0,True,Mc Kee,2.242229447367051e-06,True,115.0
MC MULLIN,3,Fresno,12.0,676,135,No,36.59336916065014,-119.9887083695419,342,exact,MC MULLIN,12.0,True,Mc Mullin,2.7201643585157837e-06,True,230.0
MCKITTRICK,1,Kern,12.0,47,47,Yes,35.29631924245988,-119.62700952309002,127,exact,MCKITTRICK,12.0,True,Mckittrick,2.1132983894469337e-06,True,66.0
MEADOW LANE,9,Diablo,21.0,22159,2553,Yes,37.96324325632197,-122.05225312487916,389,exact,MEADOW LANE,21.0,True,Meadow Lane,2.219087146770898e-06,True,115.0
MENDOCINO,1,Humboldt,12.0,1496,140,No,39.250483534031325,-123.1963905905829,488,exact,MENDOCINO,12.0,True,Mendocino,8.569559896473233,False,66.0
MENDOTA,4,Yosemite,12.0,3257,342,Yes,36.72059631080433,-120.45895510584718,202,exact,MENDOTA,12.0,True,Mendota,5.287751752376874e-07,True,66.0
MENLO,8,Peninsula,12.0;4.16,12250,716,Yes,37.43280833182845,-122.2027583179545,323,exact,MENLO,4.16,True,Menlo,1.5982991058121808e-06,True,66.0
MERCED,5,Yosemite,12.0;21.0,12929,1481,Yes,37.27330800181223,-120.4872390057089,271,exact,MERCED,12.0,True,Merced,0.0033982996670984217,True,66.0
MERCED FALLS,1,Yosemite,12.0,1509,192,No,37.5231917383836,-120.33034452620844,528,exact,MERCED FALLS,12.0,True,Merced Falls,2.3182853377112743e-06,True,66.0
MERIDIAN,2,Sacramento,12.0,351,106,Yes,,,-1,unmatched,,,False,,,False,
MESA,4,Los Padres,12.0,9935,732,Yes,35.00886455676995,-120.45319888309312,73,exact,MESA,12.0,True,Mesa,0.005095244389615194,True,115.0
METTLER,2,Stockton,12.0,1107,164,Yes,38.077922370760064,-121.28690168406489,530,exact,METTLER,12.0,True,Mettler,1.3973524866991552e-06,True,66.0
MIDDLE RIVER,3,Stockton,12.0,54,83,Yes,37.936957360514114,-121.52921205843272,260,exact,MIDDLE RIVER,12.0,True,Middle River,6.956169875001974,False,66.0
MIDDLETOWN,3,Humboldt,12.0,4202,457,No,38.75291721241588,-122.60872248884506,253,exact,MIDDLETOWN,12.0,True,Middletown,9.063791567615171,False,230.0
MIDWAY,4,Kern,12.0,601,212,Yes,35.403680946179904,-119.45237612261928,643,exact,MIDWAY,12.0,True,Midway,0.003437608391412247,True,230.0
MILLBRAE,9,Peninsula,12.0;4.16,14415,1178,Yes,37.60593812655228,-122.39189344273694,445,exact,MILLBRAE,4.16,True,Millbrae,3.7842343744727173e-06,True,115.0
MILPITAS,13,San Jose,12.0;21.0,30790,1763,Yes,37.41538248570829,-121.88837260043444,582,exact,MILPITAS,21.0,True,Milpitas,4.787559508036674e-07,True,115.0
MIRA VISTA,2,East Bay,4.16,3260,57,No,37.93855075112244,-122.32462290119236,431,exact,MIRA VISTA,4.16,True,Mira Vista,1.628243617795865e-07,True,66.0
MIRABEL,2,Sonoma,12.0,3512,301,Yes,38.48950733334947,-122.89418272045346,626,exact,MIRABEL,12.0,True,Mirabel,1.8187053220007904e-06,True,66.0
MISSION (X),20,San francisco,12.0,47153,3937,Yes,,,-1,unmatched,,,False,,,False,
MIWUK,2,Yosemite,17.0,7047,454,No,,,316,exact,MIWUK,17.0,False,,,False,
MOLINO,4,Sonoma,12.0,15283,1730,No,38.4252880061949,-122.8323259975505,491,exact,MOLINO,12.0,True,Molino,4.738701924564424e-07,True,66.0
MONARCH,3,Stockton,4.16,1610,162,No,37.96937501643341,-121.2802389849553,216,exact,MONARCH,4.16,True,Monarch,1.3771474024545263e-06,True,66.0
MONROE,6,Sonoma,12.0;21.0,20860,1798,Yes,38.453223885544176,-122.74421648741736,328,exact,MONROE,12.0,True,Monroe,3.244775223723928,False,115.0
MONTAGUE,9,San Jose,21.0,7622,1002,Yes,37.403332697501774,-121.90599044132966,269,exact,MONTAGUE,21.0,True,Montague,3.6612433339792765e-06,True,115.0
MONTE RIO,3,Sonoma,12.0,6153,599,Yes,38.47141397437374,-123.01223630501092,330,exact,MONTE RIO,12.0,True,Monte Rio,6.533180619808346e-07,True,66.0
MONTEREY,1,Central coast,21.0,4239,487,No,36.59982742598498,-121.89048372337044,-1,unmatched,,,True,Monterey,2.133499842741391e-06,True,66.0
MONTICELLO,1,North Bay,12.0,1122,179,No,38.50851658942113,-122.21446363828817,468,exact,MONTICELLO,12.0,True,Monticello,19.15319041435176,False,115.0
MORAGA,5,Diablo,12.0,9279,720,No,37.84776392918334,-122.16083185480454,613,exact,MORAGA,12.0,True,Moraga,0.0007672772014901807,True,115.0
MORGAN HILL,8,San Jose,21.0,21635,2289,Yes,37.12670056195035,-121.6589030313354,256,exact,MORGAN HILL,21.0,True,Morgan Hill,2.7865247370797174e-06,True,115.0
MORMON,3,Stockton,12.0,5322,507,Yes,37.96883799029348,-121.18598299624314,444,exact,MORMON,12.0,True,Mormon,3.3093810252101803e-07,True,66.0
MORRO BAY,2,Los Padres,12.0,10311,1206,No,35.37433961065797,-120.85601432618392,611,exact,MORRO BAY,12.0,True,Morro Bay,0.0031800501927952887,True,230.0
MOSHER,6,Stockton,21.0,14440,676,No,38.021869998315466,-121.28097901653813,254,exact,MOSHER,21.0,True,Mosher,1.4607434126434005e-06,True,66.0
MOUNTAIN QUARRIES,1,Sierra,21.0,3385,229,No,,,49,exact,MOUNTAIN QUARRIES,21.0,False,,,False,
MOUNTAIN VIEW,13,De Anza,12.0,37965,2030,Yes,,,588,exact,MOUNTAIN VIEW,12.0,False,,,False,
MT EDEN,14,Mission,12.0,30096,3341,Yes,,,583,exact,MT EDEN,12.0,False,,,False,
NAPA,7,North Bay,12.0,18010,2049,No,38.2954518695612,-122.27891504790612,590,exact,NAPA,12.0,True,Napa,0.003765478300168382,True,115.0
NARROWS,3,Sierra,21.0,7428,541,No,39.23512866946219,-121.26863146830156,116,exact,NARROWS,21.0,True,Narrows,4.1642041788879185,False,66.0
NEW HOPE,2,Stockton,12.0,548,94,Yes,,,36,exact,NEW HOPE,12.0,False,,,False,
NEWARK 12KV,8,Mission,12.0,15584,1248,Yes,,,564,exact,NEWARK 12KV,12.0,False,,,False,
NEWARK 21KV,9,Mission,21.0,13946,2298,Yes,,,496,exact,NEWARK 21KV,21.0,False,,,False,
NEWBURG,3,Humboldt,12.0,6340,776,No,40.59459298156031,-124.1352072063305,620,exact,NEWBURG,12.0,True,Newburg,5.619641903175505e-07,True,66.0
NEWHALL,2,Yosemite,12.0,21,33,Yes,36.86696373850815,-120.3280422136908,-1,unmatched,,,True,Newhall,1.2291689811764728e-06,True,115.0
NEWMAN,4,Yosemite,12.0,4338,400,Yes,37.315586112666914,-121.01501392854986,181,exact,NEWMAN,12.0,True,Newman,2.5421416502044253e-06,True,66.0
NORCO,2,Kern,12.0,3,42,Yes,35.28599981233232,-119.30903741111212,438,exact,NORCO,12.0,True,Norco,1.0414120379468935e-06,True,115.0
NORD,4,North Valley,12.0,7209,802,No,39.760240802984654,-121.90704864173188,559,exact,NORD,12.0,True,Nord,3.582587904041401e-06,True,115.0
NORIEGA,2,San francisco,4.16,1421,53,No,,,550,exact,NORIEGA,4.16,False,,,False,
NORTECH,5,San Jose,21.0,3971,252,Yes,37.42070310255024,-121.95986987419542,649,exact,NORTECH,21.0,True,Nortech,2.2963904397809024e-06,True,115.0
NORTH DUBLIN,2,Mission,21.0,8482,558,No,,,61,exact,NORTH DUBLIN,21.0,False,,,False,
NORTH TOWER,4,North Bay,12.0,16743,810,No,38.06582096810914,-122.19632934541984,415,exact,NORTH TOWER,12.0,True,North Tower,3.9817921898005724e-06,True,115.0
NOTRE DAME,4,North Valley,12.0,8717,674,No,39.73015382806001,-121.79636502454132,536,exact,NOTRE DAME,12.0,True,Notre Dame,2.1097328293376454e-06,True,115.0
NOVATO,4,Sonoma,12.0,4303,663,Yes,38.108614398502894,-122.56824321885992,424,exact,NOVATO,12.0,True,Novato,1.65848486421085e-06,True,66.0
OAK,1,East Bay,4.16,1243,68,No,37.90188336246642,-122.2863009581251,353,exact,OAK,4.16,True,Oak,3.684321524408267e-06,True,66.0
OAKHURST,3,Yosemite,12.0,5570,1234,No,37.32195435968183,-119.63433155980304,598,exact,OAKHURST,12.0,True,Oakhurst,3.5546627733852805e-06,True,115.0
OAKLAND C,22,East Bay,12.0,18903,2820,Yes,37.79786600794784,-122.28200602092356,348,exact,OAKLAND C,12.0,True,Oakland C,1.852531484504335e-06,True,115.0
OAKLAND D,22,East Bay,12.0;4.16,46135,3836,Yes,37.83757074843421,-122.26361185898772,618,exact,OAKLAND D,12.0,True,Oakland D,3.6057621409066655e-06,True,115.0
OAKLAND I,2,East bay,4.16,2092,94,No,37.79743896091407,-122.28073765446842,429,exact,OAKLAND I,4.16,True,Oakland I,4.001889676134308e-06,True,115.0
OAKLAND J,18,East Bay,12.0;4.16,48353,3290,Yes,37.76299826428102,-122.21449482097786,442,exact,OAKLAND J,12.0,True,Oakland J,1.9045145592433163e-06,True,115.0
OAKLAND K,4,East Bay,12.0,9677,497,Yes,,,-1,unmatched,,,False,,,False,
OAKLAND L,14,East Bay,12.0,16116,1629,Yes,37.81031399495175,-122.27141300504756,274,exact,OAKLAND L,12.0,True,Oakland L,7.153504108577808e-07,True,115.0
OAKLAND X,13,East Bay,12.0;4.16,56484,2373,Yes,37.805289865997466,-122.23126768762208,408,exact,OAKLAND X,12.0,True,Oakland X,1.1750124199561003e-06,True,115.0
OCEAN,2,San francisco,4.16,2796,91,No,,,479,exact,OCEAN,4.16,False,,,False,
OCEANO,6,Los padres,12.0,23783,2805,No,35.10171139194951,-120.58099108951156,483,exact,OCEANO,12.0,True,Oceano,9.784722307132141e-07,True,115.0
OILFIELDS,3,Central Coast,12.0;21.0,4917,602,Yes,,,418,exact,OILFIELDS,12.0,False,,,False,
OLD RIVER,5,Kern,12.0,837,208,Yes,35.20843056321126,-119.10068620407476,561,exact,OLD RIVER,12.0,True,Old River,5.143479248408755e-07,True,66.0
OLEMA,1,Sonoma,12.0,1803,351,No,38.04217884496899,-122.786452187854,160,exact,OLEMA,12.0,True,Olema,1.2017966382843553e-06,True,66.0
OLETA,2,Stockton,12.0,2310,423,No,38.48076425490602,-120.84494363383558,175,exact,OLETA,12.0,True,Oleta,2.995323884784645e-06,True,66.0
OLIVEHURST,5,Sacramento,12.0,7689,527,No,39.09206971077931,-121.54297320499404,648,exact,OLIVEHURST,12.0,True,Olivehurst,4.524454589763497,False,66.0
OREGON TRAIL,3,North Valley,12.0,3694,236,Yes,40.61904558800701,-122.32206024241452,46,exact,OREGON TRAIL,12.0,True,Oregon Trail,0.0021749096404801807,True,66.0
ORICK,2,Humboldt,12.0,236,89,No,41.2942870880898,-124.0568713812834,62,exact,ORICK,12.0,True,Orick,1.5780210778560336e-06,True,66.0
ORLAND B,3,North Valley,12.0,3982,549,No,39.72519600027397,-122.17874101256352,268,exact,ORLAND B,12.0,True,Orland B,1.074888186538749e-06,True,66.0
ORO FINO,2,North Valley,12.0,3734,147,No,39.87156253113776,-121.61078506142388,572,exact,ORO FINO,12.0,True,Oro Fino,12.35012859291035,False,66.0
ORO LOMA,6,Yosemite,12.0,1397,336,Yes,36.886750573285184,-120.65491603381926,280,exact,ORO LOMA,12.0,True,Oro Loma,0.0028148195053957674,True,66.0
OROSI,4,Fresno,12.0,4230,351,Yes,36.54483612446745,-119.25141944291128,421,exact,OROSI,12.0,True,Orosi,3.865446916467052e-06,True,66.0
OROVILLE,6,North Valley,12.0;4.16,5105,877,Yes,39.50399794952197,-121.56015501732595,526,exact,OROVILLE,12.0,True,Oroville,1.4874444705633761e-06,True,66.0
ORTIGA,2,Yosemite,12.0,3288,232,Yes,36.98352226268427,-120.81948913475556,570,exact,ORTIGA,12.0,True,Ortiga,3.1015036530986115e-06,True,66.0
OTTER,2,Central Coast,12.0,901,172,No,36.38008663965642,-121.8993004698779,302,exact,OTTER,12.0,True,Otter,2.6968917038804484e-06,True,66.0
PACIFIC GROVE,4,Central Coast,4.16,3516,273,Yes,36.61739068641315,-121.91902970025458,461,exact,PACIFIC GROVE,4.16,True,Pacific Grove,3.994857251608736e-07,True,66.0
PACIFICA,4,Peninsula,12.0,9332,544,Yes,37.59480099325919,-122.48881601975864,286,exact,PACIFICA,12.0,True,Pacifica,1.7781511478519903e-06,True,66.0
PALMER,1,Los Padres,12.0,763,108,No,34.82531944132415,-120.29879444459286,249,exact,PALMER,12.0,True,Palmer,4.073078695560702e-06,True,115.0
PALO SECO,1,East Bay,4.16,600,9,No,37.81910650759913,-122.20595533965694,486,exact,PALO SECO,4.16,True,Palo Seco,2.2773437191667263,False,66.0
PANAMA,2,Kern,21.0,10616,484,No,35.295556072797815,-119.0216521139904,78,exact,PANAMA,21.0,True,Panama,1.307263033755962e-06,True,66.0
PANOCHE,3,Yosemite,12.0,133,144,Yes,36.65353625161828,-120.5817560649944,644,exact,PANOCHE,12.0,True,Panoche,0.0006871254892555801,True,115.0
PANORAMA,2,North Valley,12.0,3813,232,No,40.43436790172827,-122.26792297442684,5,exact,PANORAMA,12.0,True,Panorama,2.1729235994770288e-06,True,115.0
PARADISE,5,North Valley,12.0,7347,760,No,39.76066295290581,-121.61873043546984,156,exact,PARADISE,12.0,True,Paradise,3.049063199888012e-06,True,66.0
PARKWAY,3,North Bay,12.0,7284,371,Yes,38.13818918955193,-122.20911047771322,433,exact,PARKWAY,12.0,True,Parkway,1.9497792046591503e-06,True,230.0
PARLIER,4,Fresno,12.0,3913,311,Yes,36.60755351445216,-119.52131008495267,509,exact,PARLIER,12.0,True,Parlier,1.4314626408534727e-06,True,66.0
PARSONS,1,Mission,4.16,953,25,No,37.701870770501614,-122.08279949493938,505,exact,PARSONS,4.16,True,Parsons,4.4870250348463854e-07,True,66.0
PASO ROBLES,7,Los padres,12.0;21.0,15186,2020,No,35.615638873572074,-120.67949166031464,609,exact,PASO ROBLES,21.0,True,Paso Robles,3.609280351101057e-06,True,66.0
PAUL SWEET,9,Central Coast,21.0,45073,4941,Yes,36.99232273085709,-121.98217929661874,279,exact,PAUL SWEET,21.0,True,Paul Sweet,0.0025936524774089493,True,115.0
PEABODY,8,North bay,21.0,29660,1245,Yes,38.28546411187329,-121.9707061017594,168,exact,PEABODY,21.0,True,Peabody,0.0014169127485801508,True,230.0
PEACHTON,3,North Valley,12.0,1703,285,Yes,39.37824172207953,-121.68509451825736,164,exact,PEACHTON,12.0,True,Peachton,1.5861799878689509e-06,True,66.0
PEASE,5,Sacramento,12.0,7752,439,Yes,39.170232484388265,-121.66130954428624,139,exact,PEASE,12.0,True,Pease,3.848812183333381e-06,True,66.0
PENNGROVE,1,Sonoma,12.0,2278,135,No,38.315508557263975,-122.68113148263924,475,exact,PENNGROVE,12.0,True,Penngrove,1.544883323731378e-06,True,115.0
PENRYN,4,Sierra,12.0,7523,820,No,38.84450411971604,-121.16656041028244,42,exact,PENRYN,12.0,True,Penryn,8.910640982606437e-07,True,66.0
PEORIA,3,Yosemite,17.0,6868,667,No,37.90373843285021,-120.49781126746883,167,exact,PEORIA,17.0,True,Peoria,2.8717516582265817e-06,True,115.0
PERRY,2,Los Padres,12.0,4373,664,No,35.57091817059289,-121.05537112809648,25,exact,PERRY,12.0,True,Perry,2.5420540645574277e-06,True,66.0
PETALUMA A,2,Sonoma,4.16,1038,186,No,,,383,exact,PETALUMA A,4.16,False,,,False,
PETALUMA C,7,Sonoma,12.0,15975,1976,Yes,,,507,exact,PETALUMA C,12.0,False,,,False,
PHILO,2,Humboldt,12.0,1698,348,No,39.06398273628727,-123.4379281431657,535,exact,PHILO,12.0,True,Philo,3.7495714442437967e-06,True,66.0
PIERCY,3,San Jose,21.0,8860,403,Yes,37.26909515749541,-121.78724623859824,106,exact,PIERCY,21.0,True,Piercy,3.426853483347075e-06,True,115.0
PIKE CITY,2,Sierra,12.0,378,51,Yes,39.43810610512932,-120.99609874674582,171,exact,PIKE CITY,12.0,True,Pike City,13.342344694295083,False,66.0
PINE GROVE,2,Stockton,12.0,5162,579,Yes,38.41279770310059,-120.6602339445871,377,exact,PINE GROVE,12.0,True,Pine Grove,3.900025388486677e-06,True,66.0
PINECREST,1,Yosemite,4.16,181,29,No,,,214,exact,PINECREST,4.16,False,,,False,
PINEDALE,9,Fresno,21.0,16201,2671,Yes,36.84992908278196,-119.80334504901184,26,exact,PINEDALE,21.0,True,Pinedale,4.37199095767424e-06,True,115.0
PIPER BANK,1,Diablo,4.16,69,7,Yes,,,-1,unmatched,,,False,,,False,
PIT NO 1,1,North Valley,12.0,657,164,No,,,404,exact,PIT NO 1,12.0,False,,,False,
PIT NO 3,1,North Valley,21.0,102,41,Yes,,,655,exact,PIT NO 3,21.0,False,,,False,
PIT NO 5,1,North Valley,12.0,81,36,Yes,,,28,exact,PIT NO 5,12.0,False,,,False,
PITTSBURG,2,Diablo,4.16,293,13,Yes,38.03682199694362,-121.89679600317832,93,exact,PITTSBURG,4.16,True,Pittsburg,0.002094864746425237,True,115.0
PLACER,4,Sierra,12.0,4134,821,Yes,38.90125522393904,-121.0878584895581,224,exact,PLACER,12.0,True,Placer,0.0017788011401200091,True,66.0
PLACERVILLE,5,Sierra,12.0;21.0,9133,1203,Yes,38.73089864212415,-120.78383860827384,658,exact,PLACERVILLE,12.0,True,Placerville,5.539850639344919,False,115.0
PLAINFIELD,3,Sacramento,12.0,5391,222,No,38.61926401297399,-121.7944613113622,602,exact,PLAINFIELD,12.0,True,Plainfield,7.247211074954635,False,115.0
PLEASANT GROVE,5,Sierra,21.0,19770,1018,No,38.822090412493125,-121.30654082172713,318,exact,PLEASANT GROVE,21.0,True,Pleasant Grove,1.902560766619105e-06,True,66.0
PLUMAS,4,Sacramento,12.0;21.0,5523,201,Yes,39.02624606204569,-121.5430520224537,109,exact,PLUMAS,21.0,True,Plumas,1.9529023312739966e-06,True,66.0
PLYMOUTH,1,San Francisco,4.16,1939,62,No,,,275,exact,PLYMOUTH,4.16,False,,,False,
POINT ARENA,1,Humboldt,12.0,713,162,No,38.91228990349537,-123.679924033987,538,exact,POINT ARENA,12.0,True,Point Arena,2.9661899992651835e-06,True,66.0
POINT MORETTI,1,Central Coast,12.0,681,99,Yes,37.03106847758357,-122.18817332080263,321,exact,POINT MORETTI,12.0,True,Point Moretti,1.8660527930642487e-06,True,66.0
POINT PINOLE,2,East Bay,12.0,8889,350,No,37.9959215829392,-122.34810313924945,90,exact,POINT PINOLE,12.0,True,Point Pinole,3.4548307083186313e-06,True,115.0
PORTOLA,2,San francisco,4.16,2227,39,Yes,,,-1,unmatched,,,False,,,False,
POSO MOUNTAIN,3,Kern,21.0,91,38,Yes,,,176,exact,POSO MOUNTAIN,21.0,False,,,False,
POTRERO PP (A),15,San francisco,12.0,27321,2105,Yes,,,-1,unmatched,,,False,,,False,
POTTER VALLEY PH,1,Humboldt,12.0,703,98,No,,,-1,unmatched,,,False,,,False,
PRUNEDALE,2,Central Coast,12.0,6397,809,No,36.785381301385314,-121.6711331172012,86,exact,PRUNEDALE,12.0,True,Prunedale,1.5395636859194694e-06,True,115.0
PUEBLO,7,North Bay,12.0;21.0,15695,1065,Yes,38.34521980878797,-122.29945343649096,232,exact,PUEBLO,12.0,True,Pueblo,3.185180872573147e-06,True,115.0
PURISIMA,1,Los Padres,12.0,2155,156,No,34.70085389912369,-120.43554815305627,315,exact,PURISIMA,12.0,True,Purisima,4.292573892460873e-06,True,115.0
PUTAH CREEK,3,Sacramento,12.0,3689,344,Yes,38.52282675411816,-121.99508094551214,215,exact,PUTAH CREEK,12.0,True,Putah Creek,3.985696688966476e-06,True,115.0
RACETRACK,2,Yosemite,17.0,3241,469,No,37.97991079096231,-120.4141780589576,272,exact,RACETRACK,17.0,True,Racetrack,3.5988247862464295e-06,True,115.0
RADUM,3,Mission,12.0,4474,409,No,37.672555014651145,-121.85952801975954,568,exact,RADUM,12.0,True,Radum,1.8143614586938126e-06,True,66.0
RAINBOW,3,Fresno,12.0,4385,479,Yes,36.71022222303943,-119.53811388808354,-1,unmatched,,,True,Rainbow,1.1147190560988024e-06,True,115.0
RALSTON,2,Peninsula,12.0,4438,275,Yes,37.51131388825796,-122.34012499701088,305,exact,RALSTON,12.0,True,Ralston,3.271609573506525e-07,True,66.0
RANCHERS COTTON,1,Fresno,12.0,1446,158,Yes,36.70056751093756,-119.7544889578796,469,exact,RANCHERS COTTON,12.0,True,Ranchers Cotton,3.756596787747977e-06,True,115.0
RANDOLPH,3,San Francisco,4.16,3986,130,No,,,244,exact,RANDOLPH,4.16,False,,,False,
RAWSON,1,North Valley,12.0,2009,377,No,,,569,exact,RAWSON,12.0,False,,,False,
RED BLUFF,5,North Valley,12.0,7164,876,No,40.18238661661079,-122.24461774556656,81,exact,RED BLUFF,12.0,True,Red Bluff,3.889285875959766e-06,True,66.0
REDBUD,2,Humboldt,12.0,5123,291,No,39.0275350391145,-122.66238326015598,63,exact,REDBUD,12.0,True,Redbud,3.443177219213976e-06,True,115.0
REDWOOD CITY,13,Peninsula,12.0;4.16,13374,1844,Yes,37.49046667016374,-122.21306391272245,529,exact,REDWOOD CITY,12.0,True,Redwood City,0.004045116878134523,True,115.0
REEDLEY,5,Fresno,12.0,8003,638,No,36.60434719510366,-119.37620837505273,616,exact,REEDLEY,12.0,True,Reedley,2.292486118203434e-06,True,66.0
RENFRO,5,Kern,21.0,15980,605,No,35.38771938712356,-119.16409451354572,640,exact,RENFRO,21.0,True,Renfro,1.2689154161798412e-06,True,230.0
RESEARCH,2,Diablo,21.0,6715,920,No,,,285,exact,RESEARCH,21.0,False,,,False,
RESERVATION ROAD,3,Central coast,12.0,9171,813,No,36.62404336583979,-121.68806042023954,567,exact,RESERVATION ROAD,12.0,True,Reservation Road,1.864503280115119e-06,True,66.0
RESERVE OIL,1,Fresno,12.0,0,8,Yes,36.27633342399792,-119.65361190916563,397,exact,RESERVE OIL,12.0,True,Reserve Oil,9.341834442951901e-07,True,66.0
RICE,4,Sacramento,12.0,551,195,Yes,39.402747176055385,-122.0132646948227,313,exact,RICE,12.0,True,Rice,6.247134925483234e-07,True,66.0
RICHMOND R,13,East Bay,12.0,30281,2279,Yes,37.92618059542927,-122.36957712050716,516,exact,RICHMOND R,12.0,True,Richmond R,1.8691289675389732e-06,True,66.0
RIDGE,2,East Bay,4.16,1146,27,No,37.88498247194448,-122.25510573016852,291,exact,RIDGE,4.16,True,Ridge,2.656405539476706e-06,True,66.0
RINCON,4,Sonoma,12.0,11834,659,No,38.49006768021555,-122.66607232599657,394,exact,RINCON,12.0,True,Rincon,2.2627148681873583e-06,True,115.0
RIO BRAVO,5,Kern,12.0,3273,359,Yes,35.42982346517468,-118.82263147468828,621,exact,RIO BRAVO,12.0,True,Rio Bravo,2.3552858689650586e-06,True,66.0
