utility,substation_name,node,dist_km
pge,PARADISE,50,0.042870935304109375
pge,BIG BASIN,1266,0.042963751221502214
sce,Santiago,7871,0.04298213507773802
pge,PINE GROVE,33,0.04312077223080094
pge,SAN RAFAEL,7987,0.043281229677843154
sce,Victorville,1994,0.04328621440872473
pge,EL CERRITO G,8638,0.0432941170228998
pge,SANTA RITA,618,0.043413487711400175
sce,Coffee,8501,0.04342852340277804
pge,WEST LANE,1171,0.04344271177032041
sce,Imperial,437,0.04366236052400362
pge,SAN LEANDRO U,19,0.04367169130071399
pge,FAIRMOUNT,2130,0.04369816896191685
pge,MONTAGUE,1254,0.04370487325550232
sce,Cedarwood,2224,0.04380117161006452
pge,CHALLENGE,1489,0.04386368426386156
sce,Crest,402,0.04386444798138608
pge,SARATOGA,7917,0.04393798040710926
sce,Marion,702,0.04398102133756822
pge,BLUE LAKE,163,0.044040665394728
sce,Redlands,8314,0.044552806021519585
pge,BORONDA,8338,0.044560484246753525
pge,DUNLAP,128,0.044805814785790765
sce,Brewster,2076,0.044855547347222025
sce,Placentia,717,0.04496828010731783
pge,BALFOUR,79,0.04502895977794932
pge,INDUSTRIAL ACRES,640,0.0450977443042659
sce,Bassett,353,0.04510574871690395
pge,DALY CITY,1127,0.04528552781384521
pge,TRES VIAS,53,0.04538925076085961
sce,Landing,1017,0.04583578718130026
pge,PETALUMA C,1343,0.04587564934731895
pge,REDWOOD CITY,8591,0.045885400669113514
sce,Rosemead,512,0.045886481801576985
pge,EL PATIO,1245,0.045912110808392005
sce,Moraga,804,0.04602940334907701
pge,ALLEGHANY,1297,0.04612831881005531
sce,Ditmar,410,0.04618423398067806
sce,Pedley,808,0.04625010345538185
sce,Orange,712,0.04629132486904958
sce,Poplar,1434,0.046309352990599496
sce,Coffee,8502,0.04668778964421747
pge,LAKEWOOD,7677,0.046687879907199956
pge,RANCHERS COTTON,113,0.04674072290833386
pge,TEJON,273,0.04682693462477408
pge,COLUSA,63,0.046827391680413034
pge,POINT MORETTI,1271,0.0474232681276802
pge,LAKEWOOD,7678,0.047504636296184774
pge,DOBBINS,1490,0.04751083251887532
pge,CLEAR LAKE,327,0.04752093243188676
pge,MT EDEN,7638,0.04759074041211915
pge,GUALALA,594,0.04827373242989156
sce,Liberty,1428,0.04841589861797229
pge,SPENCE,655,0.04848301500960447
sce,Wave,729,0.04852414249555198
sce,Boxwood,1417,0.04869891099909201
pge,CAYETANO,1551,0.048764780858175386
sce,Amador,356,0.04881444082260345
pge,MANTECA,7758,0.04892418693724519
sce,Redlands,8313,0.04896784256574222
pge,ALPAUGH,1412,0.04910119689129076
pge,BURLINGAME,1193,0.04932237596042484
sce,Cortez,399,0.04936949030074198
pge,CHESTER,766,0.04944519620045716
sce,Marymount,463,0.04945502638870148
sce,Irvine,692,0.050307696201321375
pge,SALT SPRINGS,32,0.050477154076033766
pge,WESTLEY,1965,0.05048267166335112
sce,Homart,8856,0.05061346570667342
pge,GARBERVILLE,168,0.05062301528902565
pge,BRENTWOOD,8610,0.05071290664324173
pge,SF X (MISSION),1130,0.05095755191295147
pge,BRENTWOOD,8609,0.05115752014242523
sce,Pixley,1433,0.05116689542336289
pge,BARRETT,2291,0.051207508353238465
pge,MERIDIAN,1392,0.05131861244944842
sce,Tipton,1439,0.05137751199033452
pge,UPPER LAKE,332,0.051438338806752006
sce,Homart,8857,0.05144860837565036
sce,Goldtown,295,0.05145798117354813
pge,ANTLER,1279,0.05152127909791609
sce,Vail,549,0.05168041786179918
pge,WATERLOO,1170,0.051697652228412695
pge,LEMOORE,324,0.051715335947333435
sce,Blythe City,2258,0.05171945307516351
pge,TULUCAY,8660,0.05172475729546652
pge,HARRIS,169,0.051763256212286654
pge,SPRING GAP,1502,0.05187923271336863
sce,Windsor Hills,8143,0.05194282925795664
sce,Johanna,8073,0.05223706274841575
pge,GUERNSEY,319,0.052280862590839666
sce,Greening,430,0.05228796339526538
sce,Bullis,382,0.0523428255184118
pge,NORCO,257,0.052343367968550325
sce,La Veta,696,0.05249788576115337
sce,Morro,704,0.052629538093221774
pge,FIREBAUGH,129,0.05267591472332712
pge,STONE,1260,0.05267678003029705
sce,San Antonio,1032,0.052701845588222
sce,Eisenhower,792,0.05272609005405523
sce,Ely,685,0.052917138547392426
pge,MENLO,1201,0.05301980162610729
pge,ARVIN,226,0.05317721439842548
pge,OILFIELDS,650,0.053272167941366445
sce,Ridgecrest,2280,0.0535805835875194
pge,TEMBLOR,7634,0.05358936535487878
pge,MANTECA,7759,0.05360616565395419
