bus_i,kV,Type,Import,Lat,Lon,nearest_cec_name,nearest_cec_owner,nearest_cec_type,nearest_cec_lat,nearest_cec_lon,dist_km,matched
1480,66,Substation,' ',34.38783812,-118.7963463,Torrey,sce,SUBSTATION,34.38783326,-118.79633397,0.0012538569511961423,True
1481,66,Substation,' ',34.20776661,-119.2467388,Unioil,sce,NOT AVAILABLE,34.20776179,-119.24672643,0.0012574676724219384,True
1482,66,Substation,' ',34.35644199,-119.055903,Wakefield,sce,SUBSTATION,34.35643714,-119.05589064,0.001256247659114021,True
1483,66,Substation,' ',34.13080101,-119.167076,Ormond Beach,sce,SUBSTATION,34.1307962,-119.16706366,0.0012554346175484236,True
1484,66,Substation,' ',38.92500648,-121.9894822,Dunnigan,pge,SUBSTATION,38.92500141,-121.98946895,0.001277346667233758,True
1485,66,Substation,' ',38.80928378,-121.7450948,Knights Landing,pge,SUBSTATION,38.8092787,-121.74508156,0.0012787356570315824,True
1486,66,Substation,' ',38.67068601,-121.969347,Madison,pge,SUBSTATION,38.67068096,-121.96933373,0.0012816082854661137,True
1487,115,Substation,' ',38.52282675,-121.9950809,Putah Creek,pge,SUBSTATION,38.52282172,-121.99506771,0.0012765132483550888,True
1488,66,Substation,' ',39.22586945,-121.4227731,Browns  Valley,pge,SUBSTATION,39.22586431,-121.42275985,0.0012764386843015546,True
1489,66,Substation,' ',39.48525926,-121.2203187,Challenge - PG&E,pge,SUBSTATION,39.48525408,-121.22030544,0.0012754274004163472,True
1490,66,Substation,' ',39.33987652,-121.1949272,Dobbins,pge,SUBSTATION,39.33987135,-121.19491402,0.0012709066549270454,True
1491,66,Substation,' ',39.16343792,-121.5610556,East Marysville,pge,SUBSTATION,39.1634328,-121.56104236,0.0012755808263101218,True
1492,66,Substation,' ',39.24756794,-121.6371358,Encinal,pge,SUBSTATION,39.24756282,-121.63712248,0.0012805251207263246,True
1493,66,Substation,' ',39.05146481,-121.5463491,Feather River,pge_assumed,SUBSTATION,39.0514597,-121.54633583,0.0012790302426234463,True
1494,66,Substation,' ',39.14002976,-121.5834743,Marysville,pge,SUBSTATION,39.14002464,-121.58346101,0.0012797812216581142,True
1495,66,Substation,' ',39.02624606,-121.543052,Plumas - (PG&E),pge,SUBSTATION,39.02624095,-121.54303879,0.0012747550575424528,True
1496,66,Substation,' ',39.01314723,-121.4186163,Wheatland - (PG&E),pge,SUBSTATION,39.01314211,-121.41860311,0.0012738942291397792,True
1497,500,Substation,' ',39.23718795,-122.2765024,Maxwell - (WAPA),wapa,SUBSTATION,39.23718288,-122.27648906,0.001279761440464239,True
1498,230,Substation,' ',40.71501315,-122.4212465,Shasta,wapa,SUBSTATION,40.71500798,-122.42123286,0.0012853286995366696,True
1499,115,Substation,' ',40.51010552,-122.4247382,Redding Power,pge_assumed,SUBSTATION,40.51010036,-122.42472459,0.0012857217542956458,True
1500,66,Substation,' ',39.07795141,-120.4062356,French Meadows,pge,SUBSTATION,39.07794621,-120.40622253,0.0012677358365742104,True
1501,66,Substation,' ',39.36196528,-123.1278407,Potter Valley,pge,SUBSTATION,39.36196027,-123.12782723,0.0012850579903973575,True
1502,115,Substation,' ',38.1865924,-120.1119474,Spring Gap,pge,SUBSTATION,38.18658725,-120.11193446,0.0012676656195175912,True
1503,230,Substation,' ',37.75610406,-122.3864726,Potrero - (Other),pge_assumed,SUBSTATION,37.75609912,-122.38645941,0.0012831036010743267,True
1504,66,Substation,' ',38.01284457,-121.7863208,G-P Gypsum,pge_assumed,SUBSTATION,38.01283956,-121.78630763,0.0012812404701499631,True
1505,115,Substation,' ',38.01603226,-121.8607018,GWF 2,pge_assumed,SUBSTATION,38.01602725,-121.86068868,0.0012772522722292736,True
1506,66,Substation,' ',34.92760556,-119.6213417,Cuyama,pge,SUBSTATION,34.92760069,-119.62132918,0.0012633428647989221,True
1507,115,Substation,' ',34.64795679,-120.1848073,Santa Ynez Switch,pge,SUBSTATION,34.64795198,-120.1847947,0.0012706434331511498,True
1508,500,Substation,' ',34.55164736,-117.4377996,Adelanto,ladwp,SUBSTATION,34.5516424,-117.43778746,0.0012410838293109593,True
1509,66,Substation,' ',34.09930127,-117.7073995,Claremont - (SCE),sce,SUBSTATION,34.09929638,-117.70738745,0.0012355991497632526,True
1510,66,Substation,' ',33.89465809,-118.2645067,Fremont - (SCE),sce,SUBSTATION,33.89465325,-118.26449453,0.0012455501176514897,True
1511,115,Substation,' ',37.96718047,-120.3864075,Sonora Mining,pge,SUBSTATION ASSUMED,37.96717536,-120.38639459,0.0012663491641623178,True
1512,230,Substation,' ',33.12288056,-117.2878861,Palomar Airport,sdge,SUBSTATION,33.12287576,-117.28787417,0.0012325480637803991,True
1513,66,Substation,' ',37.48333489,-120.8464336,South Turlock,pge_assumed,SUBSTATION,37.48332985,-120.84642066,0.0012719029768314036,True
1514,115,Substation,' ',33.49095832,-117.0638806,Pechanga,sce,SUBSTATION,33.49095347,-117.06386861,0.001235761454725583,True
1515,66,Substation,' ',40.59278468,-122.3696561,Wintun,pge,SUBSTATION,40.59277951,-122.3696425,0.001284193361810118,True
1516,115,Substation,' ',33.54998165,-117.6282105,Margarita,sdge,SUBSTATION,33.54997682,-117.62819848,0.001236613274293613,True
1517,230,Substation,' ',32.63792799,-117.016092,Telegraph Canyon,sdge,SUBSTATION,32.63792324,-117.01608012,0.0012314275999041543,True
1518,66,Substation,' ',32.94142222,-117.0327306,Pomerado,sdge,SUBSTATION,32.94141743,-117.03271866,0.0012349743116254327,True
1519,66,Substation,' ',33.11840833,-117.098475,Goal Line,sdge,SUBSTATION,33.11840352,-117.09846308,0.00123224188997507,True
1520,66,Substation,' ',32.90195058,-117.2270561,Eastgate -  North,sdge,SUBSTATION,32.9019458,-117.22704421,0.0012307319781202052,True
1521,66,Substation,' ',32.74614754,-117.1925255,Ntcq,sdge,SUBSTATION,32.74614278,-117.19251357,0.001234911403973221,True
1522,66,Substation,' ',32.67954522,-117.2473513,Sithe,sdge,SUBSTATION,32.67954047,-117.24733939,0.0012334966621535997,True
1523,115,Substation,' ',32.82670278,-115.7889389,Dixieland Prison,iid,SUBSTATION,32.82669794,-115.78892722,0.0012168466837303704,True
1524,66,Substation,' ',32.76360286,-115.565348,Clark - (IID),iid,SUBSTATION,32.76359801,-115.56533638,0.0012130055990497001,True
1525,115,Substation,' ',33.79775322,-116.2871277,Frances Way,iid,SUBSTATION,33.79774828,-116.28711589,0.0012217373595546103,True
1526,66,Substation,' ',33.72019357,-116.3631391,Palm Village,sce,SUBSTATION,33.72018865,-116.36312727,0.0012232764364179774,True
1527,115,Substation,' ',33.71418472,-116.2867908,La Quinta,iid,SUBSTATION,33.71417979,-116.28677894,0.0012263241076533303,True
1528,115,Substation,' ',32.73663553,-114.7145675,Pilot Knob,iid,SUBSTATION,32.73663065,-114.71455605,0.0012005815611411837,True
1529,115,Substation,' ',33.32771631,-115.9448921,Cahuilla,iid,SUBSTATION,33.32771141,-115.94488035,0.001220085360451592,True
1530,66,Substation,' ',34.0636675,-117.3223511,Hub,sce_assumed,SUBSTATION,34.06366259,-117.32233909,0.0012336931842366961,True
1531,66,Substation,' ',34.06007672,-117.3066786,Century,sce_assumed,SUBSTATION,34.06007181,-117.30666652,0.0012395210950876857,True
1532,230,Substation,' ',39.02399377,-121.7233826,O'Banion,wapa,SUBSTATION,39.02398867,-121.72336937,0.0012758397881940486,True
1533,115,Substation,' ',37.41117121,-121.9276788,River Oaks,pge,SUBSTATION,37.41116626,-121.92766569,0.0012820621669322662,True
1534,115,Substation,' ',37.4207031,-121.9598699,Nortech,pge,SUBSTATION,37.42069816,-121.95985677,0.001283047983161023,True
