t3_name,sub_id,t3_norm,alt_name,alt_lat,alt_lon,alt_norm,t3_in_basin,alt_in_basin,names_agree
Hinson,351.0,hinson,Hinson,33.81926899922188,-118.22253900322433,hinson,True,True,True
Holgate,1824.0,holgate,Holgate,35.01556648872467,-117.70476753610514,holgate,True,True,True
Holiday,1712.0,holiday,Holiday,33.84538927117918,-116.5460117849207,holiday,True,True,True
Homart,1803.0,homart,Homart,34.07492245983708,-117.29134532065184,homart,True,True,True
Homewood P.t.,1404.0,homewood,Homewood P.T.,35.890093300896446,-117.33084440229511,homewood,False,False,True
Hook Creek P.t.,1405.0,hook creek,Hook Creek P.T.,34.25141917140717,-117.1592067069181,hook creek,False,False,True
Hot Water P.t.,1407.0,hot water,Hot Water P.T.,35.8799801049664,-116.23687440752092,hot water,False,False,True
Howard,476.0,howard,Howard,33.9224910017214,-118.30727100252447,howard,True,True,True
Hoyt,423.0,hoyt,Hoyt,34.05246100173005,-118.04787199850246,hoyt,True,True,True
Huntington P.t.,2320.0,huntington,Huntington P.T.,37.20978963207122,-119.21209805186427,huntington,False,False,True
Huntington Park,849.0,huntington park,Huntington Park,33.97986101405952,-118.22572520657688,huntington park,False,False,True
Hutt P.t.,1411.0,hutt,Hutt P.T.,35.0101155908089,-117.32941048726266,hutt,False,False,True
Ice House P.t.,1417.0,ice house,Ice House P.T.,34.2505413049094,-117.63667425109055,ice house,False,False,True
Indian Wells,1686.0,indian wells,Indian Wells,33.72944374862638,-116.34321099441657,indian wells,True,True,True
Industry,457.0,industry,Industry,34.05123311734519,-117.99146038669224,industry,True,True,True
Inglewood,477.0,inglewood,Inglewood,33.96658424764422,-118.3570986216146,inglewood,True,True,True
Inspiration P.t.,2291.0,inspiration,Inspiration P.T.,37.217003000677686,-119.23680160069635,inspiration,False,False,True
Inyo Sce,1615.0,inyo sce,Inyo Sce,37.342078998275525,-118.44081999742586,inyo sce,False,False,True
Inyokern Town,1687.0,inyokern town,Inyokern Town,35.64795863969852,-117.81573401572578,inyokern town,True,True,True
Iron Mt. Sce,238.0,iron mt sce,Iron Mt. Sce,34.14755935579616,-115.1204691903449,iron mt sce,False,False,True
Irvine,942.0,irvine,Irvine,33.68339167134497,-117.7425321542773,irvine,True,True,True
Isabella,606.0,isabella,Isabella,35.63310199968664,-118.47698199585776,isabella,True,True,True
Isla Vista,726.0,isla vista,Isla Vista,34.431962660186834,-119.87110826955949,isla vista,True,True,True
Ivanpah,2137.0,ivanpah,Ivanpah,35.54446791495526,-115.46883209031964,ivanpah,True,True,True
Ivar,424.0,ivar,Ivar,34.08816132300995,-118.07593935933645,ivar,True,True,True
Ivyglen,1830.0,ivyglen,Ivyglen,33.76023995734442,-117.4767247025759,ivyglen,True,True,True
Jay P.t.,1422.0,jay,Jay P.T.,33.865762696313126,-118.20111911507654,jay,False,False,True
Jefferson,1776.0,jefferson,Jefferson,33.85819000126701,-117.58883199997248,jefferson,True,True,True
Jersey,898.0,jersey,Jersey,33.87967909325,-118.24798204815698,jersey,True,True,True
Jessie P.t.,1428.0,jessie,Jessie P.T.,35.008145492353535,-117.65453104542348,jessie,False,False,True
Job P.t.,1424.0,job,Job P.T.,34.26024138107216,-117.32859690519936,job,False,False,True
Joburg P.t.,1427.0,joburg,Joburg P.T.,35.36535145949334,-117.64604476373556,joburg,False,False,True
Johanna,294.0,johanna,Johanna,33.713483846607005,-117.85207412796372,johanna,True,True,True
Johnsondale P.t.,1425.0,johnsondale,Johnsondale P.T.,35.97431674452949,-118.53925845730728,johnsondale,False,False,True
Joshua Tree,1688.0,joshua tree,Joshua Tree,34.13599167886379,-116.3152410700874,joshua tree,True,True,True
Junction,752.0,junction,Junction,36.3074809098986,-116.41003174596273,junction,True,True,True
June Lake,198.0,june lake,June Lake,37.76752607365519,-119.12426591711588,june lake,True,True,True
Kagle Canyon P.t.,1429.0,kagle canyon,Kagle Canyon P.T.,34.297525037903924,-118.37638350268448,kagle canyon,False,False,True
Keeler P.t.,1430.0,keeler,Keeler P.T.,36.48718534720168,-117.87785814921892,keeler,False,False,True
Kernville,614.0,kernville,Kernville,35.7720581025832,-118.43173950101318,kernville,True,True,True
Kimball,808.0,kimball,Kimball,33.969727853610216,-117.61814932196484,kimball,True,True,True
Kliss P.t.,1994.0,kliss,Kliss P.T.,33.8316215574556,-118.09440449446686,kliss,False,False,True
Kneeland P.t.,1993.0,kneeland,Kneeland P.T.,33.84289039343719,-118.1134240067606,kneeland,False,False,True
Kuffel P.t.,1432.0,kuffel,Kuffel P.T.,34.247628407195684,-117.18359128053036,kuffel,False,False,True
La Canada,407.0,la canada,La Canada,34.205101445717894,-118.2105871156432,la canada,True,True,True
La Cienega,303.0,la cienega,La Cienega,34.00035900376164,-118.37834700117509,la cienega,True,True,True
La Cumbre P.t.,1439.0,la cumbre,La Cumbre P.T.,34.42221189564841,-119.75525555461176,la cumbre,False,False,True
La Fresa,299.0,la fresa,La Fresa,33.86854535999439,-118.33214671842512,la fresa,True,True,True
La Habra,944.0,la habra,La Habra,33.92503519317997,-117.93335597279064,la habra,True,True,True
La Mirada,946.0,la mirada,La Mirada,33.88865000018771,-118.01457299792752,la mirada,True,True,True
La Palma,987.0,la palma,La Palma,33.846268089605886,-117.98016977176611,la palma,True,True,True
La Veta,947.0,la veta,La Veta,33.76643799668279,-117.85248599558908,la veta,True,True,True
Lacresta P.t.,1438.0,lacresta,Lacresta P.T.,33.512996202449685,-117.29600716876844,lacresta,False,False,True
Lafayette,986.0,lafayette,Lafayette,33.63545033562937,-117.9354793630941,lafayette,True,True,True
Laguna Bell,358.0,laguna bell,Laguna Bell,33.976063000676135,-118.14762100305056,laguna bell,True,True,True
Lakeview,1890.0,lakeview,Lakeview,33.82557942716747,-117.13410471129237,lakeview,False,False,True
Lakewood,853.0,lakewood,Lakewood,33.830371003925336,-118.1245799965578,lakewood,True,True,True
Lampson,984.0,lampson,Lampson,33.77796996263328,-117.8983985000712,lampson,True,True,True
Landing,1851.0,landing,Landing,34.47907908248404,-114.4167265401381,landing,True,True,True
Lark Ellen,458.0,lark ellen,Lark Ellen,34.08765799971799,-117.92628299981564,lark ellen,True,True,True
Las Lomas,1859.0,las lomas,Las Lomas,33.71867641955388,-117.7391784103374,las lomas,False,False,True
Lathrop Wells P.t.,2084.0,lathrop wells,Lathrop Wells P.T.,35.809858164599184,-115.64885522572864,lathrop wells,False,False,True
Latigo,545.0,latigo,Latigo,34.04437418785732,-118.7769694087438,latigo,True,True,True
Laurel,573.0,laurel,Laurel,36.23965600441295,-119.47638799617282,laurel,True,True,True
Lawndale,508.0,lawndale,Lawndale,33.89504519902587,-118.35814536502288,lawndale,True,True,True
Lemon Cove,574.0,lemon cove,Lemon Cove,36.38771600060615,-119.0260869967028,lemon cove,True,True,True
Levy,684.0,levy,Levy,34.17355800376603,-119.15651000407496,levy,True,True,True
Liberty,571.0,liberty,Liberty,36.28296874446285,-119.3326905200063,liberty,True,True,True
Lighthipe,355.0,lighthipe,Lighthipe,33.88016104886397,-118.17456809026208,lighthipe,True,True,True
Limestone,1026.0,limestone,Limestone,33.650239003663366,-117.68815000157966,limestone,True,True,True
Linden,854.0,linden,Linden,33.85912660234861,-118.1856162397323,linden,True,True,True
Little Rock,654.0,little rock,Little Rock,34.615981101742406,-117.9679391487888,little rock,True,True,True
Live Oak,738.0,live oak,Live Oak,34.12055540677612,-117.73255728674572,live oak,True,True,True
Lockheed,702.0,lockheed,Lockheed,34.45915899839863,-118.58032671162694,lockheed,True,True,True
Locust,855.0,locust,Locust,33.78338437151147,-118.19190309770173,locust,True,True,True
Loma Vista P.t.,1456.0,loma vista,Loma Vista P.T.,34.28107609803653,-119.2207671258413,loma vista,False,False,True
Long P.t.,1997.0,long,Long P.T.,33.832458657026784,-118.11569882743052,long,False,False,True
Longdon,897.0,longdon,Longdon,33.8818326851209,-118.19559190444494,longdon,True,True,True
Loraine,577.0,loraine,Loraine,35.30841273698387,-118.42027793852826,loraine,True,True,True
Loucks P.t.,1457.0,loucks,Loucks P.T.,34.52349201299314,-118.25905079195915,loucks,False,False,True
Lucas,893.0,lucas,Lucas,33.84259412410815,-118.12060564366132,lucas,True,True,True
Lucerne,1696.0,lucerne,Lucerne,34.4443941910935,-116.94704321537812,lucerne,True,True,True
Lunada,530.0,lunada,Lunada,33.76031762955384,-118.3787449154016,lunada,False,False,True
Lundy,189.0,lundy,Lundy,38.043603204948695,-119.17260475041304,lundy,True,True,True
Luring P.t.,1449.0,luring,Luring P.T.,34.21251796471428,-117.11378982933076,luring,False,False,True
Lynwood,851.0,lynwood,Lynwood,33.92724108889109,-118.21250088200088,lynwood,True,True,True
Macarthur,988.0,macarthur,Macarthur,33.63852216201871,-117.86595640340192,macarthur,True,True,True
Macneil,2028.0,macneil,Macneil,34.172305552354736,-118.34730555450317,macneil,True,True,True
Madrid,483.0,madrid,Madrid,33.83533381342406,-118.32409750883438,madrid,False,False,True
Madrone P.t.,1999.0,madrone,Madrone P.T.,33.866905113436665,-117.9613431680313,madrone,False,False,True
Mailbox P.t.,2299.0,mailbox,Mailbox P.T.,33.88011762253112,-117.2930379258054,mailbox,False,False,True
Malibu,655.0,malibu,Malibu,34.147638988750195,-118.76062464841829,malibu,True,True,True
Manhattan,484.0,manhattan,Manhattan,33.87862305133165,-118.39841771902574,manhattan,False,False,True
Maraschino,1810.0,maraschino,Maraschino,33.92552894082836,-116.98765654041124,maraschino,True,True,True
Marina P.t.,1462.0,marina,Marina P.T.,33.75758542368183,-118.11558973816268,marina,False,False,True
Marine,485.0,marine,Marine,34.0072963626934,-118.46621116692296,marine,True,True,True
Marion,980.0,marion,Marion,33.81745999970494,-118.02681000307484,marion,True,True,True
Mariposa,578.0,mariposa,Mariposa,35.805895765587906,-119.16023707969768,mariposa,True,True,True
Marymount,547.0,marymount,Marymount,33.74733200407771,-118.38848000082,marymount,True,True,True
Mascot,1877.0,mascot,Mascot,36.3420191206668,-119.5921514338543,mascot,True,True,True
Masonry P.t.,2271.0,masonry,Masonry P.T.,34.61494028730975,-117.16920418221694,masonry,False,False,True
Maxwell,1690.0,maxwell,Maxwell,33.94767925464396,-117.242774990919,maxwell,True,True,True
Mayberry,1625.0,mayberry,Mayberry,33.73586677854356,-116.92033833583632,mayberry,True,True,True
Mayflower,436.0,mayflower,Mayflower,34.11857377863967,-118.0083242114177,mayflower,True,True,True
Mc Clary P.t.,1463.0,mc clary,Mc Clary P.T.,34.74171966500952,-117.32564177144472,mc clary,False,False,True
Mcclenny P.t.,1480.0,mcclenny,Mcclenny P.T.,35.82175814352335,-118.63717515972311,mcclenny,False,False,True
Mckevett P.t.,1461.0,mckevett,Mckevett P.T.,34.357287308524704,-119.05381194228602,mckevett,False,False,True
Mebane P.t.,1472.0,mebane,Mebane P.T.,35.45955932287375,-118.77988907692443,mebane,False,False,True
Mentone,1724.0,mentone,Mentone,34.063709998169614,-117.11914899772498,mentone,True,True,True
Merced,459.0,merced,Merced,34.049374439924925,-117.90667949875004,merced,True,True,True
Mescalero P.t.,1477.0,mescalero,Mescalero P.T.,34.047846982172274,-116.580192907024,mescalero,False,False,True
Michillinda,408.0,michillinda,Michillinda,34.12857413233963,-118.06747048456948,michillinda,True,True,True
Milliken,818.0,milliken,Milliken,34.04387316924229,-117.56808668680424,milliken,True,True,True
Minaret,209.0,minaret,Minaret,37.65172381549271,-119.0105427778482,minaret,True,True,True
Minneola,1699.0,minneola,Minneola,34.86456245737038,-116.81726402706413,minneola,False,False,True
Moab P.t.,1474.0,moab,Moab P.T.,34.15216273942732,-117.70376703395036,moab,False,False,True
Mockingbird P.t.,1479.0,mockingbird,Mockingbird P.T.,34.042945401159564,-116.58407635527507,mockingbird,False,False,True
Modena,916.0,modena,Modena,33.788301250200355,-117.80339029717427,modena,True,True,True
Modoc,656.0,modoc,Modoc,34.43004540243831,-119.71411429816072,modoc,False,False,True
Moneta,486.0,moneta,Moneta,33.88389261680484,-118.30992656395875,moneta,False,False,True
Monolith,657.0,monolith,Monolith,35.12576264877239,-118.3824105939484,monolith,True,True,True
Monrovia,409.0,monrovia,Monrovia,34.14295428462573,-118.002877029618,monrovia,True,True,True
Montecito,659.0,montecito,Montecito,34.4318675315151,-119.63477064000334,montecito,False,False,True
Moorpark,322.0,moorpark,Moorpark,34.279573333499826,-118.902358527684,moorpark,True,True,True
Moraga,1650.0,moraga,Moraga,33.50373842697358,-117.1399280334394,moraga,True,True,True
Moreno,1700.0,moreno,Moreno,33.9478008651392,-117.17189130228648,moreno,True,True,True
Morningside,487.0,morningside,Morningside,33.9611984076802,-118.33031271695256,morningside,False,False,True
Morongo P.t.,1912.0,morongo,Morongo P.T.,34.06381471246918,-116.56047071375936,morongo,False,False,True
Morro,948.0,morro,Morro,33.552258717456944,-117.77853550630896,morro,True,True,True
Moulton,958.0,moulton,Moulton,33.60972830580406,-117.69800984712953,moulton,True,True,True
Mountain Pass A,1791.0,mountain pass a,Mountain Pass A,35.503245795845864,-115.55128033550264,mountain pass a,False,False,True
Movie,522.0,movie,Movie,33.990248808649305,-118.3943112353228,movie,True,True,True
Moynier P.t.,1476.0,moynier,Moynier P.T.,34.01331000272637,-118.37931540710947,moynier,False,False,True
Mt. Givens P.t.,1481.0,mt givens,Mt. Givens P.T.,37.25769472982604,-119.1571062233857,mt givens,False,False,True
Mt. Tom,208.0,mt tom,Mt. Tom,37.35012841125564,-118.46543749176112,mt tom,True,True,True
Mt. Vernon,773.0,mt vernon,Mt. Vernon,34.12074958293825,-117.31021776868803,mt vernon,True,True,True
Mt. Wilson P.t.,1902.0,mt wilson,Mt. Wilson P.T.,34.22481982764218,-118.06558094047053,mt wilson,False,False,True
Murphy,924.0,murphy,Murphy,33.95412236073975,-118.0428351628798,murphy,True,True,True
Murrietta 2,1702.0,murrietta 2,Murrietta 2,33.5402055508895,-117.18773358342057,murrietta 2,True,True,True
Muscoy,1705.0,muscoy,Muscoy,34.15757947295749,-117.33886871434376,muscoy,True,True,True
Naomi,901.0,naomi,Naomi,33.97556197808886,-118.24830170526418,naomi,True,True,True
Naples,860.0,naples,Naples,33.768759982218015,-118.13205146268136,naples,False,False,True
Narod,781.0,narod,Narod,34.04776037427393,-117.67554192030468,narod,True,True,True
Narrows,951.0,narrows,Narrows,34.00569047028173,-118.0678933396348,narrows,True,True,True
Native P.t.,2274.0,native,Native P.T.,34.59316650007429,-117.1942017211258,native,False,False,True
Navy Mole,1115.0,navy mole,Navy Mole,33.74176502611974,-118.22929670816164,navy mole,True,True,True
Neenach,689.0,neenach,Neenach,34.77497916534034,-118.50139738842196,neenach,True,True,True
Nelson,1801.0,nelson,Nelson,33.77221271736493,-116.98815952158284,nelson,True,True,True
Newbury,690.0,newbury,Newbury,34.19537848083874,-118.93117342358124,newbury,True,True,True
Newcomb,1818.0,newcomb,Newcomb,33.68706500292482,-117.20709999560265,newcomb,True,True,True
Newhall,708.0,newhall,Newhall,34.37938862145633,-118.559385600556,newhall,True,True,True
Newmark,412.0,newmark,Newmark,34.04572222443866,-118.12947389420242,newmark,True,True,True
Nidever P.t.,1483.0,nidever,Nidever P.T.,34.41477339390648,-119.56024246779651,nidever,False,False,True
Niguel,1001.0,niguel,Niguel,33.5631365000432,-117.71476690636771,niguel,True,True,True
Noble P.t.,1482.0,noble,Noble P.T.,35.04832727311128,-116.89077649597506,noble,False,False,True
Nogal P.t.,1490.0,nogal,Nogal P.T.,34.43724984624559,-119.77163885280284,nogal,False,False,True
Nogales,786.0,nogales,Nogales,34.00698200351981,-117.85519400410632,nogales,True,True,True
Nola,884.0,nola,Nola,33.85958799601749,-118.27598000294174,nola,True,True,True
North Bay P.t.,1484.0,north bay,North Bay P.T.,34.2667598256054,-117.18447565362496,north bay,False,False,True
North Intake,1710.0,north intake,North Intake,33.72879219190996,-114.51806985900689,north intake,True,True,True
North Muroc,1711.0,north muroc,North Muroc,35.012830143068406,-117.8823300974798,north muroc,True,True,True
North Oaks,613.0,north oaks,North Oaks,34.415007166234965,-118.45310662371053,north oaks,True,True,True
Northwind,65.0,northwind,Northwind,35.07525090742226,-118.37277193931456,northwind,True,True,True
Nugget,1759.0,nugget,Nugget,34.2068208988223,-116.36994277728613,nugget,True,True,True
O'neill,1027.0,o neill,O'Neill,33.64322429575617,-117.60498583146834,o neill,False,False,True
Oak Grove,599.0,oak grove,Oak Grove,36.34144202915099,-119.36596083170778,oak grove,True,True,True
Oak Knoll P.t.,1493.0,oak knoll,Oak Knoll P.T.,34.240001458171314,-117.07325319013972,oak knoll,False,False,True
Oak Park,551.0,oak park,Oak Park,34.18538100573582,-118.78487940026751,oak park,True,True,True
Oak Springs P.t.,1821.0,oak springs,Oak Springs P.T.,34.37919488822352,-117.59976798697936,oak springs,False,False,True
Oasis,681.0,oasis,Oasis,34.64734114501825,-118.09535655203612,oasis,True,True,True
Observatory P.t.,1905.0,observatory,Observatory P.T.,34.22516158234983,-118.060636636566,observatory,False,False,True
Ocean Park,488.0,ocean park,Ocean Park,33.9978855360838,-118.478789035256,ocean park,False,False,True
Oceanview,955.0,oceanview,Oceanview,33.71625509877289,-117.98768317374038,oceanview,True,True,True
Octol,579.0,octol,Octol,36.12412800402892,-119.39565000121922,octol,True,True,True
Ojai,660.0,ojai,Ojai,34.4456612532938,-119.24196837511916,ojai,True,True,True
Oldfield,863.0,oldfield,Oldfield,33.84632124261517,-118.17711840675376,oldfield,True,True,True
Olinda,379.0,olinda,Olinda,33.94410562448348,-117.92123146814002,olinda,True,True,True
Olive Lake,1714.0,olive lake,Olive Lake,33.6119060007915,-114.55037200163342,olive lake,True,True,True
Olympic,489.0,olympic,Olympic,34.05994866826565,-118.38958337500952,olympic,False,False,True
Ontario,755.0,ontario,Ontario,34.05654799622731,-117.645749003213,ontario,True,True,True
Orange,956.0,orange,Orange,33.79007400165633,-117.86143500097876,orange,True,True,True
Ordway,1715.0,ordway,Ordway,34.86545213859486,-117.11555047831143,ordway,True,True,True
Oro Grande,1716.0,oro grande,Oro Grande,34.602308078599954,-117.33454372645546,oro grande,True,True,True
Ortega,1021.0,ortega,Ortega,34.41863328199049,-119.58273654055274,ortega,True,True,True
Outlaw P.t.,1498.0,outlaw,Outlaw P.T.,33.922927640668654,-117.28454260143783,outlaw,False,False,True
Outlet P.t.,1499.0,outlet,Outlet P.T.,33.928160868458896,-116.81124291582424,outlet,False,False,True
Padua,313.0,padua,Padua,34.120644996657795,-117.63984999855008,padua,True,True,True
Pahrump P.t.,2083.0,pahrump,Pahrump P.T.,35.978368346524945,-115.86373004552873,pahrump,False,False,True
Painted Cave P.t.,1505.0,painted cave,Painted Cave P.T.,34.504194014772914,-119.79124193051912,painted cave,False,False,True
Palmdale,697.0,palmdale,Palmdale,34.56594303062138,-118.05894382169546,palmdale,True,True,True
Palos Verdes,490.0,palos verdes,Palos Verdes,33.803860500737535,-118.37906529099078,palos verdes,False,False,True
Panchito P.t.,1929.0,panchito,Panchito P.T.,34.112904813268074,-119.05964252588136,panchito,False,False,True
Par P.t.,1504.0,par,Par P.T.,34.4528027686033,-119.79973178870829,par,False,False,True
Parker Strip,1521.0,parker strip,Parker Strip,34.228937448042785,-114.19485474762315,parker strip,False,False,True
Parkwood,928.0,parkwood,Parkwood,33.915624736779364,-117.96398012374236,parkwood,True,True,True
Passons,1007.0,passons,Passons,33.964235003438496,-118.08216899828136,passons,True,True,True
Pauba,1831.0,pauba,Pauba,33.54190303848778,-117.04398293604586,pauba,True,True,True
Peacock U.g.s.,1519.0,peacock u g s,Peacock U.G.S.,33.78253081686645,-118.4057875936086,peacock u g s,False,False,True
Peacor P.t.,1517.0,peacor,Peacor P.T.,34.36998061567038,-116.61118026429408,peacor,False,False,True
Pearl,491.0,pearl,Pearl,34.021978495066826,-118.458658993392,pearl,True,True,True
Pechanga,1836.0,pechanga,Pechanga,33.49214943279386,-117.05640121088769,pechanga,True,True,True
Pedestrian P.t.,2177.0,pedestrian,Pedestrian P.T.,34.072323441886475,-118.1388349149462,pedestrian,False,False,True
Pedley,756.0,pedley,Pedley,33.95853053680608,-117.52288257084442,pedley,True,True,True
Peerless,1722.0,peerless,Peerless,35.097878874168764,-117.79535170204684,peerless,True,True,True
Penitentiary P.t.,2215.0,penitentiary,Penitentiary P.T.,33.56645973758409,-114.91585616302976,penitentiary,False,False,True
Pepper,1723.0,pepper,Pepper,34.102737060728806,-117.3542788797898,pepper,True,True,True
Perez,1765.0,perez,Perez,33.88195489732824,-117.588640200006,perez,True,True,True
Perris P.t.,2077.0,perris,Perris P.T.,33.78411833709477,-117.2446770117877,perris,True,True,True
Perry,492.0,perry,Perry,33.86597598540991,-118.34851465647648,perry,True,True,True
Peyton,742.0,peyton,Peyton,33.99551357968687,-117.73535806571996,peyton,True,True,True
Pheasant P.t.,1506.0,pheasant,Pheasant P.T.,33.96779900311329,-116.89759266587669,pheasant,False,False,True
Pico,843.0,pico,Pico,33.76557216615716,-118.20652702600002,pico,True,True,True
Pierpont,662.0,pierpont,Pierpont,34.27390083589774,-119.24822507834864,pierpont,True,True,True
Pitman,572.0,pitman,Pitman,37.20519869817524,-119.23958635760312,pitman,True,True,True
Piute,678.0,piute,Piute,34.69113700076236,-117.96875300134876,piute,True,True,True
Pixley,580.0,pixley,Pixley,35.964856760229296,-119.30281667688432,pixley,True,True,True
Placentia,1003.0,placentia,Placentia,33.87119299998787,-117.87861599522375,placentia,True,True,True
Playa,698.0,playa,Playa,34.40494329569494,-119.72827247807678,playa,True,True,True
Pomona,757.0,pomona,Pomona,34.05836749677421,-117.75532947283664,pomona,True,True,True
Poplar,581.0,poplar,Poplar,35.9941569999373,-119.14426699475146,poplar,True,True,True
Potrero,725.0,potrero,Potrero,34.16193136185872,-118.83239843472316,potrero,True,True,True
Primm,2167.0,primm,Primm,35.6409529977446,-115.3492069963033,primm,False,False,True
Proctor,444.0,proctor,Proctor,34.02182443022892,-117.96877702559684,proctor,True,True,True
Pruitt P.t.,2195.0,pruitt,Pruitt P.T.,33.85874370930089,-118.3639673395868,pruitt,False,False,True
Puente,460.0,puente,Puente,34.00890600193133,-117.93137300283362,puente,True,True,True
Quartz Hill,699.0,quartz hill,Quartz Hill,34.65937453883543,-118.2284403720392,quartz hill,True,True,True
Queen Mary U.g.s.,1522.0,queen mary u g s,Queen Mary U.G.S.,33.75011514963357,-118.19134574924804,queen mary u g s,False,False,True
Quinn,604.0,quinn,Quinn,35.73389725033108,-119.13117581127771,quinn,True,True,True
Railroad,461.0,railroad,Railroad,33.99703410581549,-117.88747622105431,railroad,True,True,True
Ramona,413.0,ramona,Ramona,34.07033285280638,-118.12961267056764,ramona,True,True,True
Rancho,1727.0,rancho,Rancho,34.51751221375964,-117.21422551149456,rancho,True,True,True
Randall,802.0,randall,Randall,34.11372910596103,-117.45481186020444,randall,True,True,True
Randolph,859.0,randolph,Randolph,33.98239600018886,-118.20552199780366,randolph,True,True,True
Randsburg,1792.0,randsburg,Randsburg,35.37985224320661,-117.65357256110528,randsburg,True,True,True
Ravendale,448.0,ravendale,Ravendale,34.122529169604334,-118.08118741963942,ravendale,True,True,True
Recycle P.t.,2356.0,recycle,Recycle P.T.,33.769311283559816,-117.22667934052474,recycle,False,False,True
Red Box P.t.,1906.0,red box,Red Box P.T.,34.260373738057446,-118.1003640930633,red box,False,False,True
Redman,665.0,redman,Redman,34.762541999383984,-117.96856000517889,redman,True,True,True
Redondo,494.0,redondo,Redondo,33.84817299949127,-118.3875900004199,redondo,True,True,True
Regatta P.t.,2287.0,regatta,Regatta P.T.,37.23671983458462,-119.2324602993806,regatta,False,False,True
Repetto,434.0,repetto,Repetto,34.04784770004844,-118.16279259228568,repetto,True,True,True
Retreat P.t.,1868.0,retreat,Retreat P.T.,33.80542627194658,-117.5087296597496,retreat,False,False,True
Rialto,1729.0,rialto,Rialto,34.101252528071704,-117.36818289818122,rialto,True,True,True
Ridgecrest,1730.0,ridgecrest,Ridgecrest,35.62681208164642,-117.67275024933278,ridgecrest,True,True,True
Ridgeview P.t.,1695.0,ridgeview,Ridgeview P.T.,33.84523899603052,-116.99926100485908,ridgeview,False,False,True
Rio Hondo,288.0,rio hondo,Rio Hondo,34.10683585850969,-117.97812610626242,rio hondo,True,True,True
Ripley,1731.0,ripley,Ripley,33.525370998885414,-114.65458711126404,ripley,True,True,True
Ritter Ranch,1862.0,ritter ranch,Ritter Ranch,34.579690275477724,-118.20346616201272,ritter ranch,True,True,True
Rivera,961.0,rivera,Rivera,33.96955441808182,-118.10143727933446,rivera,True,True,True
Riverway,1903.0,riverway,Riverway,36.35737818036574,-119.31314832956446,riverway,True,True,True
Roadway,1829.0,roadway,Roadway,34.57597041904508,-117.4122559950478,roadway,True,True,True
Rolling Hills,527.0,rolling hills,Rolling Hills,33.80827080158421,-118.35497637711136,rolling hills,True,True,True
Ronnie P.t.,1535.0,ronnie,Ronnie P.T.,33.89370286149141,-118.15910571958877,ronnie,False,False,True
Rosamond,676.0,rosamond,Rosamond,34.86447300163328,-118.23732500206653,rosamond,True,True,True
Rosemead,414.0,rosemead,Rosemead,34.09258860183599,-118.08287914257627,rosemead,True,True,True
Royal,712.0,royal,Royal,34.278596208813866,-118.78059293222798,royal,True,True,True
Rubidoux,1735.0,rubidoux,Rubidoux,33.99901674325448,-117.41596904208612,rubidoux,True,True,True
Running Springs,791.0,running springs,Running Springs,34.20782205626276,-117.10405510824,running springs,True,True,True
Rush,400.0,rush,Rush,34.051221002841935,-118.08136399436002,rush,True,True,True
San Antonio,762.0,san antonio,San Antonio,34.09336562452708,-117.69790411356152,san antonio,True,True,True
San Bernardino,141.0,san bernardino,San Bernardino,34.07996331212228,-117.23764594241688,san bernardino,True,True,True
San Dimas,764.0,san dimas,San Dimas,34.11660000071743,-117.80873800332525,san dimas,True,True,True
San Fernando,683.0,san fernando,San Fernando,34.27478288631888,-118.45894781084884,san fernando,True,True,True
San Gabriel,415.0,san gabriel,San Gabriel,34.09850199548855,-118.1001490050346,san gabriel,True,True,True
San Marcos,715.0,san marcos,San Marcos,34.45246099694084,-119.76092699738685,san marcos,True,True,True
San Marino,416.0,san marino,San Marino,34.12812802631122,-118.09832528955953,san marino,True,True,True
San Miguel,709.0,san miguel,San Miguel,34.25591599576859,-119.24186300527784,san miguel,True,True,True
San Vicente,498.0,san vicente,San Vicente,34.02866397869504,-118.49863429460974,san vicente,False,False,True
Santa Barbara,667.0,santa barbara,Santa Barbara,34.4231526249233,-119.68520108969594,santa barbara,True,True,True
Santa Clara,318.0,santa clara,Santa Clara,34.302843003251674,-119.18762300178538,santa clara,True,True,True
Santa Fe Springs,963.0,santa fe springs,Santa Fe Springs,33.94812011161199,-118.0586989805832,santa fe springs,True,True,True
Santa Rosa,1796.0,santa rosa,Santa Rosa,33.74892700398827,-116.39217399990532,santa rosa,True,True,True
Santa Susana,668.0,santa susana,Santa Susana,34.2805606995611,-118.71705922310277,santa susana,True,True,True
Saticoy,670.0,saticoy,Saticoy,34.30084292118649,-119.16720835318044,saticoy,True,True,True
Saugus,315.0,saugus,Saugus,34.42305042378108,-118.57679738680848,saugus,True,True,True
Savage,1676.0,savage,Savage,34.472798199734534,-117.2935258989958,savage,True,True,True
Sawtelle,524.0,sawtelle,Sawtelle,34.04774706504476,-118.45220285469668,sawtelle,True,True,True
Scout P.t.,1569.0,scout,Scout P.T.,34.31103076158852,-116.91893140838816,scout,False,False,True
Seabright,910.0,seabright,Seabright,33.77328789189247,-118.20462787528702,seabright,True,True,True
Searles,1794.0,searles,Searles,35.699336804497015,-117.39879756375676,searles,True,True,True
Second Avenue,1738.0,second avenue,Second Avenue,33.69166725838854,-114.57157619474964,second avenue,False,False,True
Sespe P.t.,1539.0,sespe,Sespe P.T.,34.409905999642085,-118.93540972338351,sespe,False,False,True
