loads_name,sub_id,loads_lat,loads_lon,loads_norm,attrs_name,attrs_lat,attrs_lon,attrs_norm,loads_in_basin,attrs_in_basin,names_agree,loads_attrs_dist_km
GREEN VALLEY,8319,36.952075206180815,-121.7601230620376,green valley,GREEN VALLEY,36.952075206180815,-121.7601230620376,green valley,True,True,True,0.0
BAYWOOD,18280,35.36100149108163,-120.8115828504644,baywood,BAYWOOD,35.36100149108163,-120.8115828504644,baywood,True,True,True,0.0
FREMONT,1435,37.5418196595348,-121.961946339948,fremont,FREMONT,37.5418196595348,-121.961946339948,fremont,True,True,True,0.0
MILPITAS,8283,37.41557922482778,-121.88806969825762,milpitas,MILPITAS,37.41557922482778,-121.88806969825762,milpitas,True,True,True,0.0
MT EDEN,1376,37.63195322408561,-122.1023291475442,mt eden,MT EDEN,37.63195322408561,-122.1023291475442,mt eden,True,True,True,0.0
ANDERSON,10326,40.4500398913538,-122.3047386818897,anderson,ANDERSON,40.4500398913538,-122.3047386818897,anderson,True,True,True,0.0
CROWS LANDING,16325,37.37774567278726,-121.08632626856836,crows landing,CROWS LANDING,37.37774567278726,-121.08632626856836,crows landing,True,True,True,0.0
WHEATLAND,15281,39.013259823908015,-121.41884454220936,wheatland,WHEATLAND,39.013259823908015,-121.41884454220936,wheatland,True,True,True,0.0
HARDING,16331,37.96361485228802,-121.29066673738885,harding,HARDING,37.96361485228802,-121.29066673738885,harding,True,True,True,0.0
MOUNTAIN VIEW,8203,37.38264012657535,-122.06962750222034,mountain view,MOUNTAIN VIEW,37.38264012657535,-122.06962750222034,mountain view,False,False,True,0.0
GONZALES,18213,36.50924719473701,-121.44649143497328,gonzales,GONZALES,36.50924719473701,-121.44649143497328,gonzales,True,True,True,0.0
NAPA,4202,38.29522583876939,-122.27848498957331,napa,NAPA,38.29522583876939,-122.27848498957331,napa,True,True,True,0.0
LODI,16211,38.137240812553664,-121.26217434307496,lodi,LODI,38.137240812553664,-121.26217434307496,lodi,False,False,True,0.0
WALL,1374,37.92740629292976,-122.31817641662892,wall,WALL,37.92740629292976,-122.31817641662892,wall,False,False,True,0.0
SAN JOAQUIN #3,25253,37.25390411510671,-119.51929522608286,san joaquin 3,SAN JOAQUIN #3,37.25390411510671,-119.51929522608286,san joaquin 3,False,False,True,0.0
SF M,2227,37.733508415379255,-122.43054770849852,sf m,SF M,37.733508415379255,-122.43054770849852,sf m,False,False,True,0.0
BECK STREET,1264,37.76624214689912,-122.17570399534448,beck street,BECK STREET,37.76624214689912,-122.17570399534448,beck street,False,False,True,0.0
RIPON,16380,37.75576421896199,-121.14626329694828,ripon,RIPON,37.75576421896199,-121.14626329694828,ripon,True,True,True,0.0
VACAVILLE,6360,38.35652261234486,-121.98035345499687,vacaville,VACAVILLE,38.35652261234486,-121.98035345499687,vacaville,True,True,True,0.0
OAKHURST,25442,37.321751489665104,-119.63425437090476,oakhurst,OAKHURST,37.321751489665104,-119.63425437090476,oakhurst,True,True,True,0.0
MAGUNDEN,25277,35.36190117650727,-118.92383965394583,magunden,MAGUNDEN,35.36190117650727,-118.92383965394583,magunden,True,True,True,0.0
KINGSBURG,25224,36.4886216034969,-119.5824905378176,kingsburg,KINGSBURG,36.4886216034969,-119.5824905378176,kingsburg,True,True,True,0.0
SAN LEANDRO U,1311,37.710671483216295,-122.14868122906188,san leandro u,SAN LEANDRO U,37.710671483216295,-122.14868122906188,san leandro u,True,True,True,0.0
PLAINFIELD,6344,38.6182663711888,-121.79358211851525,plainfield,PLAINFIELD,38.6182663711888,-121.79358211851525,plainfield,True,True,True,0.0
STONE,8370,37.30430354718722,-121.8681773963203,stone,STONE,37.30430354718722,-121.8681773963203,stone,True,True,True,0.0
LERDO,25349,35.500438317703164,-119.15186971490876,lerdo,LERDO,35.500438317703164,-119.15186971490876,lerdo,True,True,True,0.0
FRUITVALE,25339,35.37778171713446,-119.09265249949172,fruitvale,FRUITVALE,35.37778171713446,-119.09265249949172,fruitvale,True,True,True,0.0
WASCO,25296,35.6019019395657,-119.32598797488932,wasco,WASCO,35.6019019395657,-119.32598797488932,wasco,True,True,True,0.0
LINDEN,16207,38.0167719179122,-121.09611286247085,linden,LINDEN,38.0167719179122,-121.09611286247085,linden,True,True,True,0.0
ROB ROY,8369,36.97944444856634,-121.86712902180676,rob roy,ROB ROY,36.97944444856634,-121.86712902180676,rob roy,True,True,True,0.0
PASO ROBLES,18261,35.615659121898986,-120.67926595289852,paso robles,PASO ROBLES,35.615659121898986,-120.67926595289852,paso robles,True,True,True,0.0
STOCKDALE,25407,35.31647157909954,-119.06802793721036,stockdale,STOCKDALE,35.31647157909954,-119.06802793721036,stockdale,True,True,True,0.0
MORRO BAY,18301,35.374352209340344,-120.85564135935418,morro bay,MORRO BAY,35.374352209340344,-120.85564135935418,morro bay,True,True,True,0.0
TRACY,16288,37.74813194950613,-121.41575105836796,tracy,TRACY,37.74813194950613,-121.41575105836796,tracy,True,True,True,0.0
MORAGA,1380,37.84853384034408,-122.16184860596728,moraga,MORAGA,37.84853384034408,-122.16184860596728,moraga,True,True,True,0.0
FIGARDEN,25455,36.82143004382485,-119.85912186746845,figarden,FIGARDEN,36.82143004382485,-119.85912186746845,figarden,False,False,True,0.0
BARRETT,1302,37.93963708159622,-122.3466580473046,barrett,BARRETT,37.93963708159622,-122.3466580473046,barrett,True,True,True,0.0
REEDLEY,25234,36.604246761895766,-119.37597494144654,reedley,REEDLEY,36.604246761895766,-119.37597494144654,reedley,True,True,True,0.0
KERCKHOFF,25256,37.09207364074768,-119.55301276394894,kerckhoff,KERCKHOFF,37.09207364074768,-119.55301276394894,kerckhoff,False,False,True,0.0
OAKLAND D,1204,37.837475094130205,-122.26158519172704,oakland d,OAKLAND D,37.837475094130205,-122.26158519172704,oakland d,True,True,True,0.0
WYANDOTTE,10291,39.49164315311975,-121.54096296885037,wyandotte,WYANDOTTE,39.49164315311975,-121.54096296885037,wyandotte,True,True,True,0.0
NEWBURG,19215,40.594817406183694,-124.13502277842233,newburg,NEWBURG,40.594817406183694,-124.13502277842233,newburg,True,True,True,0.0
RIO BRAVO,25286,35.44206083008288,-119.26062694774596,rio bravo,RIO BRAVO,35.44206083008288,-119.26062694774596,rio bravo,True,True,True,0.0
VINEYARD,1450,37.66981508616917,-121.85487819350168,vineyard,VINEYARD,37.66981508616917,-121.85487819350168,vineyard,True,True,True,0.0
ATWATER,25361,37.3600903184248,-120.61458852452108,atwater,ATWATER,37.3600903184248,-120.61458852452108,atwater,True,True,True,0.0
FROGTOWN,16345,38.05723780621027,-120.5341629491827,frogtown,FROGTOWN,38.05723780621027,-120.5341629491827,frogtown,True,True,True,0.0
FULTON,4256,38.497363244277295,-122.76136488870888,fulton,FULTON,38.497363244277295,-122.76136488870888,fulton,True,True,True,0.0
MIRABEL,4209,38.48962828607511,-122.89415788279445,mirabel,MIRABEL,38.48962828607511,-122.89415788279445,mirabel,True,True,True,0.0
BELL,15270,38.946685494069264,-121.0914507213159,bell,BELL,38.946685494069264,-121.0914507213159,bell,True,True,True,0.0
LAMONT,25391,35.29714530040142,-118.8617741098652,lamont,LAMONT,35.29714530040142,-118.8617741098652,lamont,True,True,True,0.0
JACINTO,10285,39.58288667011789,-122.01062919339816,jacinto,JACINTO,39.58288667011789,-122.01062919339816,jacinto,True,True,True,0.0
RIVERBANK,16319,37.76887583084935,-120.90778635201956,riverbank,RIVERBANK,37.76887583084935,-120.90778635201956,riverbank,True,True,True,0.0
ATASCADERO,18254,35.4651926369646,-120.6714179229173,atascadero,ATASCADERO,35.4651926369646,-120.6714179229173,atascadero,True,True,True,0.0
EAST GRAND,2257,37.65396784266645,-122.40420306125036,east grand,EAST GRAND,37.65396784266645,-122.40420306125036,east grand,True,True,True,0.0
SYCAMORE CREEK,10297,39.76887891514183,-121.82323209706044,sycamore creek,SYCAMORE CREEK,39.76887891514183,-121.82323209706044,sycamore creek,True,True,True,0.0
BURLINGAME,2405,37.589994031230255,-122.3628212137506,burlingame,BURLINGAME,37.589994031230255,-122.3628212137506,burlingame,True,True,True,0.0
LOS MOLINOS,10348,40.03430703089894,-122.09587413860588,los molinos,LOS MOLINOS,40.03430703089894,-122.09587413860588,los molinos,True,True,True,0.0
STOCKTON ACRES,16322,37.9630980647908,-121.3237146106475,stockton acres,STOCKTON ACRES,37.9630980647908,-121.3237146106475,stockton acres,True,True,True,0.0
VALLEY HOME,16298,37.85608548958504,-120.94440964637616,valley home,VALLEY HOME,37.85608548958504,-120.94440964637616,valley home,True,True,True,0.0
HIGGINS,15269,39.04402916015481,-121.0909371400403,higgins,HIGGINS,39.04402916015481,-121.0909371400403,higgins,True,True,True,0.0
COTATI,4227,38.30980554981653,-122.73175577070296,cotati,COTATI,38.30980554981653,-122.73175577070296,cotati,True,True,True,0.0
RENFRO,25457,35.3871335591251,-119.1642609395004,renfro,RENFRO,35.3871335591251,-119.1642609395004,renfro,True,True,True,0.0
FRENCH CAMP,16329,37.881897863897066,-121.29042050604268,french camp,FRENCH CAMP,37.881897863897066,-121.29042050604268,french camp,True,True,True,0.0
CHOWCHILLA,25410,37.12083563007519,-120.25043505532854,chowchilla,CHOWCHILLA,37.12083563007519,-120.25043505532854,chowchilla,True,True,True,0.0
MIDWAY,25261,35.40071397340408,-119.44889279756244,midway,MIDWAY,35.40071397340408,-119.44889279756244,midway,True,True,True,0.0
PANOCHE,25367,36.65147106321651,-120.58017074552066,panoche,PANOCHE,36.65147106321651,-120.58017074552066,panoche,True,True,True,0.0
SISQUOC,18281,34.87888609675112,-120.3307559903573,sisquoc,SISQUOC,34.87888609675112,-120.3307559903573,sisquoc,True,True,True,0.0
WEST FRESNO,25373,36.71798260214739,-119.81904246829367,west fresno,WEST FRESNO,36.71798260214739,-119.81904246829367,west fresno,True,True,True,0.0
SAN LUIS OBISPO,18263,35.26178451937213,-120.63457824118316,san luis obispo,SAN LUIS OBISPO,35.26178451937213,-120.63457824118316,san luis obispo,True,True,True,0.0
OLIVEHURST,15290,39.09191021084869,-121.54283685629107,olivehurst,OLIVEHURST,39.09191021084869,-121.54283685629107,olivehurst,True,True,True,0.0
NORTECH,8246,37.42095169352169,-121.9604588755621,nortech,NORTECH,37.42095169352169,-121.9604588755621,nortech,True,True,True,0.0
KNIGHTS LANDING,6272,38.80894434056115,-121.74638901920422,knights landing,KNIGHTS LANDING,38.80894434056115,-121.74638901920422,knights landing,True,True,True,0.0
SMYRNA,25355,35.717948469880604,-119.45528357473574,smyrna,SMYRNA,35.717948469880604,-119.45528357473574,smyrna,True,True,True,0.0
BONNIE NOOK,15230,39.21451033170248,-120.80959918082056,bonnie nook,BONNIE NOOK,39.21451033170248,-120.80959918082056,bonnie nook,True,True,True,0.0
CORNING,10333,39.932572768315495,-122.18734884261642,corning,CORNING,39.932572768315495,-122.18734884261642,corning,True,True,True,0.0
EL PATIO,8292,37.29163644525506,-121.93561870955156,el patio,EL PATIO,37.29163644525506,-121.93561870955156,el patio,True,True,True,0.0
PIT NO 3,10373,40.99802297914013,-121.7472863637594,pit no 3,PIT NO 3,40.99802297914013,-121.7472863637594,pit no 3,False,False,True,0.0
FITCH MOUNTAIN,4275,38.606826614556056,-122.85303132509898,fitch mountain,FITCH MOUNTAIN,38.606826614556056,-122.85303132509898,fitch mountain,False,False,True,0.0
STANISLAUS,16282,38.14006225541333,-120.36971689458166,stanislaus,STANISLAUS,38.14006225541333,-120.36971689458166,stanislaus,False,False,True,0.0
PLACERVILLE,15308,38.730977599017024,-120.78350575501544,placerville,PLACERVILLE,38.730977599017024,-120.78350575501544,placerville,True,True,True,0.0
EIGHT MILE,16391,38.058406468108736,-121.37663705496492,eight mile,EIGHT MILE,38.058406468108736,-121.37663705496492,eight mile,True,True,True,0.0
AIRWAYS,25204,36.77817677583952,-119.67395617756009,airways,AIRWAYS,36.77817677583952,-119.67395617756009,airways,True,True,True,0.0
BERKELEY F,1206,37.87234225189556,-122.27809421905329,berkeley f,BERKELEY F,37.87234225189556,-122.27809421905329,berkeley f,True,True,True,0.0
CASSERLY,8311,36.96982661403625,-121.7670741950634,casserly,CASSERLY,36.96982661403625,-121.7670741950634,casserly,False,False,True,0.0
EL CAPITAN,25388,37.33595281998132,-120.50540396991832,el capitan,EL CAPITAN,37.33595281998132,-120.50540396991832,el capitan,True,True,True,0.0
